,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
22,22,Hado P van Hasselt,Centrum Wiskunde & Informatica (CWI),Hado P van Hasselt,Centrum Wiskunde & Informatica (CWI),Double Q-learning.
23,23,Grégoire Montavon,TU Berlin,Klaus-Robert Müller,TU Berlin,Layer-wise analysis of deep networks with Gaussian kernels.
24,24,George Dahl,Google Brain,Geoffrey E Hinton,Google & University of Toronto,Phone Recognition with the Mean-Covariance Restricted Boltzmann Machine.
25,25,Katya Scheinberg,Cornell University,Donald Goldfarb,Columbia University,Sparse Inverse Covariance Selection via Alternating Linearization Methods.
26,26,Seunghak Lee,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Adaptive Multi-Task Lasso: with Application to eQTL Detection.
27,27,Dmitry Pechyony,NEC Labs,Vladimir Vapnik,None,On the Theory of Learnining with Privileged Information.
28,28,Elaine A Corbett,Northwestern University,Konrad Koerding,None,Mixture of time-warped trajectory models for movement decoding.
29,29,Jacob D Abernethy,University of Michigan,Manfred K. Warmuth,Google Brain,Repeated Games against Budgeted Adversaries.
30,30,Han Liu,Carnegie Mellon University,Larry Wasserman,Carnegie Mellon University,Stability Approach to Regularization Selection (StARS) for High  Dimensional Graphical Models.
31,31,Martha White,University of Alberta,Adam M White,University of Alberta,Interval Estimation for Reinforcement-Learning Algorithms in Continuous-State Domains.
32,32,Serhat S Bucak,Michigan State University,Anil K Jain,Michigan State University,Multi-label Multiple Kernel Learning by Stochastic Approximation: Application to Visual Object Recognition.
33,33,Jonathan D Sorg,University of Michigan,Richard L Lewis,University of Michigan,Reward Design via Online Gradient Ascent.
34,34,Pierre J Garrigues,"IQ Engines, Inc.",Bruno Olshausen,Redwood Center/UC Berkeley,Group Sparse Coding with a Laplacian Scale Mixture Prior.
35,35,Yuzong Liu,University of Washington,Eric C Leuthardt,Washington University School of Medicine,Decoding Ipsilateral Finger Movements from ECoG Signals in Humans.
36,36,David Reichert,DeepMind,Amos Storkey,University of Edinburgh,Hallucinations in Charles Bonnet Syndrome Induced by Homeostasis: a Deep Boltzmann Machine Model.
37,37,Albert Xin Jiang,University of British Columbia,Kevin Leyton-Brown,University of British Columbia,Bayesian Action-Graph Games.
38,38,Ji Liu,University Wisconsin-Madison,Jieping Ye,Arizona State University,Multi-Stage Dantzig Selector.
39,39,Joscha T Schmiedt,Ernst Strüngmann Institute (ESI) for Neuroscience in Cooperation with Max Planck Society,Klaus R Pawelzik,Universität Bremen,Spike timing-dependent plasticity as dynamic filter.
40,40,Sridhar Mahadevan,UMass Amherst,Bo Liu,Auburn University,Basis Construction from Power Series Expansions of Value Functions.
41,41,David A McAllester,TTI-Chicago,Joseph Keshet,Bar-Ilan University,Direct Loss Minimization for Structured Prediction.
42,42,Christoph Sawade,University of Potsdam,Tobias Scheffer,Universität Potsdam,Active Estimation of F-Measures.
43,43,Gilbert Leung,self,Kostas Tsioutsiouliklis,Yahoo! Labs,Optimal Web-Scale Tiering as a Flow Problem.
44,44,James Petterson,NICTA,Tiberio Caetano,NICTA Canberra,Reverse Multi-Label Learning.
45,45,Konrad C Rawlik,University of Edinburgh,Sethu Vijayakumar,University of Edinburgh,An Approximate Inference Approach to Temporal Optimization in Optimal Control.
46,46,Sarah Filippi,Imperial College London,Csaba Szepesvari,DeepMind / University of Alberta,Parametric Bandits: The Generalized Linear Case.
47,47,Odalric-Ambrym Maillard,INRIA,Remi Munos,Google DeepMind,Scrambled Objects for Least-Squares Regression.
48,48,Shay Cohen,Columbia University,Noah A Smith,Carnegie Mellon University,Empirical Risk Minimization with Approximations of Probabilistic Grammars.
49,49,Danny Bickson,Carnegie Mellon University,Carlos Guestrin,University of Washington,Inference with Multivariate Heavy-Tails in Linear Models.
50,50,Achintya Kundu,Indian Institute of Science,Aharon Ben-Tal,None,Efficient algorithms for learning kernels from multiple similarity matrices with general convex loss functions.
51,51,Fabian L Wauthier,Amazon,Michael Jordan,UC Berkeley,Heavy-Tailed Process Priors for Selective Shrinkage.
52,52,Ernesto De Vito,Universita' di Genova,Alessandro Toigo,Politecnico di Milano,Spectral Regularization  for  Support Estimation.
53,53,Ni Lao,Carnegie Mellon University,William Cohen,Google AI,Efficient Relational Learning with Hidden Variable Detection.
54,54,Vladimir Kolmogorov,University College London,Vladimir Kolmogorov,University College London,Generalized roof duality and bisubmodular functions.
55,55,Aurelie C Lozano,IBM Research,Vikas Sindhwani,Google,Block Variable Selection in Multivariate Regression and High-dimensional Causal Inference.
56,56,Roger Luo,Snap Inc.,Francesco Orabona,Boston University,Learning from Candidate Labeling Sets.
57,57,Tian Lan,Simon Fraser University,Greg Mori,Borealis AI,Beyond Actions: Discriminative Models for Contextual Group Activities.
58,58,Wei Chen,Chinese Academy of Sciences,Zhi-Ming Ma,,Two-Layer Generalization Analysis for Ranking Using Rademacher Average.
59,59,Stephen H Bach,University of Maryland,Mark Maloof,Georgetown University,A Bayesian Approach to Concept Drift.
60,60,Felix V Agakov,University of Edinburgh,Amos Storkey,University of Edinburgh,Sparse Instrumental Variables (SPIV) for Genome-Wide Studies.
61,61,Bo Thiesson,Microsoft Research,Chong Wang,ByteDance Inc.,Fast Large-scale Mixture Modeling with Component-specific Data Partitions.
62,62,Li-Jia Li,Stanford University,Li Fei-Fei,Stanford University,Object Bank: A High-Level Image Representation for Scene Classification & Semantic Feature Sparsification.
63,63,David J Weiss,University of Pennsylvania,Ben Taskar,University of Washington,Sidestepping Intractable Inference with Structured Ensemble Cascades.
64,64,Nebojsa Jojic,Microsoft Research,Vittorio Murino,Istituto Italiano di Tecnologia,Structural epitome: a way to summarize one’s visual experience.
65,65,Ariel Kleiner,Google Research,Michael Jordan,UC Berkeley,Random Conic Pursuit for Semidefinite Programming.
66,66,Ken Takiyama,The University of Tokyo,Masato Okada,The University of Tokyo / RIKEN BSI,Switching state space model for simultaneously estimating state transitions and nonstationary firing rates.
67,67,Matthias Broecheler,University of Maryland CP,Lise Getoor,UC Santa Cruz,Computing Marginal Distributions over Continuous Markov Networks for Statistical Relational Learning.
68,68,David Pal,Google,Csaba Szepesvari,DeepMind / University of Alberta,Estimation of Renyi Entropy and Mutual Information Based on Generalized Nearest-Neighbor Graphs.
69,69,Byron Boots,University of Washington,Geoffrey Gordon,MSR Montréal & CMU,Predictive State Temporal Difference Learning.
70,70,Chris Barber,University of Wisconsin–Milwaukee,Paul Roebber,UW Milwaukee,Auto-Regressive HMM Inference with Incomplete Data for Short-Horizon Wind Forecasting.
71,71,Javad Azimi,Microsoft,Xiaoli Fern,Oregon State University,Batch Bayesian Optimization via Simulation Matching.
72,72,Mario J Fritz,MPI Informatics,Trevor Darrell,UC Berkeley,Size Matters: Metric Visual Search Constraints from Monocular Metadata.
73,73,Hai-Son P Le,Carnegie Mellon University,Ziv Bar-Joseph,Carnegie Mellon University,Cross Species Expression Analysis using a Dirichlet Process Mixture Model with Latent Matchings.
74,74,Finale P Doshi-Velez,Harvard,Josh Tenenbaum,MIT,Nonparametric Bayesian Policy Priors for Reinforcement Learning.
75,75,Margareta Ackerman,Florida State University,David R Loker,University of Waterloo,Towards Property-Based Classification of Clustering Paradigms.
76,76,Jacob Bien,Stanford University,Michael W Mahoney,UC Berkeley,CUR from a Sparse Optimization Viewpoint.
77,77,Roland Memisevic,Twenty Billion Neurons Inc.,Marc Pollefeys,ETH Zurich,Gated Softmax Classification.
78,78,Yung-Kyun Noh,Hanyang University,Daniel Lee,Cornell Tech,Generative Local Metric Learning for Nearest Neighbor Classification.
79,79,Luke Maurits,University of Adelaide,Amy F Perfors,University of Adelaide,Why are some word orders more common than others? A uniform information density account.
80,80,Satyen Kale,Google,Robert E Schapire,MIcrosoft Research,Non-Stochastic Bandit Slate Problems.
81,81,Alper Ayvaci,"UC, Los Angeles",Stefano Soatto,UCLA,Occlusion Detection and Motion Estimation with Convex Optimization.
82,82,Ping Li,Baidu Research USA,Wenhao Gui,None,b-Bit Minwise Hashing for Estimating Three-Way  Similarities.
83,83,Manas A Pathak,CMU,Bhiksha Raj,Carnegie Mellon University,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers.
84,84,Sebastian C Millner,Universität Heidelberg,Marc-Olivier Schwartz,Kirchhoff-Institut für Physik,A VLSI Implementation of the Adaptive Exponential Integrate-and-Fire Neuron Model.
85,85,Jean-Philippe Vert,Google,Kevin Bleakley,Institut Curie,Fast detection of multiple change-points shared by many signals using group LARS.
86,86,Mahdi Milani Fard,McGill University,Joelle Pineau,McGill University,PAC-Bayesian Model Selection for Reinforcement Learning.
87,87,Alina Beygelzimer,Yahoo Labs,Tong Zhang,Tencent,Agnostic Active Learning Without Constraints.
88,88,Thomas Peel,Aix-Marseille Université,Liva Ralaivola,"LIF, IUF, Aix-Marseille University, CNRS",Empirical Bernstein Inequalities for U-Statistics.
89,89,Shuang Wu,UCLA,Alan L Yuille,UCLA,A unified model of short-range and long-range motion perception.
90,90,Diederik Kingma,Google,Yann LeCun,Facebook AI Research and New York University,Regularized estimation of image statistics by Score Matching.
91,91,Fuxin Li,University of Bonn,Cristian Sminchisescu,Lund University/Google,Convex Multiple-Instance Learning by Estimating Likelihood Ratio.
92,92,Yang Xu,CMU,Charles Kemp,Carnegie Mellon University,Inference and communication in the game of Password.
93,93,Daniel Golovin,"Google, Inc",Deb Ray,End Cue,Near-Optimal Bayesian Active Learning with Noisy Observations.
94,94,George Papandreou,Toyota Technological Institute at Chicago,Alan L Yuille,UCLA,Gaussian sampling by local perturbations.
95,95,Samuel J Gershman,Harvard University,Robert C Wilson,Princeton University,The Neural Costs of Optimal Control.
96,96,Edwin Bonilla,CSIRO's Data61,Scott Sanner,University of Toronto,Gaussian Process Preference Elicitation.
97,97,Justin Domke,Rochester Institute of Technology,Justin Domke,Rochester Institute of Technology,Implicit Differentiation by Perturbation.
98,98,Joe L Austerweil,"University of Wisconsin, Madison",Tom Griffiths,Princeton,Learning invariant features using the Transformed Indian Buffet Process.
99,99,Aurel A Lazar,Columbia University,Yevgeniy B Slutskiy,Columbia University,Identifying Dendritic Processing.
100,100,Malik Magdon-Ismail,RPI,Malik Magdon-Ismail,RPI,Permutation Complexity Bound on Out-Sample Error.
101,101,Siwei Lyu,University at Albany SUNY,Siwei Lyu,University at Albany SUNY,Divisive Normalization: Justification and Effectiveness as Efficient Coding Transform.
102,102,Congcong Li,Cornell University,Tsuhan Chen,Cornell University,Towards Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models.
103,103,Andrew B Goldberg,Arcode Corporation,Rob Nowak,Wisconsin,Transduction with Matrix Completion: Three Birds with One Stone.
104,104,Shaul Druckmann,Janelia Farm Research Campus,Dmitri B Chklovskii,HHMI,Over-complete representations on recurrent neural networks can support persistent percepts.
105,105,Yangqing Jia,Alibaba Group,Trevor Darrell,UC Berkeley,Factorized Latent Spaces with Structured Sparsity.
106,106,Ryan G Gomes,Caltech,Pietro Perona,California Institute of Technology,Discriminative Clustering by Regularized Information Maximization.
107,107,Mark Johnson,Macquarie University,Bevan K Jones,University Edinburgh / Macquarie University,Synergies in learning words and their referents.
108,108,Kaiming Li,Sichuan University,tianming Liu,University of Georgia,Individualized ROI Optimization via Maximization of Group-wise Consistency of Structural and Functional Profiles.
109,109,Jason D Lee,Stanford,Joel A Tropp,Caltech,Practical Large-Scale Optimization for Max-norm Regularization.
110,110,Tom Claassen,Radboud University Nijmegen,Tom Heskes,Radboud University Nijmegen,Causal discovery in multiple models from different experiments.
111,111,Leonidas Lefakis,EPFL/Idiap,François Fleuret,University of Geneva,Joint Cascade Optimization Using A Product Of Boosted Classifiers.
112,112,Jan Gasthaus,Amazon,Yee Whye Teh,"University of Oxford, DeepMind",Improvements to the Sequence Memoizer.
113,113,Yuanqing Lin,NEC Labs America,Kai Yu,Baidu,Deep Coding Network.
114,114,Diane Hu,UC San Diego,Sorin Lerner,UC San Diego,Latent Variable Models for Predicting File Dependencies in Large-Scale Software Development.
115,115,Chang Su,University at Buffalo,Sargur N Srihari,University at Buffalo,Evaluation of Rarity of Fingerprints in Forensics.
116,116,Eiji Mizutani,National Taiwan University of Science and Technology,Stuart Dreyfus,UC Berkeley,An analysis on negative curvature induced by singularity in multi-layer neural-network learning.
117,117,Julien Mairal,Inria,Francis Bach,INRIA - Ecole Normale Superieure,Network Flow Algorithms for Structured Sparsity.
118,118,koray kavukcuoglu,DeepMind,Yann LeCun,Facebook AI Research and New York University,Learning Convolutional Feature Hierarchies for Visual Recognition.
119,119,America Chambers,"Univ. of California, Irvine",Mark Steyvers,UC Irvine,Learning concept graphs from text with stick-breaking priors.
120,120,Oliver Williams,Microsoft Research,Frank McSherry,Microsoft Research,Probabilistic Inference and Differential Privacy.
121,121,Amin Sayedi,Carnegie Mellon University,Avrim Blum,CMU,Trading off Mistakes and Don't-Know Predictions.
122,122,Indraneel Mukherjee,Princeton University,Robert E Schapire,MIcrosoft Research,A Theory of Multiclass Boosting.
123,123,Sasha Rakhlin,University of Pennsylvania,Ambuj Tewari,University of Michigan,"Online Learning: Random Averages, Combinatorial Parameters, and Learnability."
124,124,Liefeng Bo,Intel Labs,Dieter Fox,University of Washington,Kernel Descriptors for Visual Recognition.
125,125,Sylvain Chevallier,LISV,Michele Sebag,"Universite Paris-Sud, CNRS","SpikeAnts, a spiking neuron network modelling the emergence of organization in a complex system."
126,126,Alexandre Bouchard-Côté,UBC,Michael Jordan,UC Berkeley,Variational Inference over Combinatorial Spaces.
127,127,Alekh Agarwal,Microsoft Research,Martin J Wainwright,UC Berkeley,Fast global convergence rates of gradient methods for high-dimensional   statistical recovery.
128,128,Rina Foygel,Stanford University,Mathias Drton,University of Washington,Extended Bayesian Information Criteria for Gaussian Graphical Models.
129,129,Christos Boutsidis,IBM T.J. Watson Research,Petros Drineas,Rensselaer Polytechnic Institute,Random Projections for $k$-means Clustering.
130,130,Kaushik Mitra,"University of Maryland, College Park",Rama Chellappa,University of Maryland College Park,Large-Scale Matrix Factorization with Missing Data under Additional Constraints.
131,131,Mathieu Salzmann,TTI Chicago,Raquel Urtasun,University of Toronto,Implicitly Constrained Gaussian Process Regression for Monocular Non-Rigid Pose Estimation.
132,132,Ronny Luss,Tel Aviv University,Moni Shahar,Tel Aviv University,Decomposing Isotonic Regression for Efficiently Solving Large Problems.
133,133,Yu Zhang,Hong Kong Baptist University,Qian Xu,Hong Kong University of Science and Technology,Probabilistic Multi-Task Feature Selection.
134,134,Tamir Hazan,Technion,Raquel Urtasun,University of Toronto,A Primal-Dual Message-Passing Algorithm for Approximated Large Scale Structured Prediction.
135,135,S.V.N. Vishwanathan,UCSC,Manik Varma,Microsoft Research India,Multiple Kernel Learning and the SMO Algorithm.
136,136,Eric X Wang,Duke University,Lawrence Carin,Duke University,Joint Analysis of Time-Evolving Binary Matrices and Associated Documents.
137,137,Peter G Stobbe,California Institute of Technology,Andreas Krause,ETH Zurich,Efficient Minimization of Decomposable Submodular Functions.
138,138,Meritxell Vinyals,IIIA-CSIC,Juan A Rodríguez-Aguilar,IIIA-CSIC,Worst-case bounds on the quality of max-product fixed-points.
139,139,Ning Chen,Tsinghua University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Predictive Subspace Learning for Multi-view Data: a Large Margin Approach.
140,140,Lauren A Hannah,Duke University,David Blei,Columbia University,Nonparametric Density Estimation for Stochastic Optimization with an Observable State Variable.
141,141,Abhay Jha,University of Washington,Dan Suciu,University of Washington,Lifted Inference Seen from the Other Side : The Tractable Features.
142,142,Quoc V. Le,Google,Andrew Y Ng,DeepLearning.AI,Tiled convolutional neural networks.
143,143,Chiuso Alessandro c/o Dip. I Informazione,University of Padova,Gianluigi Pillonetto,University of Padova,Learning sparse dynamic linear systems using stable spline kernels and exponential hyperpriors.
144,144,Ralf Haefner,"Brain & Cognitive Sciences, University of Rochester",Matthias Bethge,University Tübingen,Evaluating neuronal codes for inference using Fisher information.
145,145,Gilles Blanchard,University Paris-Saclay,Nicole Krämer,Weierstrass Institute Berlin,Optimal learning rates for Kernel Conjugate Gradient regression.
146,146,Prateek Jain,Microsoft Research,Inderjit Dhillon,UT Austin & Amazon,Inductive Regularized Learning of Kernel Functions.
147,147,Andrew Wilson,University of Cambridge,Zoubin Ghahramani,Uber and University of Cambridge,Copula Processes.
148,148,Umar Syed,University of Pennsylvania,Ben Taskar,University of Washington,Semi-Supervised Learning with Adversarially  Missing Label Information.
149,149,Felipe Gerhard,Brain Mind Institute,Wulfram Gerstner,EPFL,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models."
150,150,Wei Wang,Nanjing University,Zhi-Hua Zhou,Nanjing University,Multi-View Active Learning in the Non-Realizable Case.
151,151,Dirk Husmeier,Biomathematics & Statistics Scotland,Sophie Lebre,"LSIIT - UMR 7005, University of Strasbourg",Inter-time segment information sharing for non-homogeneous dynamic Bayesian networks.
152,152,Meihong Wang,University of Southern California,Michael Jordan,UC Berkeley,Unsupervised Kernel Dimension Reduction.
153,153,Daniel Lowd,University of Oregon,Pedro Domingos,University of Washington,Approximate Inference by Compilation to Arithmetic Circuits.
154,154,Kritika Muralidharan,"Statistical Visual Computing Lab, UC San Diego",Nuno Vasconcelos,UC San Diego,A biologically plausible network for the computation of orientation dominance.
155,155,Kanaka Rajan,Princeton University,Haim Sompolinsky,Hebrew University and Harvard University,Inferring Stimulus Selectivity from the Spatial Structure of Neural Network Dynamics.
156,156,Silvia Chiappa,University of Cambridge,Jan Peters,TU Darmstadt & MPI Intelligent Systems,Movement extraction by detecting dynamics switches and repetitions.
157,157,Nim Arora,Facebook,Erik Sudderth,Brown University,Global seismic monitoring as probabilistic inference.
158,158,Mike Mozer,Google Research and U. Colorado Boulder,Michael Jones,Indiana University,Improving Human Judgments by Decontaminating Sequential Dependencies.
159,159,Emile Richard,Amazon,Nicolas Vayatis,Ecole Normale Supérieure de Cachan,Link Discovery using Graph Feature Tracking.
160,160,Anand Singh,University of Zurich,Bruno Weber,University of Zurich,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models.
161,161,Kiyohito Nagano,University of Tokyo,Satoru Iwata,Kyoto University,Minimum Average Cost Clustering.
162,162,Pradeep Shenoy,"University of California, San Diego",Angela Yu,UC San Diego,A rational decision making framework for inhibitory control.
163,163,Vicky Froyen,Rutgers University,Manish Singh,Rutgers University,A Bayesian Framework for Figure-Ground Interpretation.
164,164,George Konidaris,Duke University,Roderic A Grupen,UMass Amherst,Constructing Skill Trees for Reinforcement Learning Agents from Demonstration Trajectories.
165,165,Matthew J Urry,King's College London,Peter Sollich,King's College London,Exact learning curves for Gaussian process regression on large random graphs.
166,166,Ali Jalali,University of Texas at Austin,Chao Ruan,University of Texas at Austin,A Dirty Model for Multi-task Learning.
167,167,David Pfau,DeepMind,Frank Wood,University of British Columbia,Probabilistic Deterministic Infinite Automata.
168,168,Alessandro Bergamo,Dartmouth College,Lorenzo Torresani,Dartmouth College,Exploiting weakly-labeled Web images to improve object classification: a domain adaptation approach.
169,169,Daniel Navarro,University of Adelaide,Daniel Navarro,University of Adelaide,Learning the context of a category.
170,170,Dan F Goodman,Ecole Normale Superieure,Romain Brette,Ecole Normale Supérieure,Learning to localise sounds with spiking neural networks.
171,171,Nadia C Payet,Oregon State University,Sinisa Todorovic,Oregon State University,(RF)^2 -- Random Forest Random Field.
172,172,Victor Lempitsky,Yandex,Andrew Zisserman,DeepMind & University of Oxford,Learning To Count Objects in Images.
173,173,Yi Sun,IDSIA,Jürgen Schmidhuber,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE",Improving the Asymptotic Performance of Markov Chain Monte-Carlo by Inserting Vortices.
174,174,Sashank Jakkam Reddi,IIT Bombay,Sundar Vishwanathan,IIT Bombay,MAP estimation in Binary MRFs via Bipartite Multi-cuts.
175,175,Hamed Masnadi-Shirazi,"University of California, San Diego",Nuno Vasconcelos,UC San Diego,Variable margin losses for classifier design.
176,176,C. C. Alan Fung,The Hong Kong University of Science and Technology,Si Wu,Beijing Normal University,Attractor Dynamics with Synaptic Depression.
177,177,Shibin Parameswaran,"University of California, San Diego",Kilian Q Weinberger,Washington University in St. Louis,Large Margin Multi-Task Metric Learning.
178,178,Danial Lashkari,Massachusetts Institute of Technology,Polina Golland,Massachusetts Institute of Technology,Categories and Functional Units: An Infinite Hierarchical Model for Brain Activations.
179,179,Corinna Cortes,Google Research,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Learning Bounds for Importance Weighting.
180,180,Nikos Karampatziakis,Cornell University,Nikos Karampatziakis,Cornell University,Static Analysis of Binary Executables Using Structural SVMs.
181,181,Yanjun Han,Chinese Academy of Sciences,Jue Wang,Chinese Academy of Sciences,Avoiding False Positive in Multi-Instance Learning.
182,182,Prateek Jain,Microsoft Research,Kristen Grauman,University of Texas at Austin,Hashing Hyperplane Queries to Near Points  with Applications to Large-Scale Active Learning.
183,183,M. Pawan Kumar,Stanford University,Daphne Koller,insitro,Self-Paced Learning for Latent Variable Models.
184,184,Mohammad Ghavamzadeh,Facebook AI Research,Remi Munos,Google DeepMind,LSTD with Random Projections.
185,185,Huan Xu,National University of Singapore,Sujay Sanghavi,UT-Austin,Robust PCA via Outlier Pursuit.
186,186,Francis Bach,INRIA - Ecole Normale Superieure,Francis Bach,INRIA - Ecole Normale Superieure,Structured sparsity-inducing norms through submodular functions.
187,187,Graham Taylor,University of Guelph,Christoph Bregler,New York University,Pose-Sensitive Embedding by Nonlinear NCA Regression.
188,188,Yao-Liang Yu,University of Waterloo,Dale Schuurmans,Google Brain & University of Alberta,Relaxed Clipping: A Global Training Method for Robust Regression and Classification.
189,189,Benjamin A Miller,Massachusetts Institute of Technology,Patrick J Wolfe,Harvard University,Subgraph Detection Using Eigenvector L1 Norms.
190,190,Jenna Wiens,Massachusetts Institute of Technology,John Guttag,Massachusetts Institute of Technology,Active Learning Applied to Patient-Adaptive Heartbeat Classification.
191,191,Nati Srebro,TTI-Chicago,Ambuj Tewari,University of Michigan,"Smoothness, Low Noise and Fast Rates."
192,192,Jun Zhu,Tsinghua University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Large Margin Learning of Upstream Scene Understanding Models.
193,193,Sofia Mosci,Universita' di Genova,Lorenzo Rosasco,University of Genova- MIT - IIT,A Primal-Dual Algorithm for Group Sparse Regularization with Overlapping Groups.
194,194,Remi Cuingnet,CRICM (CNRS / Inserm),Olivier Colliot,Université Pierre et Marie Curie (UPMC),Spatial and anatomical regularization of SVM for brain image analysis.
195,195,Sander M Bohte,Centrum Wiskunde Informatica,Jaldert Rombouts,Centrum Wiskunde Informatica,Fractionally Predictive Spiking Neurons.
196,196,Russ Salakhutdinov,Carnegie Mellon University,Nati Srebro,TTI-Chicago,Collaborative Filtering in a Non-Uniform World: Learning  with the Weighted Trace Norm.
197,197,Jie Tang,UC Berkeley,Pieter Abbeel,UC Berkeley & Covariant,On a Connection between Importance Sampling and the Likelihood Ratio   Policy Gradient.
198,198,Gergely Neu,Universitat Pompeu Fabra,András Antos,MTA SZTAKI Institute for Computer Science and Control,Online Markov Decision Processes under Bandit Feedback.
199,199,Andrew E Gelfand,"University of California, Irvine",Max Welling,University of Amsterdam / Qualcomm AI Research,On Herding and the Perceptron Cycling Theorem.
200,200,David Sontag,MIT,Amir Globerson,"Tel Aviv University, Google",More data means less inference: A pseudo-max approach to structured learning.
201,201,Iain Murray,University of Edinburgh,Ryan Adams,Princeton University,Slice sampling covariance hyperparameters of latent Gaussian models.
202,202,Vibhav Gogate,UT Dallas,Pedro Domingos,University of Washington,Learning Efficient Markov Networks.
203,203,Mauricio A Araya,LORIA --- Université de Nancy,François Charpillet,LORIA,A POMDP Extension with Belief-dependent Rewards.
204,204,Paolo Viappiani,CNRS,Craig E Boutilier,University of Toronto,Optimal Bayesian Recommendation Sets and Myopically Optimal Choice Query Sets.
205,205,Han Liu,Carnegie Mellon University,Larry Wasserman,Carnegie Mellon University,Graph-Valued Regression.
206,206,Uri Shalit,Technion,Gal Chechik,"NVIDIA, BIU",Online Learning in The Manifold of Low-Rank Matrices.
207,207,Hariharan Narayanan,Tata Institute of Fundamental Research,Sasha Rakhlin,University of Pennsylvania,Random Walk Approach to Regret Minimization.
208,208,Shinichi Nakajima,Technische Universität Berlin,Ryota Tomioka,Microsoft Research Cambridge,Global Analytic Solution for Variational Bayesian Matrix Factorization.
209,209,Armand Joulin,stanford university,Jean A Ponce,University of Illinois at Urbana-Champaign,Efficient Optimization for Discriminative Latent Class Models.
210,210,James Petterson,NICTA,Shravan M Narayanamurthy,Yahoo,Word Features for Latent Dirichlet Allocation.
211,211,Arvind Agarwal,University of Maryland,Samuel Gerber,University of Utah,Learning Multiple Tasks using Manifold Regularization.
212,212,Mauricio A Alvarez,University of Manchester,Neil D Lawrence,Amazon,Switched Latent Force Models for Movement Segmentation.
