,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
63,63,Akshay Krishnamurthy,Male,UMass Amherst,Aarti Singh,Male,CMU,Low-Rank Matrix and Tensor Completion via Adaptive Sampling.
64,64,Andreas Stuhlmüller,Male,Massachusetts Institute of Technology,Noah Goodman,Male,Stanford University,Learning Stochastic Inverses.
65,65,Ziteng Wang,Male,,Liwei Wang,Male,Peking University,Efficient Algorithm for Privately Releasing Smooth Queries.
66,66,Daniel L Yamins,Male,Massachusetts Institute of Technology,James J DiCarlo,Male,Massachusetts Institute of Technology,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream.
67,67,Mijung Park,Male,University of Texas,Jonathan W Pillow,Male,UT Austin,Bayesian inference for low rank spatiotemporal neural receptive fields.
68,68,Sivaraman Balakrishnan,Male,CMU,Larry Wasserman,Male,Carnegie Mellon University,Cluster Trees on Manifolds.
69,69,Il Memming Park,Male,Stony Brook University,Jonathan W Pillow,Male,UT Austin,Spectral methods for neural characterization using generalized quadratic models.
70,70,Wenjie Luo,Male,TTI Chicago,Raquel Urtasun,Female,University of Toronto,Latent Structured Active Learning.
71,71,Ke Hou,Male,CUHK,Zhi-Quan Luo,Male,"University of Minnesota, Twin Cites",On the Linear Convergence of the Proximal Gradient Method for Trace Norm Regularization.
72,72,Zheng Wen,,Stanford University,Benjamin Van Roy,Male,Stanford University,Efficient Exploration and Value Function Generalization in Deterministic Systems.
73,73,Nathaniel J Smith,,University of Edinburgh,Michael C Frank,Male,Stanford University,Learning and using language via recursive pragmatic reasoning about other agents.
74,74,Mehrdad Mahdavi,,Michigan State University (MSU),Rong Jin,Male,Michigan State University (MSU),Mixed Optimization for Smooth Functions.
75,75,John Duchi,,UC Berkeley,Brendan McMahan,Male,Google,"Estimation, Optimization, and Parallelism when Data is Sparse."
76,76,Christophe Schulke,,ESPCI ParisTech,Lenka Zdeborová,Female,EPFL,Blind Calibration in Compressed Sensing using Message Passing Algorithms.
77,77,José Bento,,Boston College,Jonathan S Yedidia,Male,Disney Research,A message-passing algorithm for multi-agent trajectory planning.
78,78,Mike Hughes,,Tufts University,Erik Sudderth,Male,Brown University,Memoized Online Variational Inference for Dirichlet Process Mixture Models.
79,79,Yao-Liang Yu,Male,University of Waterloo,Yao-Liang Yu,Male,University of Waterloo,Better Approximation and Faster Algorithm Using the Proximal Average.
80,80,Junming Yin,Male,University of Arizona,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks.
81,81,Bruno Scherrer,Male,INRIA,Bruno Scherrer,Male,INRIA,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration.
82,82,Shai Shalev-Shwartz,Male,Mobileye & HUJI,Tong Zhang,Male,Tencent,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent.
83,83,Adrien Todeschini,Male,INRIA,Marie Chavent,Female,Université de Bordeaux II & INRIA,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms.
84,84,Sivan Sabato,Male,Ben Gurion University,Nati Srebro,Male,TTI-Chicago,Auditing: Active Learning with Outcome-Dependent Query Costs.
85,85,Rishabh K Iyer,Male,"University of Washington, Seattle",Jeff A Bilmes,Male,"University of Washington, Seattle",Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions.
86,86,Zhuo Wang,Male,Facebook Reality Labs,Daniel Lee,Male,Cornell Tech,Optimal Neural Population Codes for High-dimensional Stimulus Variables.
87,87,Nicolò Cesa-Bianchi,Male,"Università degli Studi di Milano, Italy",Giovanni Zappella,Male,"Amazon, Berlin",A Gang of Bandits.
88,88,Miao Xu,Male,Nanjing University,Zhi-Hua Zhou,Male,Nanjing University,Speedup Matrix Completion with Side Information: Application to Multi-Label Learning.
89,89,Praneeth Netrapalli,Male,Microsoft Research,Sujay Sanghavi,Male,UT-Austin,Phase Retrieval using Alternating Minimization.
90,90,Charlie Tang,Male,Apple Inc.,Russ Salakhutdinov,Male,Carnegie Mellon University,Learning Stochastic Feedforward Neural Networks.
91,91,Srini C Turaga,Male,"Howard Hughes Medical Institute, Janelia Research Campus",Jakob H Macke,Male,University of Tübingen & MPI IS Tübingen,Inferring neural population dynamics from multiple partial recordings of the same neural circuit.
92,92,Ian Goodfellow,Male,Google,Yoshua Bengio,Male,University of Montreal,Multi-Prediction Deep Boltzmann Machines.
93,93,Huahua Wang,Male,"University of Minnesota, Twin Cites",Inderjit Dhillon,Male,UT Austin & Amazon,Large Scale Distributed Sparse Precision Estimation.
94,94,Hesham Mostafa,Male,ETH Zurich,Giacomo Indiveri,Male,ETH Zurich,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems.
95,95,Raif Rustamov,Male,AT&T Chief Data Office,Leonidas Guibas,Male,stanford.edu,Wavelets on Graphs via Deep Learning.
96,96,Yann Dauphin,Male,Facebook AI Research,Yoshua Bengio,Male,University of Montreal,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs.
97,97,Forest Agostinelli,Male,University of South Carolina,Honglak Lee,Male,U. Michigan,Robust Image Denoising with Multi-Column Deep Neural Networks.
98,98,Dimitris Achlioptas,Male,UC Santa Cruz,Edo Liberty,Male,Yahoo! Research,Near-Optimal Entrywise Sampling for Data Matrices.
99,99,Xiaoqin Zhang,Male,Wenzhou University,Yi Ma,Male,Microsoft Research,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors.
100,100,Tamir Hazan,Male,Technion,Tommi Jaakkola,Male,MIT,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions.
101,101,Nitish Srivastava,Male,Apple Inc,Russ Salakhutdinov,Male,Carnegie Mellon University,Discriminative Transfer Learning with Tree-based Priors.
102,102,Roger Grosse,Male,University of Toronto,Russ Salakhutdinov,Male,Carnegie Mellon University,Annealing between distributions by averaging moments.
103,103,David Carlson,Male,Duke University,Lawrence Carin,Male,Duke University,Real-Time Inference for a Gamma Process Model of Neural Spiking.
104,104,Antoine Bordes,Male,Université de Technologie de Compiègne (UTC),Oksana Yakhnenko,Female,Google Research,Translating Embeddings for Modeling Multi-relational Data.
105,105,James Martens,Male,University of Toronto,Richard Zemel,Male,Vector Institute/University of Toronto,On the Expressive Power of Restricted Boltzmann Machines.
106,106,Bernardino Romera-Paredes,Male,University College London,Massimiliano Pontil,Male,IIT & UCL,A New Convex Relaxation for Tensor Completion.
107,107,Nan Du,Male,Georgia Tech,Hongyuan Zha,Male,Georgia Tech,Scalable Influence Estimation in Continuous-Time Diffusion Networks.
108,108,Aurel A Lazar,Male,Columbia University,Yevgeniy B Slutskiy,Male,Columbia University,"Multisensory Encoding, Decoding, and Identification."
109,109,Nicolas Heess,Male,Gatsby Unit,John Winn,Male,Microsoft Research,Learning to Pass Expectation Propagation Messages.
110,110,Jerry Zhu,Male,University of Wisconsin-Madison,Jerry Zhu,Male,University of Wisconsin-Madison,Machine Teaching for Bayesian Learners in the Exponential Family.
111,111,Evan W Archer,Male,Sony AI,Jonathan W Pillow,Male,UT Austin,Bayesian entropy estimation for binary spike train data using parametric prior knowledge.
112,112,Richard Socher,Male,MetaMind,Andrew Y Ng,Male,DeepLearning.AI,Zero-Shot Learning Through Cross-Modal Transfer.
113,113,Asrar Ahmed,Male,Singapore Management University,Patrick Jaillet,Male,MIT,Regret based Robust Solutions for Uncertain Markov Decision Processes.
114,114,Qiang Cheng,Male,Tsinghua University,Alexander Ihler,Male,UC Irvine,Variational Planning for Graph-based MDPs.
115,115,Sinead Williamson,Male,UT Austin,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,Restricting exchangeable nonparametric distributions.
116,116,Richard Socher,Male,MetaMind,Andrew Y Ng,Male,DeepLearning.AI,Reasoning With Neural Tensor Networks for Knowledge Base Completion.
117,117,Botond Cseke,Male,University of Edinburgh,Guido Sanguinetti,Male,University of Edinburgh,Approximate inference in latent Gaussian-Markov models from continuous time observations.
118,118,Shinichi Nakajima,Male,Technische Universität Berlin,Ichiro Takeuchi,Male,Nagoya Institute of Technology,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering.
119,119,Elias Bareinboim,Male,Purdue University ,Judea Pearl,Male,UCLA,Transportability from Multiple Environments with Limited Experiments.
120,120,Ioannis Mitliagkas,Male,University of Montreal,Prateek Jain,Male,Microsoft Research,"Memory Limited, Streaming PCA."
121,121,Troy Lee,Male,Centre for Quantum Technologies,Adi Shraibman,Male,Weizmann Institute of Science,Matrix Completion From any Given Set of Observations.
122,122,Yao-Liang Yu,Male,University of Waterloo,Yao-Liang Yu,Male,University of Waterloo,On Decomposing the Proximal Map.
123,123,Nagarajan Natarajan,Male,"Microsoft Research, India",Ambuj Tewari,Male,University of Michigan,Learning with Noisy Labels.
124,124,Guy Van den Broeck,Male,UCLA,Adnan Darwiche,Male,UCLA,On the Complexity and Approximation of Binary Evidence in Lifted Inference.
125,125,Stefan Wager,Male,Stanford University,Percy Liang,Male,Stanford University,Dropout Training as Adaptive Regularization.
126,126,Cristina Savin,Female,University of Cambridge,Mate Lengyel,Male,University of Cambridge,Correlations strike back (again): the case of associative memory retrieval.
127,127,Fang Han,Male,Johns Hopkins University,Han Liu,Male,Tencent AI Lab,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model.
128,128,Martin Slawski,Male,Saarland University,Pavlo Lutsik,Male,Saarland University,Matrix factorization with binary components.
129,129,Pierre Baldi,Male,UC Irvine,Peter Sadowski,Male,University of Hawai‘i,Understanding Dropout.
130,130,Krzysztof M Choromanski,Male,Google Brain Robotics,Kui Tang,Male,Columbia University,Adaptive Anonymity via $b$-Matching.
131,131,Yacine Jernite,Male,Facebook FAIR NYC,David Sontag,Male,MIT,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests.
132,132,Cheston Tan,Male,"Institute for Infocomm Research, Singapore",Tomaso Poggio,Male,MIT,Neural representation of action sequences: how far can a simple snippet-matching model take us?.
133,133,Jeff W Miller,Male,Brown University,Matthew T Harrison,Male,Brown University,A simple example of Dirichlet process mixture inconsistency for the number of components.
134,134,Marius Pachitariu,Male,"Gatsby Unit, UCL",Maneesh Sahani,Male,"Gatsby Unit, UCL",Recurrent linear models of simultaneously-recorded neural   populations.
135,135,Justin Domke,Male,NICTA,Justin Domke,Male,NICTA,Structured Learning via Logistic Regression.
136,136,Christian Albers,Male,University of Bremen,Klaus R Pawelzik,Male,Universität Bremen,Perfect Associative Learning with Spike-Timing-Dependent Plasticity.
137,137,Amin Karbasi,Male,Yale University,Lav R Varshney,Male,IBM Watson Research Center,Noise-Enhanced Associative Memories.
138,138,Benigno Uria,Male,University of Edinburgh,Hugo Larochelle,Male,Twitter,RNADE: The real-valued neural autoregressive density-estimator.
139,139,Jonas Peters,Male,ETH Zurich,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",Causal Inference on Time Series using Restricted Structural Equation Models.
140,140,Jimmy Ba,Male,University of Toronto,Brendan Frey,Male,University of Toronto,Adaptive dropout for training deep neural networks.
141,141,Xinghao Pan,Male,UC Berkeley,Michael Jordan,Male,UC Berkeley,Optimistic Concurrency Control for Distributed Unsupervised Learning.
142,142,Yu-Xiang Wang,Male,UC Santa Barbara,Chenlei Leng,Male,,Provable Subspace Clustering: When LRR meets SSC.
143,143,Freddie Kalaitzis,Male,Element AI,Ricardo Silva,Male,University College London,Flexible sampling of discrete data correlations without the marginal distributions.
144,144,Haichao Zhang,Male,Horizon Robotics,David Wipf,Male,Microsoft Research,Non-Uniform Camera Shake Removal Using a Spatially-Adaptive Sparse Penalty.
145,145,Charles Blundell,Male,DeepMind,Yee Whye Teh,Male,"University of Oxford, DeepMind",Bayesian Hierarchical Community Discovery.
146,146,T.-K. Huang,Male,Microsoft,Jeff Schneider,Male,CMU,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition.
147,147,Misha Denil,Male,University of Oxford,Nando de Freitas,Male,UBC,Predicting Parameters in Deep Learning.
148,148,Wen-Hao Zhang,Male,"Center for Neural Basis of Cognition, Carnegie Mellon University",Si Wu,Female,Beijing Normal University,Reciprocally Coupled Local Estimators Implement Bayesian Information Integration Distributively.
149,149,Chong Wang,Male,CMU,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,Variance Reduction for Stochastic Gradient Optimization.
150,150,Edo M Airoldi,Male,Harvard University,Stanley H Chan,Male,Harvard University,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation.
151,151,Raphael Bailly,Male,Universitat Politècnica de Catalunya,Ariadna Quattoni,Female,Xerox Research Centre Europe,Unsupervised Spectral Learning of Finite State Transducers.
152,152,Ferran Diego Andilla,Male,Telefonica R&D,Fred Hamprecht,Male,Heidelberg University,Learning Multi-level Sparse Representations.
153,153,Yoshua Bengio,Male,University of Montreal,Pascal Vincent,Male,Facebook and U. Montreal,Generalized Denoising Auto-Encoders as Generative Models.
154,154,Ryosuke Matsushita,Male,NTT DATA Mathematical Systems Inc.,Toshiyuki Tanaka,Male,Kyoto University,Low-rank matrix reconstruction and clustering via approximate message passing.
155,155,Dae Il Kim,Male,Brown University,Erik Sudderth,Male,Brown University,Efficient Online Inference for Bayesian Nonparametric Relational Models.
156,156,Subhaneil Lahiri,Male,Stanford University,Surya Ganguli,Male,Stanford,A memory frontier for complex synapses.
157,157,Karthika Mohan,Female,UC Berkeley,Jin Tian,Male,Iowa State University,Graphical Models for Inference with Missing Data.
158,158,Zhengdong Lu,Male,"Noah's Ark Lab, Huawei Technologies",Hang Li,Male,Huawei Tech. Investment,A Deep Architecture for Matching Short Texts.
159,159,Myunghwan Kim,Male,Stanford University,Jure Leskovec,Male,Stanford University/Pinterest,Nonparametric Multi-group Membership Model for Dynamic Networks.
160,160,Vikash Mansinghka,Male,Massachusetts Institute of Technology,Josh Tenenbaum,Male,MIT,Approximate Bayesian Image Interpretation using Generative Probabilistic Graphics Programs.
161,161,David G Barrett,Male,École Normale Supérieure,Christian Machens,Male,Fundacao Champalimaud PT507131827,Firing rate predictions in optimal balanced networks.
162,162,Shouyuan Chen,Male,CUHK,Zenglin Xu,Male,University of Electronic Science & Technology of China,Exact and Stable Recovery of Pairwise Interaction Tensors.
163,163,Raman Arora,Male,Johns Hopkins University,Nati Srebro,Male,TTI-Chicago,Stochastic Optimization of PCA with Capped MSG.
164,164,Hanlin Goh,Male,-,Joo-Hwee Lim,Male,"Institute for Infocomm Research, Singapore",Top-Down Regularization of Deep Belief Networks.
165,165,Jasper Snoek,Male,Google Brain,Ryan Adams,Male,Princeton University,A Determinantal Point Process Latent Variable Model for Inhibition in Neural Spiking Data.
166,166,Agnieszka Grabska-Barwinska,Male,Google DeepMind,Peter E Latham,Male,"Gatsby Unit, UCL",Demixing odors - fast inference in olfaction.
167,167,Baharan Mirzasoleiman,Male,Stanford University,Andreas Krause,Male,ETH Zurich,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data.
168,168,Remi Gribonval,Male,Inria & ENS de Lyon,Pierre Machart,Male,INRIA,"Reconciling ""priors'' & ""priors"" without prejudice?."
169,169,Rupesh K Srivastava,Male,NNAISENSE,Jürgen Schmidhuber,Male,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE",Compete to Compute.
170,170,Il Memming Park,Male,Stony Brook University,Jonathan W Pillow,Male,UT Austin,Universal models for binary spike patterns using centered Dirichlet processes.
171,171,Shaobo Han,Male,Duke University,Lawrence Carin,Male,Duke University,Integrated Non-Factorized Variational Inference.
172,172,Ari Pakman,Male,Columbia University,Liam Paninski,Male,Columbia University,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions.
173,173,Abbas Edalat,Male,Imperial College London,Abbas Edalat,Male,Imperial College London,Capacity of strong attractor patterns to model behavioural and cognitive prototypes.
174,174,Matthew Johnson,Male,MIT,Alan S Willsky,Male,Massachusetts Institute of Technology,Analyzing Hogwild Parallel Gaussian Gibbs Sampling.
175,175,Arash Amini,Male,UCLA,Long Nguyen,Male,University of Michigan,Bayesian inference as iterated random functions with  applications to sequential inference in graphical models.
176,176,Özlem Aslan,Male,University of Alberta,Dale Schuurmans,Male,Google Brain & University of Alberta,Convex Two-Layer Modeling.
177,177,Tomas Mikolov,Male,Google Research,Jeff Dean,Male,Google Research,Distributed Representations of Words and Phrases and their Compositionality.
178,178,Sam Patterson,Male,"Gatsby Unit, UCL",Yee Whye Teh,Male,"University of Oxford, DeepMind",Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex.
179,179,Xinhua Zhang,Male,University of Illinois at Chicago (UIC),Yee Whye Teh,Male,"University of Oxford, DeepMind",Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space.
180,180,Guang-Tong Zhou,Male,Simon Fraser University,Greg Mori,Male,Borealis AI,Latent Maximum Margin Clustering.
181,181,Maria-Florina F Balcan,Female,Georgia Tech,Yingyu Liang,Male,Princeton University,Distributed k-means and k-median clustering on general communication topologies.
182,182,Kevin Swersky,Male,Google,Ryan Adams,Male,Princeton University,Multi-Task Bayesian Optimization.
183,183,Matthias Hein,Male,University of Tübingen,Syama Sundar Rangapuram,Male,Saarland University,The Total Variation on Hypergraphs - Learning on Hypergraphs Revisited.
184,184,David Lopez-Paz,Male,Facebook AI Research,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",The Randomized Dependence Coefficient.
185,185,Ulrike von Luxburg,Male,University of Tübingen,Morteza Alamgir,Male,University of Hamburg,Density estimation from unweighted k-nearest neighbor graphs: a roadmap.
186,186,Michalis Titsias,Male,DeepMind,Miguel Lazaro-Gredilla,Male,Universidad Carlos III de Madrid,Variational Inference for Mahalanobis Distance Metrics in Gaussian Process Regression.
187,187,Ryan D Turner,Male,Northrop Grumman,Clay J Stanek,Male,Northrop Grumman,Online Variational Approximations to non-Exponential Family Change Point Models: With Application to Radar Tracking.
188,188,Yichao Lu,Male,University of Pennsylvania,Lyle Ungar,Male,University of Pennsylvania,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform.
189,189,Özgür Şimşek,Male,Max Planck Institute for Human Development,Özgür Şimşek,Male,Max Planck Institute for Human Development,Linear decision rule as aspiration for simple decision heuristics.
190,190,Yanshuai Cao,Male,BorealisAI,Aaron Hertzmann,Male,Adobe Research,Efficient Optimization for Sparse Gaussian Process Regression.
191,191,Wojciech Zaremba,Male,OpenAI,Matthew B Blaschko,Male,KU Leuven,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test."
192,192,Fabian L Wauthier,Male,Amazon,Michael Jordan,Male,UC Berkeley,A Comparative Framework for Preconditioned Lasso Algorithms.
193,193,Kewei Tu,Male,UCLA,Song-Chun Zhu,Male,UCLA,Unsupervised Structure Learning of Stochastic And-Or Grammars.
