,year,first-author,last-author,journal/conference,title,number-of-authors,paper-url,DBLP-url
42,2020,Srikesh Arunajadai,Tom Haskell,MLHC,Addressing Sample Size Challenges in Linked Data Through Data Fusion.,3,http://proceedings.mlr.press/v126/arunajadai20a.html,https://dblp.org/rec/conf/mlhc/ArunajadaiLH20
43,2020,Hari Bandi,Dimitris Bertsimas,MLHC,Optimizing Influenza Vaccine Composition - From Predictions to Prescriptions.,2,http://proceedings.mlr.press/v126/bandi20a.html,https://dblp.org/rec/conf/mlhc/BandiB20
44,2020,Oswald Barral,Thalia Shoshana Field,MLHC,Non-Invasive Classification of Alzheimer's Disease Using Eye Tracking and Language.,8,http://proceedings.mlr.press/v126/barral20a.html,https://dblp.org/rec/conf/mlhc/BarralJNSSCCF20
45,2020,Tom Beer,Uri Shalit,MLHC,Using deep networks for scientific discovery in physiological signals.,5,http://proceedings.mlr.press/v126/beer20a.html,https://dblp.org/rec/conf/mlhc/BeerEGES20
46,2020,George H. Chen,George H. Chen,MLHC,Deep Kernel Survival Analysis and Subject-Specific Survival Time Prediction Intervals.,1,http://proceedings.mlr.press/v126/chen20a.html,https://dblp.org/rec/conf/mlhc/Chen20
47,2020,Matthew Engelhard,Ricardo Henao,MLHC,Neural Conditional Event Time Models.,4,http://proceedings.mlr.press/v126/engelhard20a.html,https://dblp.org/rec/conf/mlhc/EngelhardBDH20
48,2020,Ian Fox,Jenna Wiens,MLHC,Deep Reinforcement Learning for Closed-Loop Blood Glucose Control.,4,http://proceedings.mlr.press/v126/fox20a.html,https://dblp.org/rec/conf/mlhc/FoxLPW20
49,2020,Lovedeep Gondara,Ke Wang 0001,MLHC,Differentially Private Survival Function Estimation.,2,http://proceedings.mlr.press/v126/gondara20a.html,https://dblp.org/rec/conf/mlhc/Gondara020
50,2020,Divya Gopinath,David A. Sontag,MLHC,"Fast, Structured Clinical Documentation via Contextual Autocomplete.",6,http://proceedings.mlr.press/v126/gopinath20a.html,https://dblp.org/rec/conf/mlhc/GopinathAMHKS20
51,2020,Hadia Hameed,Samantha Kleinberg,MLHC,Comparing Machine Learning Techniques for Blood Glucose Forecasting Using Free-living and Patient Generated Data.,2,http://proceedings.mlr.press/v126/hameed20a.html,https://dblp.org/rec/conf/mlhc/HameedK20
52,2020,Stefan Hegselmann,Christian Ertmer,MLHC,An Evaluation of the Doctor-Interpretability of Generalized Additive Models with Interactions.,6,http://proceedings.mlr.press/v126/hegselmann20a.html,https://dblp.org/rec/conf/mlhc/HegselmannVOGDE20
53,2020,Szu-Yeu Hu,Anthony E. Samir,MLHC,Self-Supervised Pretraining with DICOM metadata in Ultrasound Imaging.,9,http://proceedings.mlr.press/v126/hu20a.html,https://dblp.org/rec/conf/mlhc/HuWWWWOLKS20
54,2020,Dmitry Yu. Isaev,David Carlson,MLHC,Attention-Based Network for Weak Labels in Neonatal Seizure Detection.,8,http://proceedings.mlr.press/v126/isaev20a.html,https://dblp.org/rec/conf/mlhc/IsaevTCTMBSC20
55,2020,Sarah Jabbour,Jenna Wiens,MLHC,Deep Learning Applied to Chest X-Rays - Exploiting and Preventing Shortcuts.,5,http://proceedings.mlr.press/v126/jabbour20a.html,https://dblp.org/rec/conf/mlhc/JabbourFKSW20
56,2020,Aakash Kaku,Carlos Fernandez-Granda,MLHC,Towards data-driven stroke rehabilitation via wearable sensors and deep learning.,6,http://proceedings.mlr.press/v126/kaku20a.html,https://dblp.org/rec/conf/mlhc/KakuPVPSF20
57,2020,Mijung Kim,Wesley De Neve,MLHC,MRI-based Diagnosis of Rotator Cuff Tears using Deep Learning and Weighted Linear Combinations.,6,http://proceedings.mlr.press/v126/kim20a.html,https://dblp.org/rec/conf/mlhc/KimPKKHN20
58,2020,Justin R. Lovelace,Bobak J. Mortazavi,MLHC,Dynamically Extracting Outcome-Specific Problem Lists from Clinical Notes with Guided Multi-Headed Attention.,4,http://proceedings.mlr.press/v126/lovelace20a.html,https://dblp.org/rec/conf/mlhc/LovelaceHHM20
59,2020,Diyuan Lu,Jochen Triesch,MLHC,Towards Early Diagnosis of Epilepsy from EEG Data.,6,http://proceedings.mlr.press/v126/lu20a.html,https://dblp.org/rec/conf/mlhc/LuBNCRT20
60,2020,Matthew B. A. McDermott,Peter Szolovits,MLHC,"CheXpert++ - Approximating the CheXpert Labeler for Speed, Differentiability, and Probabilistic Output.",5,http://proceedings.mlr.press/v126/mcdermott20a.html,https://dblp.org/rec/conf/mlhc/McDermottHWGS20
61,2020,Denis Jered McInerney,Byron C. Wallace,MLHC,Query-Focused EHR Summarization to Aid Imaging Diagnosis.,6,http://proceedings.mlr.press/v126/mcinerney20a.html,https://dblp.org/rec/conf/mlhc/McInerneyDTYMW20
62,2020,Andrew C. Miller,Emily B. Fox,MLHC,Learning Insulin-Glucose Dynamics in the Wild.,3,http://proceedings.mlr.press/v126/miller20a.html,https://dblp.org/rec/conf/mlhc/MillerFF20
63,2020,Do June Min,Rada Mihalcea,MLHC,UPSTAGE - Unsupervised Context Augmentation for Utterance Classification in Patient-Provider Communication.,5,http://proceedings.mlr.press/v126/min20a.html,https://dblp.org/rec/conf/mlhc/MinPKHM20
64,2020,James Mullenbach,David A. Sontag,MLHC,Knowledge Base Completion for Constructing Problem-Oriented Medical Records.,5,http://proceedings.mlr.press/v126/mullenbach20a.html,https://dblp.org/rec/conf/mlhc/MullenbachSMDS20
65,2020,Samaneh Nasiri,Gari D. Clifford,MLHC,Attentive Adversarial Network for Large-Scale Sleep Staging.,2,http://proceedings.mlr.press/v126/nasiri20a.html,https://dblp.org/rec/conf/mlhc/NasiriC20
66,2020,Bret Nestor,Marzyeh Ghassemi,MLHC,Preparing a Clinical Support Model for Silent Mode in General Internal Medicine.,10,http://proceedings.mlr.press/v126/nestor20a.html,https://dblp.org/rec/conf/mlhc/NestorMVPMKDMGG20
67,2020,A. Demetri Pananos,Daniel J. Lizotte,MLHC,Comparisons Between Hamiltonian Monte Carlo and Maximum A Posteriori For A Bayesian Model For Apixaban Induction Dose & Dose Personalization.,2,http://proceedings.mlr.press/v126/pananos20a.html,https://dblp.org/rec/conf/mlhc/PananosL20
68,2020,Sonali Parbhoo,Finale Doshi-Velez,MLHC,Transfer Learning from Well-Curated to Less-Resourced Populations with HIV.,4,http://proceedings.mlr.press/v126/parbhoo20a.html,https://dblp.org/rec/conf/mlhc/ParbhooW0D20
69,2020,Asif Rahman,Minnan Xu-Wilson,MLHC,Phenotyping with Prior Knowledge using Patient Similarity.,4,http://proceedings.mlr.press/v126/rahman20a.html,https://dblp.org/rec/conf/mlhc/RahmanCCX20
70,2020,Shems Saleh,Tristan Naumann,MLHC,Clinical Collabsheets - 53 Questions to Guide a Clinical Collaboration.,4,http://proceedings.mlr.press/v126/saleh20a.html,https://dblp.org/rec/conf/mlhc/SalehBEN20
71,2020,Benjamin Schloss,Sandeep Konam,MLHC,Towards an Automated SOAP Note - Classifying Utterances from Medical Conversations.,2,http://proceedings.mlr.press/v126/schloss20a.html,https://dblp.org/rec/conf/mlhc/SchlossK20
72,2020,Kristen A. Severson,Soumya Ghosh,MLHC,Personalized Input-Output Hidden Markov Models for Disease Progression Modeling.,6,http://proceedings.mlr.press/v126/severson20a.html,https://dblp.org/rec/conf/mlhc/SeversonCSNHG20
73,2020,Uri Shaham,Harlan M. Krumholz,MLHC,Learning to Ask Medical Questions using Reinforcement Learning.,6,http://proceedings.mlr.press/v126/shaham20a.html,https://dblp.org/rec/conf/mlhc/ShahamZCMMK20
74,2020,Shijing Si,Lawrence Carin,MLHC,Students Need More Attention - BERT-based Attention Model for Small Data with Application to Automatic Patient Message Triage.,7,http://proceedings.mlr.press/v126/si20a.html,https://dblp.org/rec/conf/mlhc/SiWWZD0C20
75,2020,Yifeng Tao,Xinghua Lu,MLHC,Predicting Drug Sensitivity of Cancer Cell Lines via Collaborative Filtering with Contextual Attention.,5,http://proceedings.mlr.press/v126/tao20a.html,https://dblp.org/rec/conf/mlhc/TaoRDSL20
76,2020,Lida Zhang,Bobak Jack Mortazavi,MLHC,Developing Personalized Models of Blood Pressure Estimation from Wearable Sensors Data Using Minimally-trained Domain Adversarial Neural Networks.,7,http://proceedings.mlr.press/v126/zhang20a.html,https://dblp.org/rec/conf/mlhc/ZhangHISKJM20
77,2020,Dongyu Zhang,Elke A. Rundensteiner,MLHC,Time-Aware Transformer-based Network for Clinical Notes Series Prediction.,4,http://proceedings.mlr.press/v126/zhang20c.html,https://dblp.org/rec/conf/mlhc/ZhangTSR20
78,2020,Renyu Zhang,Aly A. Khan,MLHC,Evaluating and interpreting caption prediction for histopathology images.,4,http://proceedings.mlr.press/v126/zhang20b.html,https://dblp.org/rec/conf/mlhc/ZhangWGK20
79,2020,Finale Doshi-Velez,Jenna Wiens,MLHC,"Proceedings of the Machine Learning for Healthcare Conference, MLHC 2020, 7-8 August 2020, Virtual Event, Durham, NC, USA.",7,http://proceedings.mlr.press/v126/,https://dblp.org/rec/conf/mlhc/2020
80,2017,Silvio Amir,Byron C. Wallace,MLHC,Quantifying Mental Health from Social Media with Neural User Embeddings.,5,http://proceedings.mlr.press/v68/amir17a.html,https://dblp.org/rec/conf/mlhc/AmirCCSW17
81,2017,Yujia Bao,Rebecca Willett,MLHC,Hawkes Process Modeling of Adverse Drug Reactions with Longitudinal Observational Data.,5,http://proceedings.mlr.press/v68/bao17a.html,https://dblp.org/rec/conf/mlhc/BaoKPPW17
82,2017,Savannah L. Bergquist,Sherri Rose,MLHC,Classifying Lung Cancer Severity with Ensemble Machine Learning in Health Care Claims Data.,5,http://proceedings.mlr.press/v68/bergquist17a.html,https://dblp.org/rec/conf/mlhc/BergquistBKLR17
83,2017,Edward Choi,Jimeng Sun,MLHC,Generating Multi-label Discrete Patient Records using Generative Adversarial Networks.,6,http://proceedings.mlr.press/v68/choi17a.html,https://dblp.org/rec/conf/mlhc/ChoiBMDSS17
84,2017,Bryan Conroy,Asif Rahman,MLHC,Patient Similarity Using Population Statistics and Multiple Kernel Learning.,3,http://proceedings.mlr.press/v68/conroy17a.html,https://dblp.org/rec/conf/mlhc/ConroyXR17
85,2017,Amirreza Farnoosh,Mehrdad Nourani,MLHC,Spatially-Continuous Plantar Pressure Reconstruction Using Compressive Sensing.,3,http://proceedings.mlr.press/v68/farnoosh17a.html,https://dblp.org/rec/conf/mlhc/FarnooshON17
86,2017,Samuele Fiorini,Giampaolo Brichetto,MLHC,Temporal prediction of multiple sclerosis evolution from patient-centered outcomes.,5,http://proceedings.mlr.press/v68/fiorini17a.html,https://dblp.org/rec/conf/mlhc/FioriniVBTB17
87,2017,Madalina Fiterau,Scott L. Delp,MLHC,ShortFuse - Biomedical Time Series Representations in the Presence of Structured Information.,8,http://proceedings.mlr.press/v68/fiterau17a.html,https://dblp.org/rec/conf/mlhc/FiterauBFBHHRD17
88,2017,Jose Castela Forte,Anne H. Epema,MLHC,Predicting long-term mortality with first week post-operative data after Coronary Artery Bypass Grafting using Machine Learning models.,5,http://proceedings.mlr.press/v68/forte17a.html,https://dblp.org/rec/conf/mlhc/ForteWBGE17
89,2017,Joseph Futoma 0001,Cara O'Brien,MLHC,An Improved Multi-Output Gaussian Process RNN with Real-Time Validation for Early Sepsis Detection.,8,http://proceedings.mlr.press/v68/futoma17a.html,https://dblp.org/rec/conf/mlhc/FutomaHHSBCBO17
90,2017,Albert Haque,Li Fei-Fei 0001,MLHC,Towards Vision-Based Smart Hospitals - A System for Tracking and Monitoring Hand Hygiene Compliance.,13,http://proceedings.mlr.press/v68/haque17a.html,https://dblp.org/rec/conf/mlhc/HaqueGAYLRJDBSP17
91,2017,Kazi T. Islam,Randall C. Wetzel,MLHC,Marked Point Process for Severity of Illness Assessment.,4,http://proceedings.mlr.press/v68/islam17a.html,https://dblp.org/rec/conf/mlhc/IslamSCW17
92,2017,Maria Jahja,Daniel J. Lizotte,MLHC,Visualizing Clinical Significance with Prediction and Tolerance Regions.,2,http://proceedings.mlr.press/v68/jahja17a.html,https://dblp.org/rec/conf/mlhc/JahjaL17
93,2017,Ronnachai Jaroensri,John V. Guttag,MLHC,A Video-Based Method for Automatically Rating Ataxia.,7,http://proceedings.mlr.press/v68/jaroensri17a.html,https://dblp.org/rec/conf/mlhc/JaroensriZBLSDG17
94,2017,Alistair E. W. Johnson,Roger G. Mark,MLHC,Reproducibility in critical care - a mortality prediction case study.,3,http://proceedings.mlr.press/v68/johnson17a.html,https://dblp.org/rec/conf/mlhc/JohnsonPM17
95,2017,Hei Law,Jia Deng 0001,MLHC,Surgeon Technical Skill Assessment using Computer Vision based Analysis.,3,http://proceedings.mlr.press/v68/law17a.html,https://dblp.org/rec/conf/mlhc/LawGD17
96,2017,Yuan Ling,Oladimeji Farri,MLHC,Diagnostic Inferencing via Improving Clinical Concept Extraction with Deep Reinforcement Learning - A Preliminary Study.,7,http://proceedings.mlr.press/v68/ling17a.html,https://dblp.org/rec/conf/mlhc/LingHDQLLF17
97,2017,Elizabeth C. Lorenzi,Katherine A. Heller,MLHC,Predictive Hierarchical Clustering - Learning clusters of CPT codes for improving surgical outcomes.,4,http://proceedings.mlr.press/v68/lorenzi17a.html,https://dblp.org/rec/conf/mlhc/LorenziBSH17
98,2017,Nathan H. Ng,Zachary C. Lipton,MLHC,Predicting Surgery Duration with Neural Heteroscedastic Regression.,5,http://proceedings.mlr.press/v68/ng17a.html,https://dblp.org/rec/conf/mlhc/NgGMEL17
99,2017,Arya A. Pourzanjani,Linda R. Petzold,MLHC,Understanding Coagulopathy using Multi-view Data in the Presence of Sub-Cohorts - A Hierarchical Subspace Approach.,5,http://proceedings.mlr.press/v68/pourzanjani17a.html,https://dblp.org/rec/conf/mlhc/PourzanjaniWJCP17
100,2017,Aniruddh Raghu,Marzyeh Ghassemi,MLHC,Continuous State-Space Models for Optimal Sepsis Treatment - a Deep Reinforcement Learning Approach.,5,http://proceedings.mlr.press/v68/raghu17a.html,https://dblp.org/rec/conf/mlhc/RaghuKCSG17
101,2017,Matteo Ruffini,Esther Limon,MLHC,Clustering Patients with Tensor Decomposition.,3,http://proceedings.mlr.press/v68/ruffini17a.html,https://dblp.org/rec/conf/mlhc/RuffiniGL17
102,2017,Harini Suresh,Marzyeh Ghassemi,MLHC,Clinical Intervention Prediction and Understanding with Deep Neural Networks.,6,http://proceedings.mlr.press/v68/suresh17a.html,https://dblp.org/rec/conf/mlhc/SureshHJCSG17
103,2017,Zihan Wang,Orion J. Buske,MLHC,Towards a Directory of Rare Disease Specialists - Identifying Experts from Publication History.,3,http://proceedings.mlr.press/v68/wang17a.html,https://dblp.org/rec/conf/mlhc/WangBB17
104,2017,Jeremy C. Weiss,Jeremy C. Weiss,MLHC,Piecewise-constant parametric approximations for survival learning.,1,http://proceedings.mlr.press/v68/weiss17a.html,https://dblp.org/rec/conf/mlhc/Weiss17
105,2017,Yinchong Yang,Volker Tresp,MLHC,Modeling Progression Free Survival in Breast Cancer with Tensorized Recurrent Neural Networks and Accelerated Failure Time Models.,3,http://proceedings.mlr.press/v68/yang17a.html,https://dblp.org/rec/conf/mlhc/YangFT17
106,2017,Finale Doshi-Velez,Jenna Wiens,MLHC,"Proceedings of the Machine Learning for Health Care Conference, MLHC 2017, Boston, Massachusetts, USA, 18-19 August 2017",6,http://proceedings.mlr.press/v68/,https://dblp.org/rec/conf/mlhc/2017
107,2018,Alexis Bellot,Mihaela van der Schaar,MLHC,Boosted Trees for Risk Prognosis.,2,http://proceedings.mlr.press/v85/bellot18a.html,https://dblp.org/rec/conf/mlhc/BellotS18
108,2018,Willie Boag,Marzyeh Ghassemi,MLHC,Racial Disparities and Mistrust in End-of-Life Care.,5,http://proceedings.mlr.press/v85/boag18a.html,https://dblp.org/rec/conf/mlhc/BoagSCSG18
109,2018,Scott Buffett,Di Jiang,MLHC,Pattern-Based Behavioural Analysis on Neurosurgical Simulation Data.,3,http://proceedings.mlr.press/v85/buffett18a.html,https://dblp.org/rec/conf/mlhc/BuffettPJ18
110,2018,Vanessa D'Amario,Lino Nobili,MLHC,Multi-task multiple kernel learning reveals relevant frequency bands for critical areas localization in focal epilepsy.,6,http://proceedings.mlr.press/v85/d-amario18a.html,https://dblp.org/rec/conf/mlhc/DAmarioTTABN18
111,2018,Audrey Durand,Joelle Pineau,MLHC,Contextual Bandits for Adapting Treatment in a Mouse Model of de Novo Carcinogenesis.,6,http://proceedings.mlr.press/v85/durand18a.html,https://dblp.org/rec/conf/mlhc/DurandAISMP18
112,2018,Matthew Engelhard,F. Joseph McClernon,MLHC,Predicting Smoking Events with a Time-Varying Semi-Parametric Hawkes Process Model.,6,http://proceedings.mlr.press/v85/engelhard18a.html,https://dblp.org/rec/conf/mlhc/EngelhardXCOHM18
113,2018,Jacob Fauber,Christian R. Shelton,MLHC,"Modeling ""Presentness"" of Electronic Health Record Data to Improve Patient State Estimation.",2,http://proceedings.mlr.press/v85/fauber18a.html,https://dblp.org/rec/conf/mlhc/FauberS18
114,2018,Jen J. Gong,John V. Guttag,MLHC,Learning to Summarize Electronic Health Records Using Cross-Modality Correspondences.,2,http://proceedings.mlr.press/v85/gong18a.html,https://dblp.org/rec/conf/mlhc/GongG18
115,2018,Sebastian D. Goodfellow,Danny Eytan,MLHC,Towards Understanding ECG Rhythm Classification Using Convolutional Neural Networks and Attention Mappings.,6,http://proceedings.mlr.press/v85/goodfellow18a.html,https://dblp.org/rec/conf/mlhc/GoodfellowGGLME18
116,2018,Stefan Hegselmann,Martin Dugas,MLHC,Reproducible Survival Prediction with SEER Cancer Data.,4,http://proceedings.mlr.press/v85/hegselmann18a.html,https://dblp.org/rec/conf/mlhc/HegselmannGVD18
