,year,first-author,last-author,journal/conference,title,number-of-authors,paper-url,DBLP-url
39,2017,Maria-Florina Balcan,Hongyang Zhang 0001,ICML,Differentially Private Clustering in High-Dimensional Euclidean Spaces.,5,http://proceedings.mlr.press/v70/balcan17a.html,https://dblp.org/rec/conf/icml/BalcanDLMZ17
40,2017,David Balduzzi,David Balduzzi,ICML,Strongly-Typed Agents are Guaranteed to Interact Safely.,1,http://proceedings.mlr.press/v70/balduzzi17a.html,https://dblp.org/rec/conf/icml/Balduzzi17
41,2017,David Balduzzi,Brian McWilliams,ICML,"The Shattered Gradients Problem - If resnets are the answer, then what is the question?",6,http://proceedings.mlr.press/v70/balduzzi17b.html,https://dblp.org/rec/conf/icml/BalduzziFLLMM17
42,2017,David Balduzzi,Tony Butler-Yeoman,ICML,Neural Taylor Approximations - Convergence and Exploration in Rectifier Networks.,3,http://proceedings.mlr.press/v70/balduzzi17c.html,https://dblp.org/rec/conf/icml/BalduzziMB17
43,2017,Borja Balle,Odalric-Ambrym Maillard,ICML,Spectral Learning from a Single Trajectory under Finite-State Policies.,2,http://proceedings.mlr.press/v70/balle17a.html,https://dblp.org/rec/conf/icml/BalleM17
44,2017,Matej Balog,Adrian Weller,ICML,Lost Relatives of the Gumbel Trick.,4,http://proceedings.mlr.press/v70/balog17a.html,https://dblp.org/rec/conf/icml/BalogTGW17
45,2017,Robert Bamler,Stephan Mandt,ICML,Dynamic Word Embeddings.,2,http://proceedings.mlr.press/v70/bamler17a.html,https://dblp.org/rec/conf/icml/BamlerM17
46,2017,Nir Baram,Shie Mannor,ICML,End-to-End Differentiable Adversarial Imitation Learning.,4,http://proceedings.mlr.press/v70/baram17a.html,https://dblp.org/rec/conf/icml/BaramACM17
47,2017,Andreas Bärmann,Oskar Schneider,ICML,Emulating the Expert - Inverse Optimization through Online Learning.,3,http://proceedings.mlr.press/v70/barmann17a.html,https://dblp.org/rec/conf/icml/BarmannPS17
48,2017,Christopher Beckham,Christopher J. Pal,ICML,Unimodal Probability Distributions for Deep Ordinal Classification.,2,http://proceedings.mlr.press/v70/beckham17a.html,https://dblp.org/rec/conf/icml/BeckhamP17
49,2017,Jean-Michel Begon,Pierre Geurts,ICML,Globally Induced Forest - A Prepruning Compression Scheme.,3,http://proceedings.mlr.press/v70/begon17a.html,https://dblp.org/rec/conf/icml/BegonJG17
50,2017,David Belanger,Andrew McCallum,ICML,End-to-End Learning for Structured Prediction Energy Networks.,3,http://proceedings.mlr.press/v70/belanger17a.html,https://dblp.org/rec/conf/icml/BelangerYM17
51,2017,Eugene Belilovsky,Matthew B. Blaschko,ICML,Learning to Discover Sparse Graphical Models.,4,http://proceedings.mlr.press/v70/belilovsky17a.html,https://dblp.org/rec/conf/icml/BelilovskyKVB17
52,2017,Marc G. Bellemare,Rémi Munos,ICML,A Distributional Perspective on Reinforcement Learning.,3,http://proceedings.mlr.press/v70/bellemare17a.html,https://dblp.org/rec/conf/icml/BellemareDM17
53,2017,Irwan Bello,Quoc V. Le,ICML,Neural Optimizer Search with Reinforcement Learning.,4,http://proceedings.mlr.press/v70/bello17a.html,https://dblp.org/rec/conf/icml/BelloZVL17
54,2017,Urs Bergmann,Roland Vollgraf,ICML,Learning Texture Manifolds with the Periodic Spatial GAN.,3,http://proceedings.mlr.press/v70/bergmann17a.html,https://dblp.org/rec/conf/icml/BergmannJV17
55,2017,Garrett Bernstein,Gerome Miklau,ICML,Differentially Private Learning of Undirected Graphical Models Using Collective Graphical Models.,6,http://proceedings.mlr.press/v70/bernstein17a.html,https://dblp.org/rec/conf/icml/BernsteinMSSHM17
56,2017,Alina Beygelzimer,Chicheng Zhang,ICML,Efficient Online Bandit Multiclass Learning with Õ(√T) Regret.,3,http://proceedings.mlr.press/v70/beygelzimer17a.html,https://dblp.org/rec/conf/icml/BeygelzimerOZ17
57,2017,Andrew An Bian,Sebastian Tschiatschek,ICML,Guarantees for Greedy Maximization of Non-submodular Functions with Applications.,4,http://proceedings.mlr.press/v70/bian17a.html,https://dblp.org/rec/conf/icml/BianB0T17
58,2017,Ilija Bogunovic,Volkan Cevher,ICML,Robust Submodular Maximization - A Non-Uniform Partitioning Approach.,4,http://proceedings.mlr.press/v70/bogunovic17a.html,https://dblp.org/rec/conf/icml/BogunovicMSC17
59,2017,Piotr Bojanowski,Armand Joulin,ICML,Unsupervised Learning by Predicting Noise.,2,http://proceedings.mlr.press/v70/bojanowski17a.html,https://dblp.org/rec/conf/icml/BojanowskiJ17
60,2017,Tolga Bolukbasi,Venkatesh Saligrama,ICML,Adaptive Neural Networks for Efficient Inference.,4,http://proceedings.mlr.press/v70/bolukbasi17a.html,https://dblp.org/rec/conf/icml/BolukbasiWDS17
61,2017,Ashish Bora,Alexandros G. Dimakis,ICML,Compressed Sensing using Generative Models.,4,http://proceedings.mlr.press/v70/bora17a.html,https://dblp.org/rec/conf/icml/BoraJPD17
62,2017,Matko Bosnjak,Sebastian Riedel 0001,ICML,Programming with a Differentiable Forth Interpreter.,4,http://proceedings.mlr.press/v70/bosnjak17a.html,https://dblp.org/rec/conf/icml/BosnjakRNR17
63,2017,Aleksandar Botev,David Barber,ICML,Practical Gauss-Newton Optimisation for Deep Learning.,3,http://proceedings.mlr.press/v70/botev17a.html,https://dblp.org/rec/conf/icml/BotevRB17
64,2017,Gábor Braun,Daniel Zink,ICML,Lazifying Conditional Gradient Algorithms.,3,http://proceedings.mlr.press/v70/braun17a.html,https://dblp.org/rec/conf/icml/BraunPZ17
65,2017,Vladimir Braverman,Lin F. Yang,ICML,Clustering High Dimensional Dynamic Data Streams.,5,http://proceedings.mlr.press/v70/braverman17a.html,https://dblp.org/rec/conf/icml/BravermanFLSY17
66,2017,François-Xavier Briol,Mark A. Girolami,ICML,On the Sampling Problem for Kernel Quadrature.,5,http://proceedings.mlr.press/v70/briol17a.html,https://dblp.org/rec/conf/icml/BriolOCCG17
67,2017,Noam Brown,Tuomas Sandholm,ICML,Reduced Space and Faster Convergence in Imperfect-Information Games via Pruning.,2,http://proceedings.mlr.press/v70/brown17a.html,https://dblp.org/rec/conf/icml/BrownS17
68,2017,Alon Brutzkus,Amir Globerson,ICML,Globally Optimal Gradient Descent for a ConvNet with Gaussian Inputs.,2,http://proceedings.mlr.press/v70/brutzkus17a.html,https://dblp.org/rec/conf/icml/BrutzkusG17
69,2017,David M. Budden,Nir Shavit,ICML,Deep Tensor Convolution on Multicores.,5,http://proceedings.mlr.press/v70/budden17a.html,https://dblp.org/rec/conf/icml/BuddenMSCS17
70,2017,Róbert Busa-Fekete,Shie Mannor,ICML,Multi-objective Bandits - Optimizing the Generalized Gini Index.,4,http://proceedings.mlr.press/v70/busa-fekete17a.html,https://dblp.org/rec/conf/icml/Busa-FeketeSWM17
71,2017,Bryan Cai,Gautam Kamath 0001,ICML,Priv'IT - Private and Sample Efficient Identity Testing.,3,http://proceedings.mlr.press/v70/cai17a.html,https://dblp.org/rec/conf/icml/CaiDK17
72,2017,Daniele Calandriello,Michal Valko,ICML,Second-Order Kernel Online Convex Optimization with Adaptive Sketching.,3,http://proceedings.mlr.press/v70/calandriello17a.html,https://dblp.org/rec/conf/icml/CalandrielloLV17
73,2017,Yair Carmon,Aaron Sidford,ICML,"""Convex Until Proven Guilty"" - Dimension-Free Acceleration of Gradient Descent on Non-Convex Functions.",4,http://proceedings.mlr.press/v70/carmon17a.html,https://dblp.org/rec/conf/icml/CarmonDHS17
74,2017,Mathieu Carrière,Steve Oudot,ICML,Sliced Wasserstein Kernel for Persistence Diagrams.,3,http://proceedings.mlr.press/v70/carriere17a.html,https://dblp.org/rec/conf/icml/CarriereCO17
75,2017,Yale Chang,Jennifer G. Dy,ICML,Multiple Clustering Views from Multiple Uncertain Experts.,6,http://proceedings.mlr.press/v70/chang17a.html,https://dblp.org/rec/conf/icml/ChangCCCSD17
76,2017,Aditya Chaudhry,Quanquan Gu,ICML,Uncertainty Assessment and False Discovery Rate Control in High-Dimensional Granger Causal Inference.,3,http://proceedings.mlr.press/v70/chaudhry17a.html,https://dblp.org/rec/conf/icml/ChaudhryXG17
77,2017,Kamalika Chaudhuri,Nagarajan Natarajan,ICML,Active Heteroscedastic Regression.,3,http://proceedings.mlr.press/v70/chaudhuri17a.html,https://dblp.org/rec/conf/icml/Chaudhuri0N17
78,2017,Yevgen Chebotar,Sergey Levine,ICML,Combining Model-Based and Model-Free Updates for Trajectory-Centric Reinforcement Learning.,6,http://proceedings.mlr.press/v70/chebotar17a.html,https://dblp.org/rec/conf/icml/ChebotarHZSSL17
79,2017,Sheng Chen,Arindam Banerjee 0001,ICML,Robust Structured Estimation with Single-Index Models.,2,http://proceedings.mlr.press/v70/chen17a.html,https://dblp.org/rec/conf/icml/ChenB17
80,2017,Jiecao Chen,Yuan Zhou 0007,ICML,Adaptive Multiple-Arm Identification.,4,http://proceedings.mlr.press/v70/chen17b.html,https://dblp.org/rec/conf/icml/ChenC0Z17
81,2017,Bangrui Chen,Peter I. Frazier,ICML,Dueling Bandits with Weak Regret.,2,http://proceedings.mlr.press/v70/chen17c.html,https://dblp.org/rec/conf/icml/ChenF17
82,2017,Yichen Chen,Hao Yin,ICML,Strong NP-Hardness for Sparse Optimization with Concave Penalty Functions.,6,http://proceedings.mlr.press/v70/chen17d.html,https://dblp.org/rec/conf/icml/ChenGWWYY17
83,2017,Yutian Chen,Nando de Freitas,ICML,Learning to Learn without Gradient Descent by Gradient Descent.,7,http://proceedings.mlr.press/v70/chen17e.html,https://dblp.org/rec/conf/icml/ChenHCDLBF17
84,2017,Bryant Chen,Elias Bareinboim,ICML,Identification and Model Testing in Linear Structural Equation Models using Auxiliary Variables.,3,http://proceedings.mlr.press/v70/chen17f.html,https://dblp.org/rec/conf/icml/ChenKB17
85,2017,Xixian Chen,Irwin King,ICML,Toward Efficient and Accurate Covariance Matrix Estimation on Compressed Data.,3,http://proceedings.mlr.press/v70/chen17g.html,https://dblp.org/rec/conf/icml/ChenLK17
86,2017,Zhehui Chen,Tuo Zhao,ICML,Online Partial Least Square Optimization - Dropping Convexity for Better Efficiency and Scalability.,4,http://proceedings.mlr.press/v70/chen17h.html,https://dblp.org/rec/conf/icml/ChenYLZ17
87,2017,Guangyong Chen,Pheng-Ann Heng,ICML,Learning to Aggregate Ordinal Labels by Maximizing Separating Width.,5,http://proceedings.mlr.press/v70/chen17i.html,https://dblp.org/rec/conf/icml/ChenZLHH17
88,2017,Yeshwanth Cherapanamjeri,Prateek Jain 0002,ICML,Nearly Optimal Robust Matrix Completion.,3,http://proceedings.mlr.press/v70/cherapanamjeri17a.html,https://dblp.org/rec/conf/icml/CherapanamjeriG17
89,2017,Flavio Chierichetti,David P. Woodruff,ICML,Algorithms for $\ell_p$ Low-Rank Approximation.,6,http://proceedings.mlr.press/v70/chierichetti17a.html,https://dblp.org/rec/conf/icml/ChierichettiG0L17
90,2017,Minsik Cho,Daniel Brand,ICML,MEC - Memory-efficient Convolution for Deep Neural Network.,2,http://proceedings.mlr.press/v70/cho17a.html,https://dblp.org/rec/conf/icml/ChoB17
91,2017,Arthur Choi,Adnan Darwiche,ICML,On Relaxing Determinism in Arithmetic Circuits.,2,http://proceedings.mlr.press/v70/choi17a.html,https://dblp.org/rec/conf/icml/ChoiD17
92,2017,Po-Wei Chou,Sebastian A. Scherer,ICML,Improving Stochastic Policy Gradients in Continuous Control with Deep Reinforcement Learning using the Beta Distribution.,3,http://proceedings.mlr.press/v70/chou17a.html,https://dblp.org/rec/conf/icml/ChouMS17
93,2017,Sayak Ray Chowdhury,Aditya Gopalan,ICML,On Kernelized Multi-armed Bandits.,2,http://proceedings.mlr.press/v70/chowdhury17a.html,https://dblp.org/rec/conf/icml/ChowdhuryG17
94,2017,Moustapha Cissé,Nicolas Usunier,ICML,Parseval Networks - Improving Robustness to Adversarial Examples.,5,http://proceedings.mlr.press/v70/cisse17a.html,https://dblp.org/rec/conf/icml/CisseBGDU17
95,2017,Yulai Cong,Mingyuan Zhou,ICML,Deep Latent Dirichlet Allocation with Topic-Layer-Adaptive Stochastic Gradient Riemannian MCMC.,4,http://proceedings.mlr.press/v70/cong17a.html,https://dblp.org/rec/conf/icml/CongCLZ17
96,2017,Corinna Cortes,Scott Yang,ICML,AdaNet - Adaptive Structural Learning of Artificial Neural Networks.,5,http://proceedings.mlr.press/v70/cortes17a.html,https://dblp.org/rec/conf/icml/CortesGKMY17
97,2017,Kurt Cutajar,Maurizio Filippone,ICML,Random Feature Expansions for Deep Gaussian Processes.,4,http://proceedings.mlr.press/v70/cutajar17a.html,https://dblp.org/rec/conf/icml/CutajarBMF17
98,2017,Marco Cuturi,Mathieu Blondel,ICML,Soft-DTW - a Differentiable Loss Function for Time-Series.,2,http://proceedings.mlr.press/v70/cuturi17a.html,https://dblp.org/rec/conf/icml/CuturiB17
99,2017,Wojciech Marian Czarnecki,Koray Kavukcuoglu,ICML,Understanding Synthetic Gradients and Decoupled Neural Interfaces.,6,http://proceedings.mlr.press/v70/czarnecki17a.html,https://dblp.org/rec/conf/icml/CzarneckiSJOVK17
100,2017,Bo Dai,Le Song,ICML,Stochastic Generative Hashing.,5,http://proceedings.mlr.press/v70/dai17a.html,https://dblp.org/rec/conf/icml/DaiGKHS17
101,2017,Hal Daumé III,Paul Mineiro,ICML,Logarithmic Time One-Against-Some.,4,http://proceedings.mlr.press/v70/daume17a.html,https://dblp.org/rec/conf/icml/DaumeKLM17
102,2017,Yann N. Dauphin,David Grangier,ICML,Language Modeling with Gated Convolutional Networks.,4,http://proceedings.mlr.press/v70/dauphin17a.html,https://dblp.org/rec/conf/icml/DauphinFAG17
103,2017,Colin R. Dawson,Clayton T. Morrison,ICML,An Infinite Hidden Markov Model With Similarity-Biased Transitions.,3,http://proceedings.mlr.press/v70/dawson17a.html,https://dblp.org/rec/conf/icml/DawsonHM17
104,2017,Erik A. Daxberger,Bryan Kian Hsiang Low,ICML,Distributed Batch Gaussian Process Optimization.,2,http://proceedings.mlr.press/v70/daxberger17a.html,https://dblp.org/rec/conf/icml/DaxbergerL17
105,2017,Krzysztof Dembczynski,Nagarajan Natarajan,ICML,Consistency Analysis for Binary Classification Revisited.,4,http://proceedings.mlr.press/v70/dembczynski17a.html,https://dblp.org/rec/conf/icml/DembczynskiKKN17
106,2017,Walter H. Dempsey,James M. Rehg,ICML,"iSurvive - An Interpretable, Event-time Prediction Model for mHealth.",7,http://proceedings.mlr.press/v70/dempsey17a.html,https://dblp.org/rec/conf/icml/DempseyMSDGMR17
107,2017,Yuntian Deng,Alexander M. Rush,ICML,Image-to-Markup Generation with Coarse-to-Fine Attention.,4,http://proceedings.mlr.press/v70/deng17a.html,https://dblp.org/rec/conf/icml/DengKLR17
108,2017,Jacob Devlin,Pushmeet Kohli,ICML,RobustFill - Neural Program Learning under Noisy I/O.,6,http://proceedings.mlr.press/v70/devlin17a.html,https://dblp.org/rec/conf/icml/DevlinUBSMK17
109,2017,Ilias Diakonikolas,Alistair Stewart,ICML,Being Robust (in High Dimensions) Can Be Practical.,6,http://proceedings.mlr.press/v70/diakonikolas17a.html,https://dblp.org/rec/conf/icml/DiakonikolasKK017
110,2017,Vu Dinh,Frederick A. Matsen IV,ICML,Probabilistic Path Hamiltonian Monte Carlo.,4,http://proceedings.mlr.press/v70/dinh17a.html,https://dblp.org/rec/conf/icml/DinhBZM17
111,2017,Laurent Dinh,Yoshua Bengio,ICML,Sharp Minima Can Generalize For Deep Nets.,4,http://proceedings.mlr.press/v70/dinh17b.html,https://dblp.org/rec/conf/icml/DinhPBB17
112,2017,Justin Domke,Justin Domke,ICML,A Divergence Bound for Hybrids of MCMC and Variational Inference and an Application to Langevin Dynamics and SGVI.,1,http://proceedings.mlr.press/v70/domke17a.html,https://dblp.org/rec/conf/icml/Domke17
113,2017,Chris Donahue,Julian J. McAuley,ICML,Dance Dance Convolution.,3,http://proceedings.mlr.press/v70/donahue17a.html,https://dblp.org/rec/conf/icml/DonahueLM17
114,2017,Simon S. Du,Dengyong Zhou,ICML,Stochastic Variance Reduction Methods for Policy Evaluation.,5,http://proceedings.mlr.press/v70/du17a.html,https://dblp.org/rec/conf/icml/DuCLXZ17
115,2017,Jonathan Eckstein,Ai Kagawa,ICML,Rule-Enhanced Penalized Regression by Column Generation using Rectangular Maximum Agreement.,3,http://proceedings.mlr.press/v70/eckstein17a.html,https://dblp.org/rec/conf/icml/EcksteinGK17
116,2017,Jesse H. Engel,Karen Simonyan,ICML,Neural Audio Synthesis of Musical Notes with WaveNet Autoencoders.,7,http://proceedings.mlr.press/v70/engel17a.html,https://dblp.org/rec/conf/icml/EngelRRDNES17
117,2017,Mohsen Ahmadi Fahandar,Inés Couso,ICML,Statistical Inference for Incomplete Ranking Data - The Case of Rank-Dependent Coarsening.,3,http://proceedings.mlr.press/v70/fahandar17a.html,https://dblp.org/rec/conf/icml/FahandarHC17
118,2017,Moein Falahatgar,Ananda Theertha Suresh,ICML,Maximum Selection and Ranking under Noisy Comparisons.,4,http://proceedings.mlr.press/v70/falahatgar17a.html,https://dblp.org/rec/conf/icml/FalahatgarOPS17
119,2017,Mehrdad Farajtabar,Hongyuan Zha,ICML,Fake News Mitigation via Point Process Based Intervention.,9,http://proceedings.mlr.press/v70/farajtabar17a.html,https://dblp.org/rec/conf/icml/FarajtabarYYXTK17
120,2017,Gabriele Farina,Tuomas Sandholm,ICML,Regret Minimization in Behaviorally-Constrained Zero-Sum Games.,3,http://proceedings.mlr.press/v70/farina17a.html,https://dblp.org/rec/conf/icml/FarinaKS17
121,2017,Dan Feldman,Daniela Rus,ICML,Coresets for Vector Summarization with Applications to Network Graphs.,3,http://proceedings.mlr.press/v70/feldman17a.html,https://dblp.org/rec/conf/icml/FeldmanOR17
122,2017,Chelsea Finn,Sergey Levine,ICML,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks.,3,http://proceedings.mlr.press/v70/finn17a.html,https://dblp.org/rec/conf/icml/FinnAL17
123,2017,Jakob N. Foerster,David Sussillo,ICML,Input Switched Affine Networks - An RNN Architecture Designed for Interpretability.,5,http://proceedings.mlr.press/v70/foerster17a.html,https://dblp.org/rec/conf/icml/FoersterGSCS17
124,2017,Jakob N. Foerster,Shimon Whiteson,ICML,Stabilising Experience Replay for Deep Multi-Agent Reinforcement Learning.,7,http://proceedings.mlr.press/v70/foerster17b.html,https://dblp.org/rec/conf/icml/FoersterNFATKW17
125,2017,Andrew Forney,Elias Bareinboim,ICML,Counterfactual Data-Fusion for Online Reinforcement Learners.,3,http://proceedings.mlr.press/v70/forney17a.html,https://dblp.org/rec/conf/icml/ForneyPB17
126,2017,Luca Franceschi,Massimiliano Pontil,ICML,Forward and Reverse Gradient-Based Hyperparameter Optimization.,4,http://proceedings.mlr.press/v70/franceschi17a.html,https://dblp.org/rec/conf/icml/FranceschiDFP17
127,2017,Joseph Futoma 0001,Katherine A. Heller,ICML,Learning to Detect Sepsis with a Multitask Gaussian Process RNN Classifier.,3,http://proceedings.mlr.press/v70/futoma17a.html,https://dblp.org/rec/conf/icml/FutomaHH17
128,2017,Yarin Gal,Zoubin Ghahramani,ICML,Deep Bayesian Active Learning with Image Data.,3,http://proceedings.mlr.press/v70/gal17a.html,https://dblp.org/rec/conf/icml/GalIG17
