,first-author,first-author-affiliation,last-author,last-author-affiliation,title
29,Flavio Chierichetti,Sapienza University,Andrew Tomkins,Google,Learning a Mixture of Two Multinomial Logits
30,Matthäus Kleindessner,Rutgers University,Pranjal Awasthi,Rutgers University,Crowdsourcing with Arbitrary Adversaries
31,David Inouye,Carnegie Mellon University,Pradeep Ravikumar,Carnegie Mellon University,Deep Density Destructors
32,Abhinav Verma,Rice University,Swarat Chaudhuri,Rice University,Programmatically Interpretable Reinforcement Learning
33,Krzysztof Choromanski,Google Brain Robotics,Adrian Weller,"University of Cambridge, Alan Turing Institute",Structured Evolution with Compact Architectures for Scalable Policy Optimization
34,Yunlong Jiao,University of Oxford,JP Vert,ENS Paris,The Weighted Kendall and High-order Kernels for Permutations
35,Moein Falahatgar,UC San Diego,Vaishakh Ravindrakumar,UC San Diego,"The Limits of Maxing, Ranking, and Preference Learning"
36,Wesley Tansey,Columbia University,Raul Rabadan,Columbia University Medical Center,Black Box FDR
37,Mao Ye,PURDUE UNIVERSITY,Yan Sun,Purdue University,Variable Selection via Penalized Neural Network: a Drop-Out-One Loss Approach
38,Aravindan Vijayaraghavan,Northwestern University,Pranjal Awasthi,Rutgers University,Clustering Semi-Random Mixtures of Gaussians
39,Charlie Dickens,Alan Turing Institute & University of Warwick,David Woodruff,Carnegie Mellon University,Leveraging Well-Conditioned Bases: Streaming and Distributed Summaries in Minkowski $p$-Norms
40,Martin Riedmiller,DeepMind,Jost Springenberg,DeepMind,Learning by Playing - Solving Sparse Reward Tasks from Scratch
41,Mario Srouji,Stanford University,Russ Salakhutdinov,Carnegie Mellen University,Structured Control Nets for Deep Reinforcement Learning
42,Yanan Sui,Stanford,Yisong Yue,Caltech,Stagewise Safe Bayesian Optimization with Gaussian Processes
43,Ricardo Baptista,Massachusetts Institute of Technology,Matthias Poloczek,University of Arizona,Bayesian Optimization of Combinatorial Structures
44,Jiaxuan You,Stanford University,Jure Leskovec,Stanford University,GraphRNN: Generating Realistic Graphs with Deep Auto-regressive Models
45,Sikun Yang,TU Darmstadt,Heinz Koeppl,TU Darmstadt,Dependent Relational Gamma Process Models for Longitudinal Networks
46,Kaushik Sinha,Wichita State University,Kaushik Sinha,Wichita State University,K-means clustering using random matrix sparsification
47,Vaggos Chatziafratis,Stanford University,Moses Charikar,Stanford University,Hierarchical Clustering with Structural Constraints
48,Cijo Jose,Idiap Research Institute,Francois Fleuret,Idiap research institute,Kronecker Recurrent Units
49,Konstantinos Kamnitsas,Imperial College London,Aditya Nori,Microsoft Research Cambridge,Semi-Supervised Learning via Compact Latent Space Clustering
50,Ben Krause,University of Edinburgh,Steve Renals,University of Edinburgh,Dynamic Evaluation of Neural Sequence Models
51,Kyriacos Shiarlis,Latent Logic LTD,Ingmar Posner,University of Oxford,TACO: Learning Task Decomposition via Temporal Alignment for Control
52,Jiaxin Shi,Tsinghua University,Jun Zhu,Tsinghua University,A Spectral Approach to Gradient Estimation for Implicit Distributions
53,Alexander Buchholz,ENSAE-CREST Paris,Stephan Mandt,UC Irvine,Quasi-Monte Carlo Variational Inference
54,Nir Rosenfeld,Harvard University,Yaron Singer,Harvard,Learning to Optimize Combinatorial Functions
55,Shipra Agarwal,Columbia,Vahab Mirrokni,Google Research,"Proportional Allocation: Simple, Distributed, and Diverse Matching with High Entropy"
56,Keyulu Xu,MIT,Stefanie Jegelka,MIT,Representation Learning on Graphs with Jumping Knowledge Networks
57,Aleksandar Bojchevski,Technical University of Munich,Stephan Günnemann,Technical University of Munich,NetGAN: Generating Graphs via Random Walks
58,Jayadev Acharya,Cornell University,Huanyu Zhang,Cornell University,INSPECTRE: Privately Estimating the Unseen
59,Or Sheffet,University of Alberta,Or Sheffet,University of Alberta,Locally Private Hypothesis Testing
60,Tuomas Haarnoja,UC Berkeley,Sergey Levine,Berkeley,Latent Space Policies for Hierarchical Reinforcement Learning
61,Mehrdad Farajtabar,Georgia Tech,Mohammad Ghavamzadeh,Facebook AI Research,More Robust Doubly Robust Off-policy Evaluation
62,Jianbo Chen,"University of California, Berkeley",Michael Jordan,UC Berkeley,Learning to Explain: An Information-Theoretic Perspective on Model Interpretation
63,Wenhan Luo,Tencent AI Lab,Yizhou Wang,Peking University,End-to-end Active Object Tracking via Reinforcement Learning
64,Rizal Fathony,University of Illinois at Chicago,Brian Ziebart,University of Illinois at Chicago,Efficient and Consistent Adversarial Bipartite Matching
65,Vlad Niculae,Cornell University,Claire Cardie,Cornell University,SparseMAP: Differentiable Sparse Structured Inference
66,Luca Franceschi,Istituto Italiano di Tecnologia - University College London,Massimiliano Pontil,University College London,Bilevel Programming for Hyperparameter Optimization and Meta-Learning
67,Ron Amit,Technion – Israel Institute of Technology,Ron Meir,Technion Israeli Institute of Technology,Meta-Learning by Adjusting Priors Based on Extended PAC-Bayes Theory
68,Robert Ganian,TU Wien,Stefan Szeider,TU Wien,Parameterized Algorithms for the Matrix Completion Problem
69,Praneeth Narayanamurthy,Iowa State University,Namrata Vaswani,Iowa State University,Nearly Optimal Robust Subspace Tracking
70,Zeyuan Allen-Zhu,Microsoft Research AI,Zeyuan Allen-Zhu,Microsoft Research AI,Katyusha X: Simple Momentum Method for Stochastic Sum-of-Nonconvex Optimization
71,Jeremy Bernstein,Caltech,Anima Anandkumar,Amazon AI & Caltech,signSGD: Compressed Optimisation for Non-Convex Problems
72,Anish Athalye,MIT CSAIL,Kevin Kwok,LabSix,Synthesizing Robust Adversarial Examples
73,Matthew Mirman,ETH Zürich,Martin Vechev,ETH Zurich,Differentiable Abstract Interpretation for Provably Robust Neural Networks
74,Jianfei Chen,Tsinghua University,Le Song,Georgia Institute of Technology,Stochastic Training of Graph Convolutional Networks with Variance Reduction
75,Thomas Kipf,University of Amsterdam,Richard Zemel,Vector Institute,Neural Relational Inference for Interacting Systems
76,Lars Mescheder,MPI Tübingen,Sebastian Nowozin,Microsoft Research,Which Training Methods for GANs do actually Converge?
77,Giambattista Parascandolo,Max Planck Institute for Intelligent Systems and ETH Zurich,Bernhard Schölkopf,"MPI for Intelligent Systems Tübingen, Germany",Learning Independent Causal Mechanisms
78,Junpei Komiyama,U-Tokyo,Hajime Shimao,Purdue University,Nonconvex Optimization for Regression with Fairness Constraints
79,Tatsunori Hashimoto,Stanford,Percy Liang,Stanford University,Fairness Without Demographics in Repeated Loss Minimization
80,Bo Zhao,Peking University,Yizhou Wang,Peking University,MSplit LBI: Realizing Feature Selection and Dense Estimation Simultaneously in Few-shot and Zero-shot Learning
81,Pengtao Xie,Carnegie Mellon University,Eric Xing,Petuum Inc. and CMU,Nonoverlap-Promoting Variable Selection
82,Zebang Shen,Zhejiang University,Hui Qian,Zhejiang University,Towards More Efficient Stochastic Decentralized Learning: Faster Convergence and Sparse Communication
83,Alvaro Sanchez-Gonzalez,DeepMind,Peter Battaglia,DeepMind,Graph Networks as Learnable Physics Engines for Inference and Control
84,Bobby Kleinberg,Cornell,Yang Yuan,Cornell University,An Alternative View: When Does SGD Escape Local Minima?
85,Xiangru Lian,University of Rochester,Ji Liu,University of Rochester,Asynchronous Decentralized Parallel Stochastic Gradient Descent
86,Andrew Lan,Princeton University,Christoph Studer,Cornell University,An Estimation and Analysis Framework for the Rasch Model
87,Seth Neel,University of Pennsylvania,Aaron Roth,University of Pennsylvania,Mitigating Bias in Adaptive Data Gathering via Differential Privacy
88,Marco Gaboardi,Univeristy at Buffalo,Ryan Rogers,Apple,Local Private Hypothesis Testing: Chi-Square Tests
89,Hyunjik Kim,"DeepMind, University of Oxford",Andriy Mnih,DeepMind,Disentangling by Factorising
90,Ronan Fruit,Inria Lille Nord-Europe,Ronald Ortner,Montanuniversitaet Leoben,Efficient Bias-Span-Constrained Exploration-Exploitation in Reinforcement Learning
91,Arthur Guez,Google DeepMind,David Silver,Google DeepMind,Learning to search with MCTSnets
92,Zhouyuan Huo,University of Pittsburgh,Heng Huang,University of Pittsburgh,Decoupled Parallel Backpropagation with Convergence Guarantee
93,Thanh Nguyen,Iowa State University,Chinmay Hegde,Iowa State University,On Learning Sparsely Used Dictionaries from Incomplete Samples
94,Amir Dezfouli,UNSW,Richard Nock,"Data61, The Australian National University and the University of Sydney",Variational Network Inference: Strong and Stable with Concrete Support
95,Lin Chen,Yale University,Amin Karbasi,Yale,Weakly Submodular Maximization Beyond Cardinality Constraints: Does Randomization Help Greedy?
96,Marko Mitrovic,Yale University,Amin Karbasi,Yale,Data Summarization at Scale: A Two-Stage Submodular Approach
97,Chao Tao,Indiana University Bloomington,Yuan Zhou,Indiana University Bloomington,Best Arm Identification in Linear Bandits with Linear Dimension Dependency
98,Sven Schmit,Stanford University,Ramesh Johari,Stanford University,Learning with Abandonment
99,Octavian-Eugen Ganea,ETH Zurich,Thomas Hofmann,ETH Zurich,Hyperbolic Entailment Cones for Learning Hierarchical Embeddings
100,Marco Fraccaro,Technical University of Denmark,Fabio Viola,DeepMind,Generative Temporal Models with Spatial Memory for Partially Observed Environments
101,Jakob Foerster,Facebook AI Research,Shimon Whiteson,University of Oxford,DiCE: The Infinitely Differentiable Monte Carlo Estimator
102,Kyle Helfrich,University of Kentucky,Qiang Ye,University of Kentucky,Orthogonal Recurrent Neural Networks with Scaled Cayley Transform
103,Stephen Tu,UC Berkeley,Benjamin Recht,Berkeley,Least-Squares Temporal Difference Learning for the Linear Quadratic Regulator
104,Yuanxiang Gao,University of Toronto,Baochun Li,University of Toronto,Spotlight: Optimizing Device Placement for Training Deep Neural Networks
105,Aravind Srinivas,UC Berkeley,Chelsea Finn,"Stanford, Google, UC Berkeley",Universal Planning Networks: Learning Generalizable Representations for Visuomotor Control
106,Maria Dimakopoulou,Stanford,Benjamin Van Roy,Stanford University,Coordinated Exploration in Concurrent Reinforcement Learning
107,Akifumi Okuno,Kyoto University / RIKEN AIP,Hidetoshi Shimodaira,Kyoto University / RIKEN AIP,A probabilistic framework for multi-view feature learning with many-to-many associations via neural networks
108,Hanjun Dai,Georgia Tech,Le Song,Georgia Institute of Technology,Learning Steady-States of Iterative Algorithms over Graphs
109,Anish Athalye,MIT CSAIL,David Wagner,UC Berkeley,Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples
110,L. Elisa Celis,Yale,Nisheeth Vishnoi,EPFL,Fair and Diverse DPP-Based Data Summarization
111,Suman Ravuri,DeepMind,Oriol Vinyals,DeepMind,Learning Implicit Generative Models with the Method of Learned Moments
112,Chenyang Tao,Duke University,Lawrence Carin,Duke,Chi-square Generative Adversarial Network
113,Teodor Vanislavov Marinov,Johns Hopkins University,Raman Arora,Johns Hopkins University,Streaming Principal Component Analysis in Noisy Setting
114,Jan-Hendrik Lange,Max Planck Institute for Informatics,Bjoern Andres,MPI for Informatics,Partial Optimality and Fast Lower Bounds for Weighted Correlation Clustering
115,Lam Nguyen,Lehigh University & IBM T.J. Watson Research Center,Martin Takac,Lehigh University,SGD and Hogwild! Convergence Without the Bounded Gradients Assumption
116,Pavel Dvurechenskii,Weierstrass Institute for Applied Analysis and Stochastics,Alexey Kroshnin,Institute for Information Transmission Problems,Computational Optimal Transport: Complexity by Accelerated Gradient Descent Is Better Than by Sinkhorn's Algorithm
117,Zachary Charles,University of Wisconsin-Madison,Dimitris Papailiopoulos,ECE at University of Wisconsin-Madison,Stability and Generalization of Learning Algorithms that Converge to Global Optima
118,Junhong Lin,EPFL,Volkan Cevher,EPFL,Optimal Rates of Sketched-regularized Algorithms for Least-Squares Regression over Hilbert Spaces
119,Noam Shazeer,Google,Mitchell Stern,UC Berkeley,Adafactor: Adaptive Learning Rates with Sublinear Memory Cost
120,Jack Rae,DeepMind,Tim Lillicrap,Google DeepMind,Fast Parametric Learning with Activation Memorization
121,Felix Draxler,Heidelberg University,Fred Hamprecht,Heidelberg Collaboratory for Image Processing,Essentially No Barriers in Neural Network Energy Landscape
122,Thomas Laurent,Loyola Marymount University,James von Brecht,CSULB,Deep Linear Networks with Arbitrary Loss: All Local Minima Are Global
123,Haitao Liu,Rolls-Royce@NTU Corp Lab,Yew Soon ONG,Nanyang Technological University,Generalized Robust Bayesian Committee Machine for Large-scale Gaussian Process Regression
124,Xiaoyue Xi,Imperial College London,Mark Girolami,Imperial College London,Bayesian Quadrature for Multiple Related Integrals
125,Haiguang Wen,Purdue University,Zhongming Liu,Purdue University,Deep Predictive Coding Network for Object Recognition
126,Tatsunori Taniai,RIKEN AIP,Takanori Maehara,RIKEN AIP,Neural Inverse Rendering for General Reflectance Photometric Stereo
127,Steve Mussmann,Stanford University,Percy Liang,Stanford University,On the Relationship between Data Efficiency and Error for Uncertainty Sampling
128,Yewen Pu,MIT,Leslie Kaelbling,(organization),Selecting Representative Examples for Program Synthesis
129,Marta Garnelo,DeepMind,S. M. Ali Eslami,DeepMind,Conditional Neural Processes
130,Nevan Wichers,Google,Honglak Lee,Google Brain,Hierarchical Long-term Video Prediction without Supervision
131,Jonathan Uesato,DeepMind,Aäron van den Oord,Google Deepmind,Adversarial Risk and the Dangers of Evaluating Against Weak Attacks
132,Shibani Santurkar,MIT,Aleksander Madry,MIT,A Classification-Based Study of Covariate Shift in GAN Distributions
133,Lisa Lee,Carnegie Mellon University,Russ Salakhutdinov,Carnegie Mellen University,Gated Path Planning Networks
134,Carlos Florensa,UC Berkeley,Pieter Abbeel,OpenAI / UC Berkeley,Automatic Goal Generation for Reinforcement Learning Agents
135,Guilherme Franca,Johns Hopkins University,Rene Vidal,Johns Hopkins University,ADMM and Accelerated ADMM as Continuous Dynamical Systems
136,Bin Hu,University of Wisconsin-Madison,Laurent Lessard,University of Wisconsin-Madison,Dissipativity Theory for Accelerating Stochastic Variance Reduction: A Unified Analysis of SVRG and Katyusha Using Semidefinite Programs
137,Davide Bacciu,University of Pisa,Alessio Micheli,Universita di Pisa,Contextual Graph Markov Model: A Deep and Generative Approach to Graph Processing
138,Max Nickel,Facebook AI Research,Douwe Kiela,Facebook AI Research,Learning Continuous Hierarchies in the Lorentz Model of Hyperbolic Geometry
139,University of California Xuanqing Liu,"University of California, Davis",Cho-Jui Hsieh,"University of California, Davis",Fast Variance Reduction Method with Stochastic Batch Size
140,Adrien Taylor,INRIA/ENS,Laurent Lessard,University of Wisconsin-Madison,Lyapunov Functions for First-Order Methods: Tight Automated Convergence Guarantees
141,Yichong Xu,Carnegie Mellon University,Artur Dubrawski,CMU,Nonparametric Regression with Comparisons: Escaping the Curse of Dimensionality with Ordinal Information
142,Yuanzhi Li,Princeton University,Yoram Singer,Princeton University and Google Brain,The Well-Tempered Lasso
143,Ying WEI,Tencent AI Lab,Qiang Yang,Hong Kong UST,Transfer Learning via Learning to Transfer
144,Elliot Meyerson,UT Austin - Sentient Technologies,Risto Miikkulainen,UT Austin - Sentient Technologies,Pseudo-task Augmentation: From Deep Multitask Learning to Intratask Sharing—and Back
145,Hideaki Imamura,The University of Tokyo,Masashi Sugiyama,RIKEN / The University of Tokyo,Analysis of Minimax Error Rate for Crowdsourcing and Its Application to Worker Clustering Model
146,Lukas Ruff,Hasso Plattner Institute,Marius Kloft,TU Kaiserslautern,Deep One-Class Classification
147,Eduardo Laber,PUC-RIO,Felipe de A. Mello Pereira,PUC-Rio,Binary Partitions with Approximate  Minimum Impurity
148,Ashkan Norouzi-Fard,EPFL,Ola Svensson,EPFL,Beyond 1/2-Approximation for Submodular Maximization on Massive Data Streams
149,Yuling Yao,Columbia University,Andrew Gelman,Columbia University,"Yes, but Did It Work?: Evaluating Variational Inference"
150,Tom Ryder,Newcastle University,Dennis Prangle,Newcastle University,Black-Box Variational Inference for Stochastic Differential Equations
151,Yaqing WANG,Hong Kong University of Science and Technology,Lionel NI,University of Macau,Online Convolutional Sparse Coding with Sample-Dependent Dictionary
152,Xingyuan Pan,University of Utah,Vivek Srikumar,University of Utah,Learning to Speed Up Structured Output Prediction
153,Maryam Aliakbarpour,MIT,MIT Ronitt Rubinfeld,"MIT, TAU",Differentially Private Identity and Equivalence Testing of Discrete Distributions
154,Ibrahim Alabdulmohsin,Saudi Aramco,Ibrahim Alabdulmohsin,Saudi Aramco,Information Theoretic Guarantees for Empirical Risk Minimization with Applications to Model Selection and Large-Scale Optimization
155,ChangYong Oh,University of Amsterdam,Max Welling,University of Amsterdam,BOCK : Bayesian Optimization with Cylindrical Kernels
156,Stefan Falkner,University of Freiburg,Frank Hutter,University of Freiburg,BOHB: Robust and Efficient Hyperparameter Optimization at Scale
157,Yuancheng Zhu,University of Pennsylvania,John Lafferty,Yale University,Distributed Nonparametric Regression under Communication Constraints
158,Ganggang Xu,SUNY-Binghamton University,Guang Cheng,Purdue University,Optimal Tuning for Divide-and-conquer Kernel Ridge Regression with Massive Data
159,Marine LE MORVAN,Mines Paristech,JP Vert,ENS Paris,WHInter: A Working set algorithm for High-dimensional sparse second order Interaction models
160,Weizhong Zhang,Tencent AI Lab,Tong Zhang,Tecent AI Lab,Safe Element Screening for Submodular Function Minimization
161,Daniel Jiang,Facebook,Han Liu,Northwestern,Feedback-Based Tree Search for Reinforcement Learning
162,Andre Barreto,DeepMind,Remi Munos,DeepMind,Transfer in Deep Reinforcement Learning Using Successor Features and Generalised Policy Improvement
163,Ilja Kuzborskij,University of Milan,Christoph H. Lampert,IST Austria,Data-Dependent Stability of Stochastic Gradient Descent
164,Gellért Weisz,DeepMind,Csaba Szepesvari,Deepmind,LeapsAndBounds: A Method for Approximately Optimal Algorithm Configuration
165,Ehsan Kazemi,Yale,Amin Karbasi,Yale,Scalable Deletion-Robust Submodular Maximization: Data Summarization with Privacy and Fairness Constraints
166,Jinghui Chen,University of Virginia,Quanquan Gu,UCLA,Covariate Adjusted Precision Matrix Estimation via Nonconvex Optimization
167,Marco Baity-Jesi,Columbia University,Giulio Biroli,,Comparing Dynamics: Deep Neural Networks versus Glassy Systems
168,Qianxiao Li,"Institute of High Performance Computing, A*STAR, Singapore",IHPC Shuji Hao,"IHPC, A*STAR",An Optimal Control Approach to Deep Learning and Applications to Discrete-Weight Neural Networks
169,Angelos Katharopoulos,Idiap,Francois Fleuret,Idiap research institute,Not All Samples Are Created Equal: Deep Learning with Importance Sampling
170,Lechao Xiao,Google AI,Jeffrey Pennington,Google Brain,"Dynamical Isometry and a Mean Field Theory of CNNs: How to Train 10,000-Layer Vanilla Convolutional Neural Networks"
171,Yinlam Chow,DeepMind,Mohammad Ghavamzadeh,Facebook AI Research,Path Consistency Learning in Tsallis Entropy Regularized MDPs
172,Kavosh Asadi,Brown University,Michael L. Littman,Brown University,Lipschitz Continuity in Model-based Reinforcement Learning
173,Ramina Ghods,Cornell University,Christoph Studer,Cornell University,Linear Spectral Estimators and an Application to Phase Retrieval
174,Mohammad Mehrabi,Sharif University of Technology,MANSOOR I YOUSEFI,Telecom ParisTech,Bounds on the Approximation Power of Feedforward Neural Networks
175,Siddharth Barman,Indian Institute of Science,Suprovat Ghoshal,Indian Institute of Science,Testing Sparsity over Known and Unknown Bases
176,Chris Cremer,University of Toronto,David Duvenaud,University of Toronto,Inference Suboptimality in Variational Autoencoders
177,Mingzhang Yin,University of Texas at Austin,Mingyuan Zhou,University of Texas at Austin,Semi-Implicit Variational Inference
178,Hang Wu,Georgia Institute of Technology,May Wang,Georgia Institute of Technology,Variance Regularized Counterfactual Risk Minimization via Variational Divergence Minimization
179,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,UCLA,Limits of Estimating Heterogeneous Treatment Effects: Guidelines for Practical Algorithm Design
180,Jingyi Xu,"University of California, Los Angeles",Guy Van den Broeck,"University of California, Los Angeles",A Semantic Loss Function for Deep Learning with Symbolic Knowledge
181,Jiong Zhang,University of Texas at Austin,Inderjit Dhillon,UT Austin & Amazon,Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization
182,Yancheng Yuan,National University of Singapore,Kim-Chuan Toh,National University of Singapre,An Efficient Semismooth Newton based Algorithm for Convex Clustering
183,Shuai Zheng,Hong Kong University of Science and Technology,James Kwok,Hong Kong University of Science and Technology,Lightweight Stochastic Optimization for Minimizing Finite Sums with Infinite Data
184,Masanori SUGANUMA,RIKEN AIP / Tohoku University,Takayuki Okatani,Tohoku University/RIKEN AIP,Exploiting the Potential of Standard Convolutional Autoencoders for Image Restoration by Evolutionary Search
185,Hieu Pham,Carnegie Mellon University,Jeff Dean,Google Brain,Efficient Neural Architecture Search via Parameters Sharing
186,chao qu,technion,Huan Xu,Georgia Tech,Non-convex Conditional Gradient Sliding
187,Dongruo Zhou,"University of California, Los Angeles",Quanquan Gu,UCLA,Stochastic Variance-Reduced Cubic Regularized Newton Method
188,Sanjeev Arora, Princeton University and Institute for Advanced Study,Elad Hazan,Google Brain and Princeton University,On the Optimization of Deep Networks: Implicit Acceleration by Overparameterization
189,Zhenyu Liao,"L2S, CentraleSupelec",Romain Couillet,CentralSupélec,The Dynamics of Learning: A Random Matrix Approach
190,Ting Chen,UCLA,Yizhou Sun,UCLA,Learning K-way D-dimensional Discrete Codes for Compact Embedding Representations
191,Tameem Adel,University of Cambridge,Adrian Weller,"University of Cambridge, Alan Turing Institute",Discovering Interpretable Representations for Both Deep Generative and Discriminative Models
192,Changyou Chen,SUNY at Buffalo,Lawrence Carin,Duke,Continuous-Time Flows for Efficient Inference and Density Estimation
193,Tom Rainforth,University of Oxford,Yee Whye Teh,Oxford and DeepMind,Tighter Variational Bounds are Not Necessarily Better
194,Yunbo Wang,Tsinghua University,Philip Yu,UIC,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning
195,Jinsung Yoon,"University of California, Los Angeles",Mihaela van der Schaar,University of Oxford,RadialGAN: Leveraging multiple datasets to improve target-specific predictive models using Generative Adversarial Networks
196,Shengyang Sun,University of Toronto,Roger Grosse,University of Toronto and Vector Institute,Differentiable Compositional Kernel Learning for Gaussian Processes
197,Minyoung Kim,"SeoulTech, Rutgers University",Minyoung Kim,"SeoulTech, Rutgers University",Markov Modulated Gaussian Cox Processes for Semi-Stationary Intensity Modeling of Events Data
198,Marc Abeille,Criteo,Alessandro Lazaric,Facebook AI Research,Improved Regret Bounds for Thompson Sampling in Linear Quadratic Control Problems
199,Simon Olofsson,Imperial College London,Ruth Misener,Imperial College London,Design of Experiments for Model Discrimination Hybridising Analytical and Data-Driven Approaches
200,Sergey Ivanov,Criteo,Evgeny Burnaev,Skoltech,Anonymous Walk Embeddings
201,Robert Bamler,UC Irvine,Stephan Mandt,UC Irvine,Improving Optimization in Models With Continuous Symmetry Breaking
202,Ciwan Ceylan,RWTH,Michael Gutmann,University of Edinburgh,Conditional Noise-Contrastive Estimation of Unnormalised Models
203,Timothee Lacroix,Facebook,Guillaume Obozinski,Ecole des Ponts - ParisTech,Canonical Tensor Decomposition for Knowledge Base Completion
204,Siyuan Ma,The Ohio State University,Mikhail Belkin,Ohio State University,The Power of Interpolation:  Understanding the Effectiveness of SGD in Modern Over-parametrized Learning
205,Kaiwen Zhou,The Chinese University of Hong Kong,James Cheng,CUHK,A Simple Stochastic Variance Reduced Algorithm with Fast Convergence Rates
206,Hadi Daneshmand,ETH Zurich,Thomas Hofmann,ETH Zurich,Escaping Saddles with Stochastic Gradients
207,Hanlin Tang,University of Rochester,Ji Liu,University of Rochester,$D^2$: Decentralized Training over Decentralized Data
208,Neil Rabinowitz,DeepMind,Matthew Botvinick,DeepMind,Machine Theory of Mind
209,Sam Ritter,DeepMind,Matthew Botvinick,DeepMind,"Been There, Done That: Meta-Learning with Episodic Recall"
210,Bin Gu,University of Pittsburgh,Heng Huang,University of Pittsburgh,Faster Derivative-Free Stochastic Algorithm for Shared Memory Machines
211,Sinong Wang,The Ohio State University,Ness Shroff,The Ohio State University,Coded Sparse Matrix Multiplication
212,Francisco Ruiz,University of Cambridge / Columbia University,David Blei,Columbia University,Augment and Reduce: Stochastic Inference for Large Categorical Distributions
213,Oleg Arenz,TU Darmstadt,Mingjun Zhong,University of Lincoln,Efficient Gradient-Free Variational Inference using Policy Search
214,Alex Alemi,Google,Kevin Murphy,Google Brain,Fixing a Broken ELBO
