,first-author,first-author-affiliation,last-author,last-author-affiliation,title
16,YOGESH Balaji,University of Maryland,Soheil Feizi,University of Maryland,Entropic GANs meet VAEs: A Statistical Approach to Compute Sample Likelihoods in GANs
17,Rajhans Singh,Arizona State University,Martin  Braun,Intel Corporation,Non-Parametric Priors For Generative Adversarial Networks
18,Zhiming Zhou,Shanghai Jiao Tong University,Zhihua Zhang,Peking University,Lipschitz Generative Adversarial Nets
19,Uiwon Hwang,Seoul National University,Sungroh Yoon,Seoul National University,HexaGAN: Generative Adversarial Nets for Real World Classification
20,Yujia Li,DeepMind,Pushmeet Kohli,DeepMind,Graph Matching Networks for Learning the Similarity of Graph Structured Objects
21,Hongpeng Zhou,Delft University of Technology,Wei Pan,TUDelft,BayesNAS: A Bayesian Approach for Neural Architecture Search
22,Juho Lee,AITRICS,Yee Whye Teh,Oxford and DeepMind,Set Transformer: A Framework for Attention-based Permutation-Invariant Neural Networks
23,Yigitcan Kaya,"University of Maryland, College Park",Tudor Dumitras,University of Maryland,Shallow-Deep Networks: Understanding and Mitigating Network Overthinking
24,Hongyang Gao,Texas A&M University,Shuiwang Ji,Texas A&M University,Graph U-Nets
25,Po-Wei Wang,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,SATNet: Bridging deep learning and logical reasoning using a differentiable satisfiability solver
26,Yang Li,Google Research,Si Si,Google Research,Area Attention
27,David So,Google Brain,Chen Liang,Google Brain,The Evolved Transformer
28,Shengjie Wang,"""University of Washington, Seattle""",Jeff Bilmes,UW,Jumpout : Improved Dropout for Deep Neural Networks with ReLUs
29,Gwendoline De Bie,Ecole normale supérieure,Marco Cuturi,ENSAE / CREST,Stochastic Deep Networks
30,Yuandong Tian,Facebook AI Research,Larry Zitnick,Facebook AI Research,ELF OpenGo: an analysis and open reimplementation of AlphaZero
31,Corentin Tallec,Univ. Paris-Sud,Yann Ollivier,Facebook Artificial Intelligence Research,Making Deep Q-learning methods robust to time discretization
32,chao qu,Ant Financial Service Group,Huan Xu,Georgia Tech,Nonlinear Distributional Gradient Temporal-Difference Learning
33,jj Hunt,DeepMind,Nicolas Heess,DeepMind,Composing Entropic Policies using Divergence Correction
34,Tameem Adel,University of Cambridge,Adrian Weller,"University of Cambridge, Alan Turing Institute",TibGM: A Transferable and Information-Based Graphical Model Approach for Reinforcement Learning
35,Lantao Yu,Stanford University,Stefano Ermon,Stanford University,Multi-Agent Adversarial Inverse Reinforcement Learning
36,Christos Kaplanis,Imperial College London,Claudia Clopath,Imperial College London,Policy Consolidation for Continual Reinforcement Learning
37,Scott Fujimoto,McGill University,Doina Precup,McGill University / DeepMind,Off-Policy Deep Reinforcement Learning without Exploration
38,Ruohan Wang,Imperial College London,Yiannis Demiris,Imperial College London,Random Expert Distillation: Imitation Learning via Expert Policy Support Estimation
39,Zhao Song,Baidu Research,Lawrence Carin,Duke University,Revisiting the Softmax Bellman Operator: New Benefits and New Perspective
40,Arthur Guez,Google DeepMind,Tim Lillicrap,Google DeepMind,An Investigation of Model-Free Planning
41,Cédric Colas,Inria,Mohamed Chetouani,UPMC,CURIOUS: Intrinsically Motivated Modular Multi-Goal Reinforcement Learning
42,Yilun Du,MIT,Karthik Narasimhan,Princeton,Task-Agnostic Dynamics Priors for Deep Reinforcement Learning
43,Justin Fu,"University of California, Berkeley",Sergey Levine,UC Berkeley,Diagnosing Bottlenecks in Deep Q-learning Algorithms
44,Shaw Khadka,Intel AI,Kagan Tumer,Oregon State University US,Collaborative Evolutionary Reinforcement Learning
45,Harry Kim,Seoul National University,Hyun Oh Song,Seoul National University,EMI: Exploration with Mutual Information
46,Yueh-Hua Wu,National Taiwan University / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,Imitation Learning from Imperfect Demonstration
47,Youngjin Kim,NALBI Inc.,Gunhee Kim,Seoul National University,Curiosity-Bottleneck: Exploration By Distilling Task-Specific Novelty 
48,Axel Abels,Université Libre de Bruxelles,Denis Steckelmacher,Vrije Universiteit Brussel,Dynamic Weights in Multi-Objective Deep Reinforcement Learning
49,Supratik Paul,University of Oxford,Shimon Whiteson,University of Oxford,Fingerprint Policy Optimisation for Robust Reinforcement Learning
50,Behrooz Ghorbani,Stanford University,Ying Xiao,Google Inc,An Investigation into Neural Net Optimization via Hessian Eigenvalue Density
51,Xingyu Xie,Peking Unversity,Zhouchen Lin,Peking University,Differentiable Linearized ADMM
52,Youhei Akimoto,University of Tsukuba / RIKEN AIP,Kouhei Nishida,Shinshu University,Adaptive Stochastic Natural Gradient Method for One-Shot Neural Architecture Search
53,YongQiang Cai,National University of Singapore,Zuowei Shen,National University of Singapore,A Quantitative Analysis of the Effect of Batch Normalization on Gradient Descent
54,Daniel Park,Google Brain,Samuel Smith,DeepMind,The Effect of Network Width on Stochastic Gradient Descent and Generalization: an Empirical Study
55,Rachel Ward,University of Texas,Leon Bottou,Facebook,AdaGrad stepsizes: sharp convergence over nonconvex landscapes
56,Anna Choromanska,New York University,Djallel Bouneffouf,IBM Research,Beyond Backprop: Online Alternating Minimization with Auxiliary Variables
57,Guandao Yang,Cornell University,Christopher De Sa,Cornell,SWALP : Stochastic Weight Averaging in Low Precision Training
58,Alex Beatson,Princeton University,Ryan P Adams,Princeton University,Efficient optimization of loops and limits with randomized telescoping sums
59,Eliav Buchnik,Google & Tel Aviv University,Yossi Matias,Google,Self-similar Epochs: Value in arrangement
60,Aleksandar Bojchevski,Technical University of Munich,Stephan Günnemann,Technical University of Munich,Adversarial Attacks on Node Embeddings via Graph Poisoning
61,Carl-Johann Simon-Gabriel,Max-Planck-Institute for Intelligent Systems,David Lopez-Paz,Facebook AI Research,First-Order Adversarial Vulnerability of Neural Networks and Input Dimension
62,Chen Liu,EPFL,Volkan Cevher,EPFL,On Certifying Non-Uniform Bounds against Adversarial Attacks
63,Tianyu Pang,Tsinghua University,Jun Zhu,Tsinghua University,Improving Adversarial Robustness via Promoting Ensemble Diversity
64,Juncheng Li,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Adversarial camera stickers: A physical camera-based attack on deep learning systems
65,Sebastien Bubeck,Microsoft Research,Ilya Razenshteyn,Microsoft Research Redmond,Adversarial examples from computational constraints
66,CHING-YUN KO,The University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,POPQORN: Quantifying Robustness of Recurrent Neural Networks
67,Dan Hendrycks,UC Berkeley,Mantas Mazeika,University of Chicago,Using Pre-Training Can Improve Model Robustness and Uncertainty
68,Elvis Dohmatob,Criteo AI Lab,Elvis Dohmatob,Criteo AI Lab,Generalized No Free Lunch Theorem for Adversarial Robustness
69,Lily Weng,MIT,Luca Daniel,Massachusetts Institute of Technology,PROVEN: Verifying Robustness of Neural Networks with a Probabilistic Approach
70,Han Zhao,Carnegie Mellon University,Geoff Gordon,Carnegie Mellon University,On Learning Invariant Representations for Domain Adaptation
71,Mor Shpigel Nacson,Technion,Daniel Soudry,Technion,Lexicographic and Depth-Sensitive Margins in Homogeneous and Non-Homogeneous Deep Models
72,Andres Marafioti,Austrian Academy of Sciences,Piotr Majdak,Acoustics Research Institute,Adversarial Generation of Time-Frequency Features with application in audio synthesis
73,Haggai Maron,Weizmann Institute of Science,Yaron Lipman,Weizmann Institute of Science,On the Universality of Invariant Networks
74,Sanjeev Arora, Princeton University and Institute for Advanced Study,Ruosong Wang,Carnegie Mellon University,Fine-Grained Analysis of Optimization and Generalization for Overparameterized Two-Layer Neural Networks
75,Taco Cohen,Qualcomm AI Research,Max Welling,University of Amsterdam & Qualcomm,Gauge Equivariant Convolutional Networks and the Icosahedral CNN
76,Yiying Li,National University of Defense Technology,Timothy Hospedales,Samsung AI Centre / University of Edinburgh,Feature-Critic Networks for Heterogeneous Domain Generalization
77,Nichita Diaconu,University of Amsterdam,Daniel E Worrall,University of Amsterdam,Learning to Convolve: A Generalized Weight-Tying Approach
78,Poorya Mianjy,Johns Hopkins University,Raman Arora,Johns Hopkins University,On Dropout and Nuclear Norm Regularization
79,Simon Du,Carnegie Mellon University,Xiyu Zhai,Massachusetts Institute of Technology,Gradient Descent Finds Global Minima of Deep Neural Networks
80,Sepideh Mahabadi,Toyota Technological Institute at Chicago,Alireza Rezaei,University of Washington,Composable Core-sets for Determinant Maximization: A Simple Near-Optimal Algorithm
81,Yifan Lei,National University of Singapore,Anthony Tung,NUS,Sublinear Time Nearest Neighbor Search over Generalized Weighted Space
82,Ryan Spring,Rice University,Anshumali Shrivastava,Rice University,Compressing Gradient Optimizers via Count-Sketches
83,Arturs Backurs,Toyota Technological Institute at Chicago (TTIC),Tal Wagner,MIT,Scalable Fair Clustering
84,Alp Yurtsever,EPFL,Volkan Cevher,EPFL,Conditional Gradient Methods via Stochastic Path-Integrated Differential Estimator
85,Aurick Qiao,"Petuum, Inc. and Carnegie Mellon University",Eric Xing,Petuum Inc. and CMU, Fault Tolerance in Iterative-Convergent Machine Learning
86,Ashish Agarwal,Google Brain,Ashish Agarwal,Google Brain,Static Automatic Batching In TensorFlow
87,Ritchie Zhao,Cornell University,Zhiru Zhang,Cornell Univeristy,Improving Neural Network Quantization without Retraining using Outlier Channel Splitting
88,Albert Gural,Stanford University,Boris Murmann,Stanford University,Memory-Optimal Direct Convolutions for Maximizing Classification Accuracy in Embedded Applications
89,Marc Fischer,ETH Zurich,Martin Vechev,ETH Zurich,DL2: Training and Querying Neural Networks with Logic
90,Songtao Lu,University of Minnesota Twin Cities,Zhengdao Wang,Iowa State University,PA-GD: On the Convergence of Perturbed Alternating Gradient Descent to Second-Order Stationary Points for Structured Nonconvex Optimization
91,Kaiyi Ji,The Ohio State University,Yingbin LIANG,The Ohio State University,Improved Zeroth-Order Variance Reduced Algorithms and Analysis for Nonconvex Optimization
92,Feihu Huang,University of Pittsburgh,Heng Huang,University of Pittsburgh,Faster Stochastic Alternating Direction Method of Multipliers for Nonconvex Optimization
93,Dongruo Zhou,UCLA,Quanquan Gu,"University of California, Los Angeles",Lower Bounds for Smooth Nonconvex Finite-Sum Optimization
94,Samuel Horvath,KAUST,Peter Richtarik,KAUST,Nonconvex Variance Reduced Optimization with Arbitrary Sampling
95,Praneeth Karimireddy,EPFL,Martin Jaggi,EPFL,Error Feedback Fixes SignSGD and other Gradient Compression Schemes
96,Junyu Zhang,"University of Minnesota, Twin Cities",Lin Xiao,Microsoft Research,A Composite Randomized Incremental Gradient Method
97,Yatao Bian,ETH Zürich,Andreas Krause,ETH Zurich,Optimal Continuous DR-Submodular Maximization and Applications to Provable Mean Field Inference
98,Ioannis Panageas,SUTD,xiao wang,Singapore university of technology and design,Multiplicative Weights Updates as a distributed constrained optimization algorithm: Convergence to second-order stationary points almost always
99,Zaiyi Chen,Cainiao AI,Tianbao Yang,The University of Iowa,Katalyst: Boosting Convex Katayusha for  Non-Convex Problems with a  Large Condition Number
100,Romain Laroche,Microsoft Research,Remi Tachet des Combes,Microsoft Research Montreal,Safe Policy Improvement with Baseline Bootstrapping
101,Borislav Mavrin,University of Alberta,Yaoliang Yu,University of Waterloo,Distributional Reinforcement Learning for Efficient Exploration
102,Matteo Papini,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Optimistic Policy Optimization via Multiple Importance Sampling
103,zhengyao jiang,University of Liverpool,Shan Luo,University of Liverpool,Neural Logic Reinforcement Learning
104,Goran Radanovic,Harvard University,Adish Singla,Max Planck Institute (MPI-SWS),Learning to Collaborate in Markov Decision Processes
105,Ching-An Cheng,Georgia Tech,Byron Boots,Georgia Tech,Predictor-Corrector Policy Optimization
106,Kelvin Xu,"University of California, Berkeley",Chelsea Finn,"Stanford, Google, UC Berkeley",Learning a Prior over Intent via Meta-Inverse Reinforcement Learning
107,Carles Gelada,Google Brain,Marc Bellemare,Google Brain,DeepMDP: Learning Continuous Latent Space Models for Representation Learning
108,Josiah Hanna,UT Austin,Peter Stone,University of Texas at Austin,Importance Sampling Policy Evaluation with an Estimated Behavior Policy
109,alexis jacq,EPFL,Olivier Pietquin,GOOGLE BRAIN,Learning from a Learner
110,Joshua Romoff,McGill University,Emma Brunskill,Stanford University,Separable value functions across time-scales
111,Yash Chandak,University of Massachusetts Amherst,Philip Thomas,University of Massachusetts Amherst,Learning Action Representations for Reinforcement Learning
112,Ben London,Amazon,Ted Sandler,Amazon.com,Bayesian Counterfactual Risk Minimization
113,Anna Harutyunyan,DeepMind,Doina Precup,DeepMind,Per-Decision Option Discounting
114,Andrea Zanette,Stanford University,Emma Brunskill,Stanford University,Tighter Problem-Dependent Regret Bounds in Reinforcement Learning without Domain Knowledge using Value Function Bounds
115,Matthieu Geist,Google,Olivier Pietquin,GOOGLE BRAIN,A Theory of Regularized Markov Decision Processes
116,Yuu Jinnai,Brown University,George Konidaris,Brown,Discovering Options for Exploration by Minimizing Cover Time
117,Christoph Dann,Carnegie Mellon University,Emma Brunskill,Stanford University,Policy Certificates: Towards Accountable Reinforcement Learning
118,Robert Dadashi,Google AI Residency Program,Dale Schuurmans,Google / University of Alberta,The Value Function Polytope in Reinforcement Learning
119,Amirata Ghorbani,Stanford,James Zou,Stanford University,Data Shapley:  Equitable Valuation of Data for Machine Learning
120,Sergul Aydore,Stevens Institute of Technology,Gael Varoquaux,Inria,Feature Grouping as a Stochastic Regularizer for High-Dimensional Structured Data
121,Sen Zhao,Google Research,Maya Gupta,Google,Metric-Optimized Example Weights
122,Max Westphal,University of Bremen,Werner Brannath,University of Bremen,Improving Model Selection by Employing the Test Data
123,Karthikeyan Ramamurthy,IBM Research,Krishnan Mody,New York University,Topological Data Analysis of Decision Boundaries with Application to Model Selection
124,Wen Sun,Carnegie Mellon University,Paul Mineiro,Microsoft,Contextual Memory Trees
125,Weiwei Liu,Wuhan University,Xiaobo Shen,Nanjing University of Science and Technology,Sparse Extreme Multi-label Learning with Oracle Property
126,Andrew Cotter,Google AI,Tao Zhu,Google,Shape Constraints for Set Functions
127,Guy Hacohen,Hebrew University of Jerusalem,Daphna Weinshall,"Hebrew University of Jerusalem, Israel",On The Power of Curriculum Learning in Training Deep Networks
128,Vladislav Polianskii,KTH Royal Institute of Technology,Florian T. Pokorny,KTH Royal Institute of Technology,Voronoi Boundary Classification: A High-Dimensional Geometric Approach via Weighted Monte Carlo Integration
129,Hongge Chen,MIT,Cho-Jui Hsieh,UCLA,Robust Decision Trees Against Adversarial Examples
130,Jacob Whitehill,Worcester Polytechnic Institute,Anand Ramakrishnan,Worcester Polytechnic Institute,Automatic Classifiers as Scientific Instruments: One Step Further Away from Ground-Truth
131,Tahrima Rahman,University of Texas at Dallas,Vibhav Gogate,The University of Texas at Dallas,"Look Ma, No Latent Variables: Accurate Cutset Networks via Compilation"
132,Titouan Vayer,IRISA,Remi Flamary,Université côte d'Azur,Optimal Transport for structured data with application on graphs
133,Matthew Streeter,Google,Matthew Streeter,Google,Learning Optimal Linear Regularizers
134,Nontawat Charoenphakdee,The University of Tokyo / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,On Symmetric Losses for Learning from Corrupted Labels
135,Ross Kleiman,University of Wisconsin-Madison,University of Wisconsin David Page,"University of Wisconsin, Madison",AUCµ: A Performance Metric for Multi-Class Machine Learning Models
136,Jan Malte Lichtenberg,University of Bath,Ozgur Simsek,University of Bath,Regularization in directable environments with application to Tetris
137,Chunjiang Zhu,University of Connecticut,Jinbo Bi,University of Connecticut,Improved Dynamic Graph Learning through Fault-Tolerant Sparsification
138,Xi-Zhu Wu,Nanjing University,Zhi-Hua Zhou,Nanjing University,Heterogeneous Model Reuse via Optimizing Multiparty Multiclass Margin
139,Yochai Blau,Technion,Tomer Michaeli,Technion,Rethinking Lossy Compression: The Rate-Distortion-Perception Tradeoff
140,Hanyu Peng,"Shenzhen Institutes of Advanced Technology,Chinese Academy of Sciences",Junzhou Huang,University of Texas at Arlington / Tencent AI Lab,Collaborative Channel Pruning for Deep Networks
141,Eldad Meller,Hailo,Mark Grobman,Hailo Technologies,"Same, Same But Different: Recovering Neural Network Quantization Error Through Weight Factorization"
142,Mohamed Elfeki,University of Central Florida,Mohamed Elhoseiny,KAUST and Baidu SVAIL,GDPP: Learning Diverse Generations using Determinantal Point Processes
143,Fei Zhang,Xidian University,Guangming Shi,Xidian University,Co-Representation Network for Generalized Zero-Shot Learning
144,Edward Smith,McGill University,David Meger,McGill University,GEOMetrics: Exploiting Geometric Structure for Graph-Encoded Objects
145,Mingxing Tan,Google Brain,Quoc Le,Google Brain,EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks
146,Renata Khasanova,Ecole Polytechnique Federale de Lausanne (EPFL),Pascal Frossard,EPFL,Geometry Aware Convolutional Filters for Omnidirectional Images Representation
147,Pablo Barros Barros,University of Hamburg,Stefan Wermter,University of Hamburg,A Personalized Affective Memory Model for Improving Emotion Recognition
148,AJ Piergiovanni,Indiana University,Michael Ryoo,Indiana University / Google Brain,Temporal Gaussian Mixture Layer for Videos
149,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Regret Circuits: Composability of Regret Minimizers
150,Arvind Raghunathan,Mitsubishi Electric Research Laboratories,Devesh Jha,Mitsubishi Electric Research Labs,Game Theoretic Optimization via Gradient-based Nikaido-Isoda Function
151,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Stable-Predictive Optimistic Counterfactual Regret Minimization
152,Hanrui Zhang,Duke University,Vincent Conitzer,Duke,When Samples Are Strategically Selected
153,Anson Kahng,Carnegie Mellon University,Christos-Alexandros Psomas,Carnegie Mellon University,Statistical Foundations of Virtual Democracy
154,Paul Duetting,London School of Economics,Sai Srivatsa Ravindranath,Harvard University,Optimal Auctions through Deep Learning
155,Weiran Shen,Tsinghua University,Renato Leme,Google Research,Learning to Clear the Market
156,Thomas Nedelec,ENS Paris Saclay - Criteo AI Lab,Vianney Perchet,ENS Paris Saclay & Criteo AI Lab,Learning to bid in revenue-maximizing auctions
157,David Balduzzi,DeepMind,Thore Graepel,DeepMind,Open-ended learning in symmetric zero-sum games
158,Noam Brown,Facebook AI Research,Tuomas Sandholm,Carnegie Mellon University,Deep Counterfactual Regret Minimization
159,Carlo Lucibello,Bocconi University,Yue Lu,"Harvard University, USA",Generalized Approximate Survey Propagation for High-Dimensional Estimation
160,Zac Cranko,ANU,Richard Nock,"Data61, The Australian National University and the University of Sydney",Boosted Density Estimation Remastered
161,Valerii Likhosherstov,Skolkovo Institute of Science and Technology,Misha Chertkov,University of Arizona ,Inference and Sampling of $K_{33}$-free Ising Models
162,Malik TIOMOKO A,Université Paris Sud,Guillaume GINOLHAC,Université Savoie Mont-Blanc,Random Matrix Improved Covariance Estimation for a Large Class of Metrics
163,Pedro Soto,Florida International University,Xiaodi Fan,Florida International University,Dual Entangled Polynomial Code: Three-Dimensional Coding for Distributed Matrix Multiplication
164,Kristy Choi,Stanford University,Stefano Ermon,Stanford University,Neural Joint Source-Channel Coding
165,Yi Hao,"University of California, San Diego",Alon Orlitsky,UCSD,Doubly-Competitive Distribution Estimation
166,Manolis Tsakiris,Johns Hopkins University,Liangzu Peng,ShanghaiTech University,Homomorphic Sensing
167,Seyedehsara Nayer,Iowa State University,Namrata Vaswani,Iowa State University,Phaseless PCA: Low-Rank Matrix Recovery from Column-wise Phaseless Measurements
168,Weihao Gao,University of Illinois at Urbana-Champaign,Sewoong Oh,University of Washington,Rate Distortion For Model Compression:From Theory To Practice
169,Ardalan Mirshani,The Pennsylvania State University,Aleksandra Slavković,Pennsylvania State University,Formal Privacy for Functional Data with Gaussian Perturbations
170,Ryan McKenna,UMass Amherst,Gerome Miklau,"University of Massachusetts, Amherst",Graphical-model based estimation and inference for differential privacy
171,Alexandre Sablayrolles,Facebook AI Research,Herve Jegou,Facebook AI Research,White-box vs Black-box: Bayes Optimal Strategies for Membership Inference
172,Touqir Sajed,University of Alberta,Or Sheffet,University of Alberta,An Optimal Private Stochastic-MAB Algorithm based on Optimal Private Stopping Rule
173,Jalaj Upadhyay,Johns Hopkins University,Jalaj Upadhyay,Johns Hopkins University,Sublinear Space Private Algorithms Under the Sliding Window Model
174,Aaron Schein,UMass Amherst,Hanna Wallach,Microsoft Research,Locally Private Bayesian Inference for Count Models
175,Alon Brutzkus,Tel Aviv University,Oren Elisha,Microsoft,Low Latency Privacy Preserving Inference
176,Jayadev Acharya,Cornell University,Ziteng Sun,Cornell/Google,Communication Complexity in Locally Private Distribution Estimation and Heavy Hitters
177,Yuqing Zhu,UC Santa Barbara,Yu-Xiang Wang,UC Santa Barbara,Poission Subsampled R\'enyi Differential Privacy
178,Jordan Awan,Pennsylvania State University,Aleksandra Slavković,Pennsylvania State University,Benefits and Pitfalls of the Exponential Mechanism with Applications to Hilbert Spaces and Functional PCA
179,Kirill Simonov,University of Bergen,Fahad Panolan,University of Bergen,Refined Complexity of PCA with Outliers
180,Darren Lin,UC Berkeley,Michael Jordan,UC Berkeley,On Efficient Optimal Transport: An Analysis of Greedy and Accelerated Mirror Descent Algorithms
181,Stefano Sarao Mannelli,Institut de Physique Théorique,Lenka Zdeborova,CNRS,Passed & Spurious: Descent Algorithms and Local Minima in Spiked Matrix-Tensor Models
182,Sanjoy Dasgupta,UC San Diego,Jerry Zhu,University of Wisconsin-Madison,Teaching a black-box learner
183,Abhijin Adiga,University of Virginia,Anil  Vullikanti,"Biocomplexity Institute and Dept of Computer Science, University of Virginia",PAC Learnability of Node Functions in Networked Dynamical Systems
184,Niladri S Chatterji,UC Berkeley,Peter Bartlett,UC Berkeley,Online learning with kernel losses
185,George Chen,Carnegie Mellon University,George Chen,Carnegie Mellon University,Nearest Neighbor and Kernel Survival Analysis: Nonasymptotic Error Bounds and Strong Consistency Rates
186,Henry Reeve,University of Birmingham,Ata Kaban,University of Birmingham,Fast Rates for a kNN Classifier Robust to Unknown Asymmetric Label Noise
187,Jisu Kim,Inria Saclay,Larry Wasserman,Carnegie Mellon University,Uniform Convergence Rate of the Kernel Density Estimator Adaptive to Intrinsic Volume Dimension
188,Ramya Korlakai Vinayak,University of Washington,Sham Kakade,University of Washington,Maximum Likelihood Estimation for  Learning Populations of Parameters
189,Johann Won,Seoul National University,Kenneth Lange,UCLA,Projection onto Minkowski Sums with Application to Constrained Learning
190,Gábor Braun,Georgia Institute of Technology,Stephen Wright,University of Wisconsin-Madison,Blended Conditonal Gradients
191,Yanli Liu,UCLA math,Wotao Yin,Alibaba US,Acceleration of SVRG and Katyusha X by Inexact Preconditioning
192,Marten van Dijk,University of Connecticut,Dzung Phan,IBM T.J. Watson Research Center,Characterization of Convex Objective Functions and Optimal Expected Convergence Rates for SGD
193,Alp Yurtsever,EPFL,Volkan Cevher,EPFL,A Conditional-Gradient-Based Augmented Lagrangian Framework
194,Robert M. Gower,Telecom Paristech,Peter Richtarik,KAUST,SGD: General Analysis and Improved Rates
195,Vien Van Mai,KTH Royal Institute of Technology,Mikael Johansson,KTH Royal Institute of Technology,Curvature-Exploiting Acceleration of Elastic Net Computations
196,Anastasia Koloskova,EPFL,Martin Jaggi,EPFL,Decentralized Stochastic Optimization and Gossip Algorithms with Compressed Communication
197,Eugene Ndiaye,RIKEN AIP,Ichiro Takeuchi,Nagoya Institute of Technology / RIKEN,Safe Grid Search with Optimal Complexity
198,Xun Qian,KAUST,Peter Richtarik,KAUST,SAGA with Arbitrary Sampling
199,Tijana Zrnic,"University of California, Berkeley",University of California Moritz Hardt,"University of California, Berkeley",Natural Analysts in Adaptive Data Analysis
200,Gellért Weisz,DeepMind,Csaba Szepesvari,DeepMind/University of Alberta,CapsAndRuns: An Improved Method for Approximately Optimal Algorithm Configuration
201,Giulia Luise,University College London,Carlo Ciliberto,Imperial College London,Leveraging Low-Rank Relations Between Surrogate Tasks in Structured Prediction
202,Andrew Cotter,Google AI,Seungil You,Kakao Mobility,Training Well-Generalizing Classifiers for Fairness Metrics and Other Data-Dependent Constraints
203,Raphael Meyer,Purdue University,Jean Honorio,Purdue University,Optimality Implies Kernel Sum Classifiers are Statistically Efficient
204,Lydia T. Liu,University of California Berkeley,University of California Moritz Hardt,"University of California, Berkeley",The Implicit Fairness Criterion of Unconstrained Learning
205,Hye Won Chung,KAIST,Ji Oon Lee,KAIST,Weak Detection of Signal in the Spiked Wigner Model
206,Dong Yin,UC Berkeley,Peter Bartlett,UC Berkeley,Rademacher Complexity for Adversarially Robust Generalization
207,Simon Du,Carnegie Mellon University,John Langford,Microsoft Research,Provably efficient RL with Rich Observations via Latent State Decoding
208,Jinglin Chen,University of Illinois at Urbana-Champaign,Nan Jiang,University of Illinois at Urbana-Champaign,Information-Theoretic Considerations in Batch Reinforcement Learning
209,Francisco Ruiz,University of Cambridge / Columbia University,Michalis Titsias,DeepMind,A Contrastive Divergence for Combining Variational Inference and MCMC
210,Hanwen Xing,University of Oxford,Jeong Lee,University of Auckland,Calibrated Approximate Bayesian Inference
211,Christian Wildner,TU Darmstadt,Heinz Koeppl,TU Darmstadt,Moment-Based Variational Inference for Markov Jump Processes
212,Chang Liu,Tsinghua University,Jun Zhu,Tsinghua University,Understanding MCMC Dynamics as Flows on the Wasserstein Space
213,Brian Trippe,MIT,Tamara Broderick,MIT,LR-GLM: High-Dimensional Bayesian Inference Using Low-Rank Data Approximations
214,Adam Golinski,University of Oxford,Tom Rainforth,University of Oxford,Amortized Monte Carlo Integration
215,Wilson Ye Chen,The Institute of Statistical Mathematics,Chris Oates,Newcastle University,Stein Point Markov Chain Monte Carlo
216,Wu Lin,University of British Columbia,Mark Schmidt,University of British Columbia,Fast and Simple Natural-Gradient Variational Inference with Mixture of Exponential-family Approximations
217,Xinshi Chen,Georgia Institution of Technology,Le Song,Georgia Institute of Technology,Particle Flow Bayes' Rule
