,first-author,first-author-affiliation,last-author,last-author-affiliation,title
58,QUANMING YAO,4Paradigm,James Kwok,Hong Kong University of Science and Technology,Searching to Exploit Memorization Effect in Learning with Noisy Labels
59,Julien Hendrickx,University of Catholique de Louvain,Venkatesh Saligrama,Boston University,Minimax Rate for Learning From Pairwise Comparisons in the BTL Model
60,Andrey Kolobov,Microsoft Research,Julian Zimmert,Google Research,Online Learning for Active Cache Synchronization
61,Yinjun Wu,university of pennsylvania,Susan B Davidson,University of Pennsylvania,DeltaGrad: Rapid retraining of machine learning models
62,Di Chen,Cornell University,Carla Gomes,Cornell University,Deep Reasoning Networks for Unsupervised Pattern De-mixing with Constraint Reasoning
63,Xingyu Xie,Peking University,Zhouchen Lin,Peking University,Maximum-and-Concatenation Networks
64,Yonadav Shavit,Harvard University,Brian Axelrod,Stanford,Causal Strategic Linear Regression
65,Feihu Huang,Nanjing University of Aeronautics and Astronautics,Songcan Chen,Nanjing University of Aeronautics and Astronautics,Accelerated Stochastic Gradient-free and Projection-free Methods
66,shuai zhang,Rensselaer Polytechnic Institute,Jinjun Xiong,IBM Thomas J. Watson Research Center,Fast Learning of Graph Neural Networks with Guaranteed Generalizability: One-hidden-layer Case
67,Greg Yang,Microsoft Research,Jerry Li,Microsoft,Randomized Smoothing of All Shapes and Sizes
68,Martin Mladenov,Google,Craig Boutilier,Google,Optimizing Long-term Social Welfare in Recommender Systems: A Constrained Matching Approach
69,Kai Han,"Noah’s Ark Lab, Huawei Technologies",Chang Xu,University of Sydney,Training Binary Neural Networks through Learning with Noisy Supervision
70,David Rolnick,University of Pennsylvania,Konrad Kording,Upenn,Reverse-engineering deep ReLU networks
71,Nic Dalmasso,Carnegie Mellon University,Ann Lee,Carnegie Mellon University,Confidence Sets and Hypothesis Testing in a Likelihood-Free Inference Setting
72,Boyan Duan,Carnegie Mellon University,Larry Wasserman,Carnegie Mellon University,Familywise Error Rate Control by Interactive Unmasking
73,Rob Brekelmans,University of Southern California,Aram Galstyan,USC Information Sciences Institute,All in the Exponential Family: Bregman Duality in Thermodynamic Variational Inference
74,Tanner Fiez,University of Washington,Lillian Ratliff,University of Washington,"Implicit Learning Dynamics in Stackelberg Games: Equilibria Characterization, Convergence Analysis, and Empirical Study"
75,Xiaotian Hao,"College of Intelligence and Computing, Tianjin University",Kun Gai,Alibaba group,Dynamic Knapsack Optimization Towards Efficient Multi-Channel Sequential Advertising
76,Arturs Backurs,TTIC,Tal Wagner,MIT,Scalable Nearest Neighbor Search for Optimal Transport
77,Ching-Wei Cheng,Purdue University,Guang Cheng,Purdue University,Mutual Transfer Learning for Massive Data
78,Robin Ru,University of Oxford,Stephen Roberts,University of Oxford,Bayesian Optimisation over Multiple Continuous and Categorical Inputs
79,Wenpin Tang,UC Berkeley,Fengmin Tang,UCLA,The Buckley-Osthus model and the block preferential attachment model: statistical analysis and application
80,Jiawei Huang,University of Illinois at Urbana-Champaign,Nan Jiang,University of Illinois at Urbana-Champaign,From Importance Sampling to Doubly Robust Policy Gradient
81,Aaron Lou,Cornell University,Christopher De Sa,Cornell,Differentiating through the Fréchet Mean
82,Rachael Hwee Ling Sim,National University of Singapore,Bryan Kian Hsiang Low,National University of Singapore,Collaborative Machine Learning with Incentive-Aware Model Rewards
83,Yash Chandak,University of Massachusetts Amherst,Philip Thomas,University of Massachusetts Amherst,Optimizing for the Future in Non-Stationary MDPs
84,Zhixuan Lin,Zhejiang University,Sungjin Ahn,Rutgers University,Improving Generative Imagination in Object-Centric World Models
85,Kristy Choi,Stanford University,Stefano Ermon,Stanford University,Fair Generative Modeling via Weak Supervision
86,Xu Chu,Peking University,Qi Tong,Peking University,Distance Metric Learning with Joint Representation Diversification
87,Nian Si,Stanford University,Jose Blanchet,Stanford University,Distributionally Robust Policy Evaluation and Learning in Offline Contextual Bandits
88,Yunhao Tang,Columbia University,Remi Munos,DeepMind,Taylor Expansion Policy Optimization
89,Hu Ding,University of Science and Technology of China,Zixiu Wang,University of Science and Technology of China,Layered Sampling for Robust Optimization Problems
90,Yan Yan,the University of Iowa,Tianbao Yang,The University of Iowa,Stochastic Optimization for Non-convex Inf-Projection Problems
91,Chanwoo Lee,University of Wisconsin - Madison,Miaoyan Wang,University of Wisconsin - Madison,Tensor denoising and completion based on ordinal observations
92,Yu-Sheng Li,National Taiwan University,Ching-pei Lee,National University of Singapore,Manifold Identification for Ultimately Communication-Efficient Distributed Optimization
93,Pavel Dvurechenskii,Weierstrass Institute,Mathias Staudigl,Maastricht University,Self-Concordant Analysis of Frank-Wolfe Algorithms
94,Ran Haba,Open University of Israel,Amin Karbasi,Yale,Streaming Submodular Maximization under a k-Set System Constraint
95,Yonggan Fu,Rice University,Zhangyang Wang,University of Texas at Austin,AutoGAN-Distiller: Searching to Compress Generative Adversarial Networks
96,Cuong Nguyen,Amazon Web Services,Cedric Archambeau,Amazon Web Services,LEEP: A New Measure to Evaluate Transferability of Learned Representations
97,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Stochastic Regret Minimization in Extensive-Form Games
98,Gregory Plumb,Carnegie Mellon University,Ameet Talwalkar,Carnegie Mellon University,Explaining Groups of Points in Low-Dimensional Representations
99,Kubra Cilingir,Boston University,Brian Kulis,Boston University,Deep Divergence Learning
100,Nozomi Hata,Kyushu University,Katsuki Fujisawa,Kyushu University,Nested Subspace Arrangement for Representation of Relational Data
101,Jiani Huang,University of Pennsylvania,Mayur Naik,University of Pennsylvania,Generating Programmatic Referring Expressions via Program Synthesis
102,Kaveh Hassani,Autodesk,Amir Hosein Khasahmadi,University of Toronto,Contrastive Multi-View Representation Learning on Graphs
103,Brian Williamson,Fred Hutchinson Cancer Research Center,Jean Feng,University of Washington,Efficient nonparametric statistical inference on population feature importance using Shapley values
104,Tri Huynh,The University of Chicago,Matthew Walter,Toyota Technological Institute at Chicago,Multigrid Neural Memory
105,Peng Xu,Borealis AI,Yanshuai Cao,Borealis AI,On Variational Learning of Controllable Representations for Text without Supervision
106,Lan-Zhe Guo,Nanjing University,Zhi-Hua Zhou,Nanjing University,Safe Deep Semi-Supervised Learning for Unseen-Class Unlabeled Data
107,Scott M Jordan,University of Massachusetts,Philip Thomas,University of Massachusetts Amherst,Evaluating the Performance of Reinforcement Learning Algorithms
108,Akbar Rafiey,Simon Fraser University,Yuichi Yoshida,National Institute of Informatics,Fast and Private Submodular and $k$-Submodular Functions Maximization with Matroid Constraints
109,Albert Gu,Stanford University,Razvan Pascanu,DeepMind,Improving the Gating Mechanism of Recurrent Neural Networks
110,John Miller,"University of California, Berkeley",Ludwig Schmidt,"University of California, Berkeley",The Effect of Natural Distribution Shift on Question Answering Models
111,Sijia Liu,MIT-IBM Watson AI Lab,Una-May O'Reilly,MIT,Min-Max Optimization without Gradients: Convergence and Applications to Black-Box Evasion and Poisoning Attacks
112,Samyadeep Basu,UMD,Soheil Feizi,University of Maryland,On Second-Order Group Influence Functions for Black-Box Predictions
113,Seth Neel,University of Pennsylvania,Steven Wu,University of Minnesota,Oracle Efficient Private Non-Convex Optimization
114,Leslie Rice,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Overfitting in adversarially robust deep learning
115,Ari Pakman,Columbia University,Department of Statistics Liam Paninski,"Department of Statistics, Columbia University",Neural Clustering Processes
116,Hussein Hazimeh,Massachusetts Institute of Technology,Rahul Mazumder,Massachusetts Institute of Technology,The Tree Ensemble Layer: Differentiability meets Conditional Computation
117,Jinzhi Bu,MIT,Yunzong Xu,MIT,Online Pricing with Offline Data: Phase Transition and Inverse Square Law
118,Shashank Rajput,University of Wisconsin - Madison,Dimitris Papailiopoulos,University of Wisconsin-Madison,Closing the convergence gap of SGD without replacement
119,Anson Kahng,Carnegie Mellon University,Ariel Procaccia,Harvard University,Strategyproof Mean Estimation from Multiple-Choice Questions
120,Daniel Kumor,Purdue University,Elias Bareinboim,Columbia,Efficient Identification in Linear Structural Causal Models with Auxiliary Cutsets
121,Umer Siddique,Shanghai Jiao Tong University,Matthieu Zimmer,UM-SJTU JI,Learning Fair Policies in Multi-Objective (Deep) Reinforcement Learning with Average and Discounted Rewards
122,Sachin Goyal,Microsoft research,Prateek Jain,Microsoft Research,DROCC: Deep Robust One-Class Classification
123,Chiru Bhattacharyya,Indian Institute of Science,Ravindran Kannan,Microsoft Research India,Near-optimal sample complexity bounds for learning Latent $k-$polytopes and applications to Ad-Mixtures
124,Joao Monteiro,Institut National de la Recherche Scientifique (INRS),Tiago Falk,INRS-EMT,An end-to-end approach for the verification problem: learning the right distance
125,Lakshay Chauhan,Euclidean Technologies,Zachary Lipton,Carnegie Mellon University,Uncertainty-Aware Lookahead Factor Models for Quantitative Investing
126,Kartik Ahuja,IBM Research,Amit Dhurandhar,IBM Research,Invariant Risk Minimization Games
127,Jennifer Brennan,University of Washington,Kevin Jamieson,University of Washington,Estimating the Number and Effect Sizes of Non-null Hypotheses
128,Ricky Loynd,Microsoft Research,Matthew Hausknecht,Microsoft Research,Working Memory Graphs
129,Xingjian Li,Baidu Research,Dejing Dou,Baidu,RIFLE: Backpropagation in Depth for Deep Transfer Learning through Re-Initializing the Fully-connected LayEr
130,Quan Hoang,Monash University,Dinh Phung,"Monash University, Australia",Parameterized Rate-Distortion Stochastic Encoder
131,Zhiqing Sun,Carnegie Mellon University,Yiming Yang,Carnegie Mellon University,An EM Approach to Non-autoregressive Conditional Sequence Generation
132,Divyam Madaan,KAIST,Sung Ju Hwang,"KAIST, AITRICS",Adversarial Neural Pruning with Latent Vulnerability Suppression
133,Chandramouli Shama Sastry,Dalhousie University/Vector Institute,Sageev Oore,Dalhousie University and Vector Institute,Detecting Out-of-Distribution Examples with Gram Matrices
134,Yibo Jiang,Harvard University,Cengiz Pehlevan,Harvard University,Associative Memory in Iterated Overparameterized Sigmoid Autoencoders
135,Esteban Real,Google Research,Quoc Le,Google Brain,AutoML-Zero: Evolving Machine Learning Algorithms From Scratch
136,Yuhao Zhou,Tsinghua University,Jun Zhu,Tsinghua University,Nonparametric Score Estimators
137,Fereshte Khani,Stanford University,Percy Liang,Stanford University,Feature Noise Induces Loss Discrepancy Across Groups
138,Orlando Romero,Rensselaer Polytechnic Institute,mouhacine Benosman,MERL,Finite-Time Convergence in Continuous-Time Optimization
139,Chi Jin,Princeton University,Tiancheng Yu,MIT,Learning Adversarial Markov Decision Processes with Bandit Feedback and Unknown Transition
140,Randy Ardywibowo,Texas A&M University,Xiaoning Qian,Texas A&M University,NADS: Neural Architecture Distribution Search for Uncertainty Awareness
141,Dibya Ghosh,Google,Marc Bellemare,Google Brain,Representations for Stable Off-Policy Reinforcement Learning
142,Kunal Menda,Stanford University,Zachary Manchester,Stanford,Scalable Identification of Partially Observed Systems with Certainty-Equivalent EM
143,Naman Agarwal,Google Research,Zhou Lu,Princeton University,Boosting for Control of Dynamical Systems
144,Yufeng Zhang,Northwestern University,Zhaoran Wang,Northwestern U,Generative Adversarial Imitation Learning with Neural Network Parameterization: Global Optimality and Convergence Rate
145,Byung-Jun Lee,KAIST,Kee-Eung Kim,KAIST,Batch Reinforcement Learning with Hyperparameter  Gradients
146,Rie Johnson,RJ Research Consulting,Tong Zhang,HKUST,Guided Learning of Nonconvex Models through Successive Functional Gradient Optimization
147,Ron Amit,Technion – Israel Institute of Technology,Kamil Ciosek,Microsoft,Discount Factor as a Regularizer in Reinforcement Learning 
148,Martin Jankowiak,Uber AI Labs,Jacob Gardner,Uber AI Labs,Parametric Gaussian Process Regressors
149,Yun Yun Tsai,National Tsing Hua University,Tsung-Yi Ho,National Tsing Hua University,Transfer Learning without Knowing: Reprogramming Black-box Machine Learning Models with Scarce Data and Limited Resources
150,Nima Eshraghi,University of Toronto,Ben Liang,University of Toronto,Distributed Online Optimization over a Heterogeneous Network
151,Blake Woodworth,Toyota Technological Institute at Chicago,Nati Srebro,Toyota Technological Institute at Chicago,Is Local SGD Better than Minibatch SGD?
152,Sivakanth Gopi,Microsoft,Sergey Yekhanin,Microsoft,Differentially Private Set Union
153,Sebastian Pokutta,ZIB,Alfredo Torrico,"CERC Data Science, Polytechnique Montreal",On the Unreasonable Effectiveness of the Greedy Algorithm: Greedy Adapts to Sharpness
154,Baifeng Shi,Peking University,Jingdong Wang,Microsoft,Informative Dropout for Robust Representation Learning: A Shape-bias Perspective
155,Kaiwen Wu,University of Waterloo,Yaoliang Yu,University of Waterloo,Stronger and Faster Wasserstein Adversarial Attacks
156,Weihao Kong,University of Washington,Sewoong Oh,University of Washington,Meta-learning for Mixed Linear Regression
157,Beidi Chen,Rice University,Anima Anandkumar,Amazon AI & Caltech,Angular Visual Hardness
158,Aman Sinha,Stanford University,Russ Tedrake,MIT,FormulaZero: Distributionally Robust Online Adaptation via Offline Population Synthesis
159,Shangtong Zhang,University of Oxford,Shimon Whiteson,University of Oxford,GradientDICE: Rethinking Generalized Offline Estimation of Stationary Values
160,Saurabh Goyal,IBM Research - India,Ashish Verma,IBM Research,PoWER-BERT: Accelerating BERT Inference via Progressive Word-vector Elimination
161,Soumyabrata Pal,Umass Amherst,Arya Mazumdar,University of Massachusetts Amherst,Recovery of Sparse Signals from a Mixture of Linear Samples
162,Daniel Brown,University of Texas at Austin,Scott Niekum,University of Texas at Austin,Safe Imitation Learning via Fast Bayesian Reward Inference from Preferences
163,Hanjun Dai,Google Brain,Dale Schuurmans,Google / University of Alberta,Scalable Deep Generative Modeling for Sparse Graphs
164,Lechao Xiao,Google Research,Samuel Schoenholz,Google Brain,Disentangling Trainability and Generalization in Deep Neural Networks
165,Veronika Rockova,University of Chicago,Veronika Rockova,University of Chicago,On Semi-parametric Inference for BART
166,Gal Bahar,Technion – Israel Institute of Technology,Moshe Tennenholtz,Technion – Israel Institute of Technology,Fiduciary Bandits
167,Ivan Anokhin,Skolkovo Institute of Science and Technology,Dmitry Yarotsky,Skolkovo Institute of Science and Technology,Low-loss connection of weight vectors: distribution-based approaches
168,John Park,Northeastern University,Rose Yu,"University of California, San Diego",Multiresolution Tensor Learning for Efficient and Interpretable Spatial Analysis
169,Voot Tangkaratt,RIKEN AIP,Masashi Sugiyama,RIKEN / The University of Tokyo,Variational Imitation Learning with Diverse-quality Demonstrations
170,Jayadev Acharya,Cornell University,Ziteng Sun,Cornell University,Context Aware Local Differential Privacy
171,Guy Blanc,Stanford University,Li-Yang Tan,Stanford University,Provable guarantees for decision tree induction: the agnostic setting 
172,Debarghya Mukherjee,University of Michigan,Yuekai Sun,University of Michigan,Two Simple Ways to Learn Individual Fairness Metrics from Data
173,Daniel Jarrett,University of Cambridge,Mihaela van der Schaar,University of Cambridge and UCLA,Inverse Active Sensing: Modeling and Understanding Timely Decision-Making
174,Xiangning Chen,UCLA,Cho-Jui Hsieh,UCLA,Stabilizing Differentiable Architecture Search via Perturbation-based Regularization
175,Junzhe Zhang,Columbia University,Junzhe Zhang,Columbia University,Designing Optimal Dynamic Treatment Regimes: A Causal Reinforcement Learning Approach
176,Xianggen Liu,Tsinghua University,Jian Peng,UIUC,A Chance-Constrained Generative Framework for Sequence Optimization
177,Kainan Peng,Baidu Research,Kexin Zhao,Baidu,Non-Autoregressive Neural Text-to-Speech
178,Dara Bahri,Google Research,Maya Gupta,Google,Deep k-NN for Noisy Labels
179,Youngsuk Park,Stanford University,Handong Zhao,Adobe Research,Structured Policy Iteration for Linear Quadratic Regulator
180,Arman Hasanzadeh,Texas A&M University,Xiaoning Qian,Texas A&M University,Bayesian Graph Neural Networks with Adaptive Connection Sampling
181,Wenxian Shi,Bytedance,Lei Li,ByteDance AI Lab,Dispersed Exponential Family Mixture VAEs for Interpretable Text Generation
182,Eric Liang,"University of California, Berkeley",Peter Chen,COVARIANT.AI,Variable Skipping for Autoregressive Range Density Estimation
183,Wei Zhang,Facebook Inc.,David Page,Duke,CAUSE: Learning Granger Causality from Event Sequences using Attribution Methods
184,Arnab Bhattacharyya,National University of Singapore,Vinodchandran N. Variyam,"University of Nebraska, Lincoln",Learning and Sampling of Atomic Interventions from Observations
185,Ibrahim El Shar,University of Pittsburgh,Daniel Jiang,University of Pittsburgh,Lookahead-Bounded Q-learning
186,Arpit Agarwal,University of Pennsylvania,Prathamesh Patil,University of Pennsylvania,Rank Aggregation from Pairwise Comparisons in the Presence of Adversarial Corruptions
187,Megha Srivastava,Stanford University,Percy Liang,Stanford University,Robustness to Spurious Correlations via Human Annotations
188,Jingfeng Wu,Johns Hopkins University,Lin Yang,UCLA,Obtaining Adjustable Regularization for Free via Iterate Averaging
189,Jianyi Zhang,Duke University,Changyou Chen,SUNY Buffalo,Variance Reduction in Stochastic Particle-Optimization Sampling
190,Elan Rosenfeld,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Certified Robustness to Label-Flipping Attacks via Randomized Smoothing
191,Vivek Jayaram,University of Washington,John Thickstun,University of Washington,Source Separation with Deep Generative Priors
192,Dylan Foster,MIT,Alexander Rakhlin,MIT,Beyond UCB: Optimal and Efficient Contextual Bandits with Regression Oracles
193,Shiori Sagawa,Stanford University,Percy Liang,Stanford University,An Investigation of Why Overparameterization Exacerbates Spurious Correlations
194,Duo Chai,Shannon.AI,Jiwei Li,Shannon.AI,Description Based Text Classification with Reinforcement Learning
195,Taejong Joo,ESTsoft,Min-Gwan Seo,ESTsoft,Being Bayesian about Categorical Probability
196,Hippolyte Bourel,ENS Rennes,Mohammad Sadegh Talebi,University of Copenhagen,Tightening Exploration in Upper Confidence Reinforcement Learning
197,Rui Wang,Uber AI,Ken Stanley,OpenAI,Enhanced POET: Open-ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions
198,Somdeb Majumdar,Intel Labs,Kagan Tumer,Oregon State University US,Evolutionary Reinforcement Learning for Sample-Efficient Multiagent Coordination
199,Dongruo Zhou,UCLA,Quanquan Gu,"University of California, Los Angeles",Neural Contextual Bandits with UCB-based Exploration
200,Sicheng Zhu,University of Virginia,David Evans,University of Virginia,Learning Adversarially Robust Representations via Worst-Case Mutual Information Maximization
201,Kelvin Guu,Google,Mingwei Chang,Google,Retrieval Augmented Language Model Pre-Training
202,Raphaël Dang-Nhu,ETH Zürich,Martin Vechev,ETH Zurich,Adversarial Attacks on Probabilistic Autoregressive Forecasting Models
203,Runxue Bao,University of Pittsburgh,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Fast OSCAR and OWL Regression via Safe Screening Rules
204,Mahsa Ghasemi,The University of Texas at Austin,Ufuk Topcu,University of Texas at Austin,Task-Oriented Active Perception and Planning in Environments with Partially Known Semantics
205,Xiaochen Wang,Yale University,Donald Lee,Emory University,BoXHED: Boosted eXact Hazard Estimator with Dynamic covariates
206,Salman Sadiq Shuvo,University of South Florida,Mark Hafen,University of South Florida,A Markov Decision Process Model for Socio-Economic Systems Impacted by Climate Change
207,Yi Li,Nanyang Technological University,Hanrui Zhang,Duke University,Nearly Linear Row Sampling Algorithm for Quantile Regression
208,Florian Wenzel,Google Research,Sebastian Nowozin,Microsoft Research,How Good is the Bayes Posterior in Deep Neural Networks Really?
209,Yang Zhao,University at Buffalo,Changyou Chen,SUNY Buffalo,Feature Quantization Improves GAN Training
210,Ilay Luz,Weizmann Institute of Science,Irad Yavneh,Technion,Learning Algebraic Multigrid Using Graph Neural Networks
211,Qing Li,UCLA,Song-Chun Zhu,UCLA,"Closed Loop Neural-Symbolic Learning via Integrating Neural Perception, Grammar Parsing, and Symbolic Reasoning"
212,Mukund Sundararajan,Google Inc.,Amir Najmi,Google,The Many Shapley Values for Model Explanation
213,Sang-Hyun Lee,Seoul National University,Seung-Woo Seo,Seoul National University,Learning Compound Tasks without Task-specific Knowledge via Imitation and Self-supervised Learning
214,Supratim Shit,IIT Gandhinagar,Anirban Dasgupta,IIT Gandhinagar,Streaming Coresets for Symmetric Tensor Factorization
215,Donald Hejna,UC Berkeley,Pieter Abbeel,UC Berkeley,Hierarchically Decoupled Imitation For Morphological Transfer
216,Ali Teshnizi,Sharif University of Technology,Negar Kiyavash,École Polytechnique Fédérale de Lausanne,LazyIter: A Fast Algorithm for Counting Markov Equivalent DAGs and Designing Experiments
217,Liang Ding,Texas A&M University,Shahin Shahrampour,Texas A&M University,Generalization Guarantees for Sparse Kernel Approximation with Entropic Optimal Features
