,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
129,2019,Tingfung Lau,Carnegie Mellon University,Zachary C. Lipton,Carnegie Mellon University,MLHC,Embryo Staging with Weakly-Supervised Region Selection and Dynamically-Decoded Predictions.,6,http://proceedings.mlr.press/v106/lau19a.html,https://dblp.org/rec/conf/mlhc/LauNGDML19
130,2019,Hao-Chih Lee,Icahn School of Medicine at Mount Sinai,Joel T. Dudley,Icahn School of Medicine at Mount Sinai,MLHC,Enhancing high-content imaging for studying microtubule networks at large-scale.,4,http://proceedings.mlr.press/v106/lee19a.html,https://dblp.org/rec/conf/mlhc/LeeCMD19
131,2019,Guanxiong Liu,University of Toronto,Marzyeh Ghassemi,University of Toronto,MLHC,Clinically Accurate Chest X-Ray Report Generation.,7,http://proceedings.mlr.press/v106/liu19a.html,https://dblp.org/rec/conf/mlhc/LiuHMBWSG19
132,2019,Mark Mirtchouk,Stevens Institute of Technology,Samantha Kleinberg,Stevens Institute of Technology,MLHC,Automated Estimation of Food Type from Body-worn Audio and Motion Sensors in Free-Living Environments.,4,http://proceedings.mlr.press/v106/mirtchouk19a.html,https://dblp.org/rec/conf/mlhc/MirtchoukMDK19
133,2019,Michael Moor,ETH Zurich,Karsten M. Borgwardt,ETH Zurich,MLHC,Early Recognition of Sepsis with Gaussian Process Temporal Convolutional Networks and Dynamic Time Warping.,5,http://proceedings.mlr.press/v106/moor19a.html,https://dblp.org/rec/conf/mlhc/MoorHRRB19
134,2019,Supriya Nagesh,Georgia Institute of Technology,James M. Rehg,Georgia Institute of Technology,MLHC,A Spatiotemporal Approach to Predicting Glaucoma Progression Using a CT-HMM.,6,http://proceedings.mlr.press/v106/nagesh19a.html,https://dblp.org/rec/conf/mlhc/NageshM0WSR19
135,2019,Chirag Nagpal, Carnegie Mellon University,Artur Dubrawski,Carnegie Mellon University,MLHC,Dynamically Personalized Detection of Hemorrhage.,4,http://proceedings.mlr.press/v106/nagpal19a.html,https://dblp.org/rec/conf/mlhc/NagpalLPD19
136,2019,Bret Nestor,Vector Institute,Marzyeh Ghassemi,Vector Institute,MLHC,Feature Robustness in Non-stationary Health Records - Caveats to Deployable Model Performance in Common Clinical Machine Learning Tasks.,8,http://proceedings.mlr.press/v106/nestor19a.html,https://dblp.org/rec/conf/mlhc/NestorMBBNHGG19
137,2019,Jeeheh Oh,University of Michigan,Jenna Wiens,University of Michigan,MLHC,Relaxed Parameter Sharing - Effectively Modeling Time-Varying Relationships in Clinical Time-Series.,5,http://proceedings.mlr.press/v106/oh19a.html,https://dblp.org/rec/conf/mlhc/OhWTSW19
138,2019,Jose Javier Gonzalez Ortiz,Massachusetts Institute of Technology,Marzyeh Ghassemi,Vector Institute,MLHC,Learning from Few Subjects with Large Amounts of Voice Monitoring Data.,6,http://proceedings.mlr.press/v106/ortiz19a.html,https://dblp.org/rec/conf/mlhc/OrtizMSHGG19
