,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
10,2017,Albert Haque,Stanford University,,Li Fei-Fei 0001,Stanford University,,MLHC,Towards Vision-Based Smart Hospitals - A System for Tracking and Monitoring Hand Hygiene Compliance.,13,http://proceedings.mlr.press/v68/haque17a.html,https://dblp.org/rec/conf/mlhc/HaqueGAYLRJDBSP17
11,2017,Kazi T. Islam,University of California,,Randall C. Wetzel,Childrens Hospital,,MLHC,Marked Point Process for Severity of Illness Assessment.,4,http://proceedings.mlr.press/v68/islam17a.html,https://dblp.org/rec/conf/mlhc/IslamSCW17
12,2017,Maria Jahja,North Carolina State University,,Daniel J. Lizotte,University of Western Ontario,,MLHC,Visualizing Clinical Significance with Prediction and Tolerance Regions.,2,http://proceedings.mlr.press/v68/jahja17a.html,https://dblp.org/rec/conf/mlhc/JahjaL17
13,2017,Ronnachai Jaroensri,Massachusetts Institute of Technology,,John V. Guttag,Massachusetts Institute of Technology,,MLHC,A Video-Based Method for Automatically Rating Ataxia.,7,http://proceedings.mlr.press/v68/jaroensri17a.html,https://dblp.org/rec/conf/mlhc/JaroensriZBLSDG17
14,2017,Alistair E. W. Johnson,Massachussetts Institute of Technology,,Roger G. Mark,Massachussetts Institute of Technology,,MLHC,Reproducibility in critical care - a mortality prediction case study.,3,http://proceedings.mlr.press/v68/johnson17a.html,https://dblp.org/rec/conf/mlhc/JohnsonPM17
15,2017,Hei Law,University of Michigan,,Jia Deng 0001,University of Michigan,,MLHC,Surgeon Technical Skill Assessment using Computer Vision based Analysis.,3,http://proceedings.mlr.press/v68/law17a.html,https://dblp.org/rec/conf/mlhc/LawGD17
16,2017,Yuan Ling,Philips Research North America,,Oladimeji Farri,Philips Research North America,,MLHC,Diagnostic Inferencing via Improving Clinical Concept Extraction with Deep Reinforcement Learning - A Preliminary Study.,7,http://proceedings.mlr.press/v68/ling17a.html,https://dblp.org/rec/conf/mlhc/LingHDQLLF17
17,2017,Elizabeth C. Lorenzi,Duke University,,Katherine A. Heller,Duke University,,MLHC,Predictive Hierarchical Clustering - Learning clusters of CPT codes for improving surgical outcomes.,4,http://proceedings.mlr.press/v68/lorenzi17a.html,https://dblp.org/rec/conf/mlhc/LorenziBSH17
18,2017,Nathan H. Ng,University of California,,Zachary C. Lipton,University of California,,MLHC,Predicting Surgery Duration with Neural Heteroscedastic Regression.,5,http://proceedings.mlr.press/v68/ng17a.html,https://dblp.org/rec/conf/mlhc/NgGMEL17
19,2017,Arya A. Pourzanjani,University of California,,Linda R. Petzold,University of California,,MLHC,Understanding Coagulopathy using Multi-view Data in the Presence of Sub-Cohorts - A Hierarchical Subspace Approach.,5,http://proceedings.mlr.press/v68/pourzanjani17a.html,https://dblp.org/rec/conf/mlhc/PourzanjaniWJCP17
20,2017,Aniruddh Raghu,Massachussetts Institute of Technology,,Marzyeh Ghassemi,Massachusetts Institute of Technology,,MLHC,Continuous State-Space Models for Optimal Sepsis Treatment - a Deep Reinforcement Learning Approach.,5,http://proceedings.mlr.press/v68/raghu17a.html,https://dblp.org/rec/conf/mlhc/RaghuKCSG17
21,2017,Matteo Ruffini,Universitat PolitЏcnica de Catalunya,,Esther Limon,Institut Catal€ de la Salut,,MLHC,Clustering Patients with Tensor Decomposition.,3,http://proceedings.mlr.press/v68/ruffini17a.html,https://dblp.org/rec/conf/mlhc/RuffiniGL17
22,2017,Harini Suresh,Massachussetts Institute of Technology,,Marzyeh Ghassemi,Massachusetts Institute of Technology,,MLHC,Clinical Intervention Prediction and Understanding with Deep Neural Networks.,6,http://proceedings.mlr.press/v68/suresh17a.html,https://dblp.org/rec/conf/mlhc/SureshHJCSG17
23,2017,Zihan Wang,University of Toronto,,Orion J. Buske,Hospital for Sick Children,,MLHC,Towards a Directory of Rare Disease Specialists - Identifying Experts from Publication History.,3,http://proceedings.mlr.press/v68/wang17a.html,https://dblp.org/rec/conf/mlhc/WangBB17
24,2017,Jeremy C. Weiss,Carnegie Mellon University,,Jeremy C. Weiss,Carnegie Mellon University,,MLHC,Piecewise-constant parametric approximations for survival learning.,1,http://proceedings.mlr.press/v68/weiss17a.html,https://dblp.org/rec/conf/mlhc/Weiss17
25,2017,Yinchong Yang,Ludwig Maximilians University Munich,,Volker Tresp,Ludwig Maximilians University Munich,,MLHC,Modeling Progression Free Survival in Breast Cancer with Tensorized Recurrent Neural Networks and Accelerated Failure Time Models.,3,http://proceedings.mlr.press/v68/yang17a.html,https://dblp.org/rec/conf/mlhc/YangFT17
26,2017,Finale Doshi-Velez,nan,,Jenna Wiens,nan,,MLHC,"Proceedings of the Machine Learning for Health Care Conference, MLHC 2017, Boston, Massachusetts, USA, 18-19 August 2017",6,http://proceedings.mlr.press/v68/,https://dblp.org/rec/conf/mlhc/2017
27,2016,Bilal Ahmed,Tufts University,,Carla E. Brodley,Northeastern University,,MLHC,Multi-task Learning with Weak Class Labels - Leveraging iEEG to Detect Cortical Lesions in Cryptogenic Epilepsy.,7,http://proceedings.mlr.press/v56/Ahmed16.html,https://dblp.org/rec/conf/mlhc/AhmedTBKDDB16
28,2016,Edward Choi,Georgia Institute of Technology,,Jimeng Sun,Georgia Institute of Technology,,MLHC,Doctor AI - Predicting Clinical Events via Recurrent Neural Networks.,5,http://proceedings.mlr.press/v56/Choi16.html,https://dblp.org/rec/conf/mlhc/ChoiBSSS16
29,2016,Joseph Futoma 0001,Duke University,,Katherine A. Heller,Duke University,,MLHC,Predicting Disease Progression with a Model for Multivariate Longitudinal Clinical Data.,4,http://proceedings.mlr.press/v56/Futoma16.html,https://dblp.org/rec/conf/mlhc/FutomaSCH16
30,2016,Konstantinos Georgatzis,University of Edinburgh,,Christopher Hawthorne,University of Edinburgh,,MLHC,Input-Output Non-Linear Dynamical Systems applied to Physiological Condition Monitoring.,3,http://proceedings.mlr.press/v56/Georgatzis16.html,https://dblp.org/rec/conf/mlhc/GeorgatzisWH16
31,2016,Marzyeh Ghassemi,Massachussetts Institute of Technology,,John V. Guttag,Massachusetts Institute of Technology,,MLHC,Uncovering Voice Misuse Using Symbolic Mismatch.,6,http://proceedings.mlr.press/v56/Ghassemi16.html,https://dblp.org/rec/conf/mlhc/GhassemiSMSHG16
32,2016,Yoni Halpern,New York University,,David A. Sontag,New York University,,MLHC,Clinical Tagging with Joint Probabilistic Models.,3,http://proceedings.mlr.press/v56/Halpern16.html,https://dblp.org/rec/conf/mlhc/HalpernHS16
33,2016,Shalmali Joshi,The University of Texas at Austin,,Joydeep Ghosh,The University of Texas at Austin,,MLHC,Identifiable Phenotyping using Constrained Non-Negative Matrix Factorization.,4,http://proceedings.mlr.press/v56/Joshi16.html,https://dblp.org/rec/conf/mlhc/JoshiGSG16
34,2016,Zachary C. Lipton,University of California,,Randall C. Wetzel,University of California,,MLHC,Directly Modeling Missing Data in Sequences with RNNs - Improved Classification of Clinical Time Series.,3,http://proceedings.mlr.press/v56/Lipton16.html,https://dblp.org/rec/conf/mlhc/LiptonKW16
35,2016,Yun Liu 0013,Massachussetts Institute of Technology,,Huey-Jen Su,National Cheng Kung University,,MLHC,Transferring Knowledge from Text to Predict Disease Onset.,6,http://proceedings.mlr.press/v56/Liu16.html,https://dblp.org/rec/conf/mlhc/LiuSGCCLS16
36,2016,John A. Quinn,Makerere University,,Alfred Andama,Makerere University,,MLHC,Deep Convolutional Neural Networks for Microscopy-Based Point of Care Diagnostics.,6,http://proceedings.mlr.press/v56/Quinn16.html,https://dblp.org/rec/conf/mlhc/QuinnNMBLA16
37,2016,Rajesh Ranganath,Princeton University,,David M. Blei,Columbia University,,MLHC,Deep Survival Analysis.,4,http://proceedings.mlr.press/v56/Ranganath16.html,https://dblp.org/rec/conf/mlhc/RanganathPEB16
38,2016,Narges Razavian,New York University,,David A. Sontag,New York University,,MLHC,Multi-task Prediction of Disease Onsets from Longitudinal Laboratory Tests.,3,http://proceedings.mlr.press/v56/Razavian16.html,https://dblp.org/rec/conf/mlhc/RazavianMS16
39,2016,Rhiannon V. Rose,Western University,,Daniel J. Lizotte,Western University,,MLHC,gLOP - the global and Local Penalty for Capturing Predictive Heterogeneity.,2,http://proceedings.mlr.press/v56/Rose16.html,https://dblp.org/rec/conf/mlhc/RoseL16
40,2016,Peter J. SchГјffler,Memorial Sloan Kettering Cancer Center,,Thomas J. Fuchs,Memorial Sloan Kettering Cancer Center,,MLHC,Mitochondria-based Renal Cell Carcinoma Subtyping - Learning from Deep vs. Flat Feature Representations.,6,http://proceedings.mlr.press/v56/Schuffler16.html,https://dblp.org/rec/conf/mlhc/SchufflerSMRTF16
41,2016,Pierre Thodoroff,McGill University,,Andrew Lim 0002,University of Toronto,,MLHC,Learning Robust Features using Deep Learning for Automatic Seizure Detection.,3,http://proceedings.mlr.press/v56/Thodoroff16.html,https://dblp.org/rec/conf/mlhc/ThodoroffPL16
42,2016,Truyen Tran 0001,Deakin University,,Svetha Venkatesh,Deakin University,,MLHC,Preterm Birth Prediction - Stable Selection of Interpretable Rules from High Dimensional Data.,6,http://proceedings.mlr.press/v56/Tran16.html,https://dblp.org/rec/conf/mlhc/TranLPMRV16
43,2016,Ilia Vovsha,Columbia University,,Ronald J. Wapner,Columbia University Medical Center,,MLHC,Using Kernel Methods and Model Selection for Prediction of Preterm Birth.,11,http://proceedings.mlr.press/v56/Vovsha16.html,https://dblp.org/rec/conf/mlhc/VovshaSRKRRRHDT16
44,2016,Yanbo Xu,Johns Hopkins University,,Suchi Saria,Johns Hopkins University,,MLHC,A Non-parametric Bayesian Approach for Estimating Treatment-Response Curves from Sparse Time Series.,3,http://proceedings.mlr.press/v56/Xu16.html,https://dblp.org/rec/conf/mlhc/XuXS16
45,2016,Cheng Zhang 0005,KTH Royal Institute of Technology,,Bo C. Bertilson, Karolinska Institutet,,MLHC,Diagnostic Prediction Using Discomfort Drawings with IBTM.,4,http://proceedings.mlr.press/v56/Zhang16.html,https://dblp.org/rec/conf/mlhc/ZhangKEB16
46,2016,Finale Doshi-Velez,nan,,Jenna Wiens,nan,,MLHC,"Proceedings of the 1st Machine Learning in Health Care, MLHC 2016, Los Angeles, CA, USA, August 19-20, 2016",5,http://proceedings.mlr.press/v56/,https://dblp.org/rec/conf/mlhc/2016
47,2020,Yuan Luo 0004,Northwestern University,,Chengsheng Mao,Northwestern University,,MLHC,ScanMap - Supervised Confounding Aware Non-negative Matrix Factorization for Polygenic Risk Modeling.,2,http://proceedings.mlr.press/v126/luo20a.html,https://dblp.org/rec/conf/mlhc/0004M20
48,2020,George-Alexandru Adam,University of Toronto,,Anna Goldenberg,University of Toronto,,MLHC,Hidden Risks of Machine Learning Applied to Healthcare - Unintended Feedback Loops Between Models and Future Data Causing Model Degradation.,4,http://proceedings.mlr.press/v126/adam20a.html,https://dblp.org/rec/conf/mlhc/AdamCHG20
49,2020,Riddhiman Adib,Marquette University,,Mohammad Adibuzzaman,Purdue University,,MLHC,A Causally Formulated Hazard Ratio Estimation through Backdoor Adjustment on Structural Causal Model.,4,http://proceedings.mlr.press/v126/adib20a.html,https://dblp.org/rec/conf/mlhc/AdibGAA20
50,2020,Monica Agrawal,Massachusetts Institute of Technology,,David Sontag,Massachusetts Institute of Technology,,MLHC,Robust Benchmarking for Machine Learning of Clinical Entity Extraction.,5,http://proceedings.mlr.press/v126/agrawal20a.html,https://dblp.org/rec/conf/mlhc/AgrawalOFLS20
51,2020,Srikesh Arunajadai,Kantar Inc. (Health Division),,Tom Haskell,Kantar Inc. (Health Division),,MLHC,Addressing Sample Size Challenges in Linked Data Through Data Fusion.,3,http://proceedings.mlr.press/v126/arunajadai20a.html,https://dblp.org/rec/conf/mlhc/ArunajadaiLH20
52,2020,Hari Bandi,Massachusetts Institute of Technology,,Dimitris Bertsimas,Massachusetts Institute of Technology,,MLHC,Optimizing Influenza Vaccine Composition - From Predictions to Prescriptions.,2,http://proceedings.mlr.press/v126/bandi20a.html,https://dblp.org/rec/conf/mlhc/BandiB20
53,2020,Oswald Barral,University of British Columbia,,Thalia Shoshana Field,University of British Columbia,,MLHC,Non-Invasive Classification of Alzheimer's Disease Using Eye Tracking and Language.,8,http://proceedings.mlr.press/v126/barral20a.html,https://dblp.org/rec/conf/mlhc/BarralJNSSCCF20
54,2020,Tom Beer,Israel Institute of Technology,,Uri Shalit,Israel Institute of Technology,,MLHC,Using deep networks for scientific discovery in physiological signals.,5,http://proceedings.mlr.press/v126/beer20a.html,https://dblp.org/rec/conf/mlhc/BeerEGES20
55,2020,George H. Chen,Carnegie Mellon University,,George H. Chen,Carnegie Mellon University,,MLHC,Deep Kernel Survival Analysis and Subject-Specific Survival Time Prediction Intervals.,1,http://proceedings.mlr.press/v126/chen20a.html,https://dblp.org/rec/conf/mlhc/Chen20
56,2020,Matthew Engelhard,Duke University,,Ricardo Henao,Duke University,,MLHC,Neural Conditional Event Time Models.,4,http://proceedings.mlr.press/v126/engelhard20a.html,https://dblp.org/rec/conf/mlhc/EngelhardBDH20
57,2020,Ian Fox,University of Michigan,,Jenna Wiens,University of Michigan,,MLHC,Deep Reinforcement Learning for Closed-Loop Blood Glucose Control.,4,http://proceedings.mlr.press/v126/fox20a.html,https://dblp.org/rec/conf/mlhc/FoxLPW20
58,2020,Lovedeep Gondara,Simon Fraser University,,Ke Wang 0001,Simon Fraser University,,MLHC,Differentially Private Survival Function Estimation.,2,http://proceedings.mlr.press/v126/gondara20a.html,https://dblp.org/rec/conf/mlhc/Gondara020
59,2020,Divya Gopinath,Massachusetts Institute of Technology,,David A. Sontag,Massachusetts Institute of Technology,,MLHC,"Fast, Structured Clinical Documentation via Contextual Autocomplete.",6,http://proceedings.mlr.press/v126/gopinath20a.html,https://dblp.org/rec/conf/mlhc/GopinathAMHKS20
60,2020,Hadia Hameed,Stevens Institute of Technology,,Samantha Kleinberg,Stevens Institute of Technology,,MLHC,Comparing Machine Learning Techniques for Blood Glucose Forecasting Using Free-living and Patient Generated Data.,2,http://proceedings.mlr.press/v126/hameed20a.html,https://dblp.org/rec/conf/mlhc/HameedK20
61,2020,Stefan Hegselmann,University of M _unster,,Christian Ertmer,University  Hospital  M _unster,,MLHC,An Evaluation of the Doctor-Interpretability of Generalized Additive Models with Interactions.,6,http://proceedings.mlr.press/v126/hegselmann20a.html,https://dblp.org/rec/conf/mlhc/HegselmannVOGDE20
62,2020,Szu-Yeu Hu,Massachusetts General Hospital,,Anthony E. Samir,Massachusetts General Hospital,,MLHC,Self-Supervised Pretraining with DICOM metadata in Ultrasound Imaging.,9,http://proceedings.mlr.press/v126/hu20a.html,https://dblp.org/rec/conf/mlhc/HuWWWWOLKS20
63,2020,Dmitry Yu. Isaev,Duke University,,David Carlson,Duke University,,MLHC,Attention-Based Network for Weak Labels in Neonatal Seizure Detection.,8,http://proceedings.mlr.press/v126/isaev20a.html,https://dblp.org/rec/conf/mlhc/IsaevTCTMBSC20
64,2020,Sarah Jabbour,University of Michigan,,Jenna Wiens,University of Michigan,,MLHC,Deep Learning Applied to Chest X-Rays - Exploiting and Preventing Shortcuts.,5,http://proceedings.mlr.press/v126/jabbour20a.html,https://dblp.org/rec/conf/mlhc/JabbourFKSW20
65,2020,Aakash Kaku,New York University,,Carlos Fernandez-Granda,New York University,,MLHC,Towards data-driven stroke rehabilitation via wearable sensors and deep learning.,6,http://proceedings.mlr.press/v126/kaku20a.html,https://dblp.org/rec/conf/mlhc/KakuPVPSF20
66,2020,Mijung Kim,Ghent University,,Wesley De Neve,Ghent University,,MLHC,MRI-based Diagnosis of Rotator Cuff Tears using Deep Learning and Weighted Linear Combinations.,6,http://proceedings.mlr.press/v126/kim20a.html,https://dblp.org/rec/conf/mlhc/KimPKKHN20
67,2020,Justin R. Lovelace,Texas A&M University,,Bobak J. Mortazavi,Texas A&M University,,MLHC,Dynamically Extracting Outcome-Specific Problem Lists from Clinical Notes with Guided Multi-Headed Attention.,4,http://proceedings.mlr.press/v126/lovelace20a.html,https://dblp.org/rec/conf/mlhc/LovelaceHHM20
68,2020,Diyuan Lu,Frankfurt am Main,,Jochen Triesch,Frankfurt am Main,,MLHC,Towards Early Diagnosis of Epilepsy from EEG Data.,6,http://proceedings.mlr.press/v126/lu20a.html,https://dblp.org/rec/conf/mlhc/LuBNCRT20
69,2020,Matthew B. A. McDermott,Massachusetts Institute of Technology,,Peter Szolovits,Massachusetts Institute of Technology,,MLHC,"CheXpert++ - Approximating the CheXpert Labeler for Speed, Differentiability, and Probabilistic Output.",5,http://proceedings.mlr.press/v126/mcdermott20a.html,https://dblp.org/rec/conf/mlhc/McDermottHWGS20
70,2020,Denis Jered McInerney,Northeastern University,,Byron C. Wallace,Northeastern University,,MLHC,Query-Focused EHR Summarization to Aid Imaging Diagnosis.,6,http://proceedings.mlr.press/v126/mcinerney20a.html,https://dblp.org/rec/conf/mlhc/McInerneyDTYMW20
71,2020,Andrew C. Miller,Apple,,Emily B. Fox,Apple,,MLHC,Learning Insulin-Glucose Dynamics in the Wild.,3,http://proceedings.mlr.press/v126/miller20a.html,https://dblp.org/rec/conf/mlhc/MillerFF20
72,2020,Do June Min,University of Michigan,,Rada Mihalcea,University of Michigan,,MLHC,UPSTAGE - Unsupervised Context Augmentation for Utterance Classification in Patient-Provider Communication.,5,http://proceedings.mlr.press/v126/min20a.html,https://dblp.org/rec/conf/mlhc/MinPKHM20
73,2020,James Mullenbach,nan,,David A. Sontag,Massachusetts Institute of Technology,,MLHC,Knowledge Base Completion for Constructing Problem-Oriented Medical Records.,5,http://proceedings.mlr.press/v126/mullenbach20a.html,https://dblp.org/rec/conf/mlhc/MullenbachSMDS20
74,2020,Samaneh Nasiri,Emory University School of Medicine,,Gari D. Clifford,Georgia Institute of Technology,,MLHC,Attentive Adversarial Network for Large-Scale Sleep Staging.,2,http://proceedings.mlr.press/v126/nasiri20a.html,https://dblp.org/rec/conf/mlhc/NasiriC20
75,2020,Bret Nestor,University of Toronto,,Marzyeh Ghassemi,University of Toronto,,MLHC,Preparing a Clinical Support Model for Silent Mode in General Internal Medicine.,10,http://proceedings.mlr.press/v126/nestor20a.html,https://dblp.org/rec/conf/mlhc/NestorMVPMKDMGG20
76,2020,A. Demetri Pananos,Western University,,Daniel J. Lizotte,Western University,,MLHC,Comparisons Between Hamiltonian Monte Carlo and Maximum A Posteriori For A Bayesian Model For Apixaban Induction Dose & Dose Personalization.,2,http://proceedings.mlr.press/v126/pananos20a.html,https://dblp.org/rec/conf/mlhc/PananosL20
77,2020,Sonali Parbhoo,Harvard University,,Finale Doshi-Velez,Harvard University,,MLHC,Transfer Learning from Well-Curated to Less-Resourced Populations with HIV.,4,http://proceedings.mlr.press/v126/parbhoo20a.html,https://dblp.org/rec/conf/mlhc/ParbhooW0D20
78,2020,Asif Rahman,Philips Research North America,,Minnan Xu-Wilson,Philips Research North America,,MLHC,Phenotyping with Prior Knowledge using Patient Similarity.,4,http://proceedings.mlr.press/v126/rahman20a.html,https://dblp.org/rec/conf/mlhc/RahmanCCX20
79,2020,Shems Saleh,Vector Institute,,Tristan Naumann,Microsoft Research,,MLHC,Clinical Collabsheets - 53 Questions to Guide a Clinical Collaboration.,4,http://proceedings.mlr.press/v126/saleh20a.html,https://dblp.org/rec/conf/mlhc/SalehBEN20
80,2020,Benjamin Schloss,"Abridge AI, Inc.",,Sandeep Konam,"Abridge AI, Inc.",,MLHC,Towards an Automated SOAP Note - Classifying Utterances from Medical Conversations.,2,http://proceedings.mlr.press/v126/schloss20a.html,https://dblp.org/rec/conf/mlhc/SchlossK20
81,2020,Kristen A. Severson,IBM Research,,Soumya Ghosh,IBM Research,,MLHC,Personalized Input-Output Hidden Markov Models for Disease Progression Modeling.,6,http://proceedings.mlr.press/v126/severson20a.html,https://dblp.org/rec/conf/mlhc/SeversonCSNHG20
82,2020,Uri Shaham,Yale University,,Harlan M. Krumholz,Yale University,,MLHC,Learning to Ask Medical Questions using Reinforcement Learning.,6,http://proceedings.mlr.press/v126/shaham20a.html,https://dblp.org/rec/conf/mlhc/ShahamZCMMK20
83,2020,Shijing Si,Duke University,,Lawrence Carin,Duke University,,MLHC,Students Need More Attention - BERT-based Attention Model for Small Data with Application to Automatic Patient Message Triage.,7,http://proceedings.mlr.press/v126/si20a.html,https://dblp.org/rec/conf/mlhc/SiWWZD0C20
84,2020,Yifeng Tao,Carnegie Mellon University,,Xinghua Lu,University of Pittsburgh,,MLHC,Predicting Drug Sensitivity of Cancer Cell Lines via Collaborative Filtering with Contextual Attention.,5,http://proceedings.mlr.press/v126/tao20a.html,https://dblp.org/rec/conf/mlhc/TaoRDSL20
85,2020,Lida Zhang,Texas A&M University,,Bobak Jack Mortazavi,Texas A&M University,,MLHC,Developing Personalized Models of Blood Pressure Estimation from Wearable Sensors Data Using Minimally-trained Domain Adversarial Neural Networks.,7,http://proceedings.mlr.press/v126/zhang20a.html,https://dblp.org/rec/conf/mlhc/ZhangHISKJM20
86,2020,Dongyu Zhang,Worcester Polytechnic Institute,,Elke A. Rundensteiner,Worcester Polytechnic Institute,,MLHC,Time-Aware Transformer-based Network for Clinical Notes Series Prediction.,4,http://proceedings.mlr.press/v126/zhang20c.html,https://dblp.org/rec/conf/mlhc/ZhangTSR20
87,2020,Renyu Zhang,University of Chicago,,Aly A. Khan,University of Chicago,,MLHC,Evaluating and interpreting caption prediction for histopathology images.,4,http://proceedings.mlr.press/v126/zhang20b.html,https://dblp.org/rec/conf/mlhc/ZhangWGK20
88,2020,Finale Doshi-Velez,nan,,Jenna Wiens,nan,,MLHC,"Proceedings of the Machine Learning for Healthcare Conference, MLHC 2020, 7-8 August 2020, Virtual Event, Durham, NC, USA.",7,http://proceedings.mlr.press/v126/,https://dblp.org/rec/conf/mlhc/2020
89,2018,Alexis Bellot,University of Oxford,,Mihaela van der Schaar,University of Oxford,,MLHC,Boosted Trees for Risk Prognosis.,2,http://proceedings.mlr.press/v85/bellot18a.html,https://dblp.org/rec/conf/mlhc/BellotS18
90,2018,Willie Boag,Massachusetts Institute of Technology,,Marzyeh Ghassemi,University of Toronto,,MLHC,Racial Disparities and Mistrust in End-of-Life Care.,5,http://proceedings.mlr.press/v85/boag18a.html,https://dblp.org/rec/conf/mlhc/BoagSCSG18
91,2018,Scott Buffett,National Research Council Canada,,Di Jiang,National Research Council Canada,,MLHC,Pattern-Based Behavioural Analysis on Neurosurgical Simulation Data.,3,http://proceedings.mlr.press/v85/buffett18a.html,https://dblp.org/rec/conf/mlhc/BuffettPJ18
92,2018,Vanessa D'Amario,Universit`a degli Studi di Genova,,Lino Nobili,Ospedale CaХ Granda Niguarda,,MLHC,Multi-task multiple kernel learning reveals relevant frequency bands for critical areas localization in focal epilepsy.,6,http://proceedings.mlr.press/v85/d-amario18a.html,https://dblp.org/rec/conf/mlhc/DAmarioTTABN18
93,2018,Audrey Durand,McGill University,,Joelle Pineau,McGill University,,MLHC,Contextual Bandits for Adapting Treatment in a Mouse Model of de Novo Carcinogenesis.,6,http://proceedings.mlr.press/v85/durand18a.html,https://dblp.org/rec/conf/mlhc/DurandAISMP18
94,2018,Matthew Engelhard,Duke University School of Medicine,,F. Joseph McClernon,Duke University School of Medicine,,MLHC,Predicting Smoking Events with a Time-Varying Semi-Parametric Hawkes Process Model.,6,http://proceedings.mlr.press/v85/engelhard18a.html,https://dblp.org/rec/conf/mlhc/EngelhardXCOHM18
95,2018,Jacob Fauber,University of California,,Christian R. Shelton,University of California,,MLHC,"Modeling ""Presentness"" of Electronic Health Record Data to Improve Patient State Estimation.",2,http://proceedings.mlr.press/v85/fauber18a.html,https://dblp.org/rec/conf/mlhc/FauberS18
96,2018,Jen J. Gong,Massachusetts Institute of Technology,,John V. Guttag,Massachusetts Institute of Technology,,MLHC,Learning to Summarize Electronic Health Records Using Cross-Modality Correspondences.,2,http://proceedings.mlr.press/v85/gong18a.html,https://dblp.org/rec/conf/mlhc/GongG18
97,2018,Sebastian D. Goodfellow,The Hospital for Sick Children,,Danny Eytan,The Hospital for Sick Children,,MLHC,Towards Understanding ECG Rhythm Classification Using Convolutional Neural Networks and Attention Mappings.,6,http://proceedings.mlr.press/v85/goodfellow18a.html,https://dblp.org/rec/conf/mlhc/GoodfellowGGLME18
98,2018,Stefan Hegselmann,University of M _unster,,Martin Dugas,University of M _unster,,MLHC,Reproducible Survival Prediction with SEER Cancer Data.,4,http://proceedings.mlr.press/v85/hegselmann18a.html,https://dblp.org/rec/conf/mlhc/HegselmannGVD18
99,2018,Disi Ji,University of California,,Padhraic Smyth,University of California,,MLHC,Bayesian Trees for Automated Cytometry Data Analysis.,5,http://proceedings.mlr.press/v85/ji18a.html,https://dblp.org/rec/conf/mlhc/JiNQSS18
