,first-author,first-author-affiliation,last-author,last-author-affiliation,title
28,Adel Javanmard,Stanford University,Andrea Montanari,Stanford,Confidence Intervals and Hypothesis Testing for High-Dimensional Statistical Models
29,Justin Domke,NICTA,Xianghang Liu,NICTA/UNSW,Projecting Ising Model Parameters for Fast Mixing
30,Alexander Zimin,Amazon,Gergely Neu,Universitat Pompeu Fabra,Online learning in episodic Markovian decision processes by relative entropy policy search
31,Ali Borji,University of Southern California (USC),Laurent Itti,University of Southern California (USC),Bayesian optimization explains human active search
32,Tamara Broderick,MIT,Michael Jordan,UC Berkeley,Streaming Variational Bayes
33,Crystal Maung,UT Dallas,Haim Schweitzer,UT Dallas,Pass-efficient unsupervised feature selection
34,Soravit Changpinyo,University of Southern California (USC),Fei Sha,University of Southern California (USC),Similarity Component Analysis
35,Masayuki Karasuyama,Kyoto University,Hiroshi Mamitsuka,Kyoto University / Aalto University,Manifold-based Similarity Adaptation for Label Propagation
36,Dahua Lin,TTI Chicago,Dahua Lin,TTI Chicago,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation
37,Yifei Ma,Amazon,Jeff Schneider,CMU,Σ-Optimality for Active Learning on Gaussian Random Fields
38,Fabian H Sinz,Universität Tübingen,Jan Benda,Universität Tübingen,Least Informative Dimensions
39,Leo Boytsov,Bosch Center for AI,Bilegsaikhan Naidan,Norwegian University of Science and Technology (NTNU),Learning to Prune in Metric and Non-Metric Spaces
40,John Duchi,UC Berkeley,Michael Jordan,UC Berkeley,Local Privacy and Minimax Bounds: Sharp Rates for Probability Estimation
41,Khaled Refaat,Waymo,Adnan Darwiche,UCLA,EDML for Learning Parameters in Directed and Undirected Graphical Models
42,Nguyen Viet Cuong,National University of Singapore,Hai Leong Chieu,DSO National Laboratories,Active Learning for Probabilistic Hypotheses Using the Maximum Gibbs Error Criterion
43,Christina Lee,Microsoft Research,Devavrat Shah,Massachusetts Institute of Technology,Computing the Stationary Distribution Locally
44,Jukka Corander,University of Helsinki,Johan Pensar,Åbo Akademi,Learning Chordal Markov Networks by Constraint Satisfaction
45,Stefanie Jegelka,MIT,Suvrit Sra,MIT,Reflection methods for user-friendly submodular optimization
46,Ryota Tomioka,Microsoft Research Cambridge,Taiji Suzuki,The University of Tokyo/RIKEN-AIP,Convex Tensor Decomposition via Structured Schatten Norm Regularization
47,Alessandro Rudi,Istituto Italiano di Tecnologia,Lorenzo Rosasco,University of Genova- MIT - IIT,On the Sample Complexity of Subspace Learning
48,Eftychios Pnevmatikakis,Flatiron Institute,Liam Paninski,Columbia University,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions
49,Jie Liu,UW-Madison,David Page,UW-Madison,Bayesian Estimation of Latently-grouped Parameters in Undirected Graphical Models
50,Prem Gopalan,The Voleon Group,David Blei,Columbia University,Modeling Overlapping Communities with Node Popularities
51,Kareem Amin,University of Pennsylvania,Umar Syed,Google Research,Learning Prices for Repeated Auctions with Strategic Buyers
52,Mehrdad Mahdavi,Michigan State University (MSU),Rong Jin,Michigan State University (MSU),Stochastic Convex Optimization with Multiple  Objectives
53,James Y Zou,Microsoft Research,Ryan Adams,Princeton University,Contrastive Learning Using Spectral Methods
54,Srikrishna Sridhar,UW-Madison,Ce Zhang,Wisconsin,"An Approximate, Efficient LP Solver for LP Rounding"
55,Fajwel Fogel,École Polytechnique,Alexandre d'Aspremont,CNRS - ENS,Convex Relaxations for Permutation Problems
56,Hristo S Paskov,Stanford University,Trevor Hastie,Stanford University,Compressive Feature Learning
57,Byungkon Kang,Samsung Electronics,Byungkon Kang,Samsung Electronics,Fast Determinantal Point Process Sampling with Application to Clustering
58,Lijun Zhang,Nanjing University (NJU),Rong Jin,Michigan State University (MSU),Linear Convergence with Condition Number Independent Access of Full Gradients
59,Gunnar Kedenburg,None,Remi Munos,Google DeepMind,Aggregating Optimistic Planning Trees for Solving Markov Decision Processes
60,Mohsen Bayati,Stanford University,Andrea Montanari,Stanford,Estimating LASSO Risk and Noise Level
61,Pablo Sprechmann,Duke University,Guillermo Sapiro,Duke University,Supervised Sparse Analysis and Synthesis Operators
62,Adel Javanmard,Stanford University,Andrea Montanari,Stanford,Model Selection for High-Dimensional Regression under the Generalized Irrepresentability Condition
63,Akshay Krishnamurthy,UMass Amherst,Aarti Singh,CMU,Low-Rank Matrix and Tensor Completion via Adaptive Sampling
64,Andreas Stuhlmüller,Massachusetts Institute of Technology,Noah Goodman,Stanford University,Learning Stochastic Inverses
65,Ziteng Wang,,Liwei Wang,Peking University,Efficient Algorithm for Privately Releasing Smooth Queries
66,Daniel L Yamins,Massachusetts Institute of Technology,James J DiCarlo,Massachusetts Institute of Technology,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream
67,Mijung Park,University of Texas,Jonathan W Pillow,UT Austin,Bayesian inference for low rank spatiotemporal neural receptive fields
68,Sivaraman Balakrishnan,CMU,Larry Wasserman,Carnegie Mellon University,Cluster Trees on Manifolds
69,Il Memming Park,Stony Brook University,Jonathan W Pillow,UT Austin,Spectral methods for neural characterization using generalized quadratic models
70,Wenjie Luo,TTI Chicago,Raquel Urtasun,University of Toronto,Latent Structured Active Learning
71,Ke Hou,CUHK,Zhi-Quan Luo,"University of Minnesota, Twin Cites",On the Linear Convergence of the Proximal Gradient Method for Trace Norm Regularization
72,Zheng Wen,Stanford University,Benjamin Van Roy,Stanford University,Efficient Exploration and Value Function Generalization in Deterministic Systems
73,Nathaniel J Smith,University of Edinburgh,Michael C Frank,Stanford University,Learning and using language via recursive pragmatic reasoning about other agents
74,Mehrdad Mahdavi,Michigan State University (MSU),Rong Jin,Michigan State University (MSU),Mixed Optimization for Smooth Functions
75,John Duchi,UC Berkeley,Brendan McMahan,Google,"Estimation, Optimization, and Parallelism when Data is Sparse"
76,Christophe Schulke,ESPCI ParisTech,Lenka Zdeborová,EPFL,Blind Calibration in Compressed Sensing using Message Passing Algorithms
77,José Bento,Boston College,Jonathan S Yedidia,Disney Research,A message-passing algorithm for multi-agent trajectory planning
78,Mike Hughes,Tufts University,Erik Sudderth,Brown University,Memoized Online Variational Inference for Dirichlet Process Mixture Models
79,Yao-Liang Yu,University of Waterloo,Yao-Liang Yu,University of Waterloo,Better Approximation and Faster Algorithm Using the Proximal Average
80,Junming Yin,University of Arizona,Eric Xing,Petuum Inc. /  Carnegie Mellon University,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks
81,Bruno Scherrer,INRIA,Bruno Scherrer,INRIA,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration
82,Shai Shalev-Shwartz,Mobileye & HUJI,Tong Zhang,Tencent,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent
83,Adrien Todeschini,INRIA,Marie Chavent,Université de Bordeaux II & INRIA,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms
84,Sivan Sabato,Ben Gurion University,Nati Srebro,TTI-Chicago,Auditing: Active Learning with Outcome-Dependent Query Costs
85,Rishabh K Iyer,"University of Washington, Seattle",Jeff A Bilmes,"University of Washington, Seattle",Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions
86,Zhuo Wang,Facebook Reality Labs,Daniel Lee,Cornell Tech,Optimal Neural Population Codes for High-dimensional Stimulus Variables
87,Nicolò Cesa-Bianchi,"Università degli Studi di Milano, Italy",Giovanni Zappella,"Amazon, Berlin",A Gang of Bandits
88,Miao Xu,Nanjing University,Zhi-Hua Zhou,Nanjing University,Speedup Matrix Completion with Side Information: Application to Multi-Label Learning
89,Praneeth Netrapalli,Microsoft Research,Sujay Sanghavi,UT-Austin,Phase Retrieval using Alternating Minimization
90,Charlie Tang,Apple Inc.,Russ Salakhutdinov,Carnegie Mellon University,Learning Stochastic Feedforward Neural Networks
91,Srini C Turaga,"Howard Hughes Medical Institute, Janelia Research Campus",Jakob H Macke,University of Tübingen & MPI IS Tübingen,Inferring neural population dynamics from multiple partial recordings of the same neural circuit
92,Ian Goodfellow,Google,Yoshua Bengio,University of Montreal,Multi-Prediction Deep Boltzmann Machines
93,Huahua Wang,"University of Minnesota, Twin Cites",Inderjit Dhillon,UT Austin & Amazon,Large Scale Distributed Sparse Precision Estimation
94,Hesham Mostafa,ETH Zurich,Giacomo Indiveri,ETH Zurich,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems
95,Raif Rustamov,AT&T Chief Data Office,Leonidas Guibas,stanford.edu,Wavelets on Graphs via Deep Learning
96,Yann Dauphin,Facebook AI Research,Yoshua Bengio,University of Montreal,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs
97,Forest Agostinelli,University of South Carolina,Honglak Lee,U. Michigan,Robust Image Denoising with Multi-Column Deep Neural Networks
98,Dimitris Achlioptas,UC Santa Cruz,Edo Liberty,Yahoo! Research,Near-Optimal Entrywise Sampling for Data Matrices
99,Xiaoqin Zhang,Wenzhou University,Yi Ma,Microsoft Research,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors
100,Tamir Hazan,Technion,Tommi Jaakkola,MIT,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions
101,Nitish Srivastava,Apple Inc,Russ Salakhutdinov,Carnegie Mellon University,Discriminative Transfer Learning with Tree-based Priors
102,Roger Grosse,University of Toronto,Russ Salakhutdinov,Carnegie Mellon University,Annealing between distributions by averaging moments
103,David Carlson,Duke University,Lawrence Carin,Duke University,Real-Time Inference for a Gamma Process Model of Neural Spiking
104,Antoine Bordes,Université de Technologie de Compiègne (UTC),Oksana Yakhnenko,Google Research,Translating Embeddings for Modeling Multi-relational Data
105,James Martens,University of Toronto,Richard Zemel,Vector Institute/University of Toronto,On the Expressive Power of Restricted Boltzmann Machines
106,Bernardino Romera-Paredes,University College London,Massimiliano Pontil,IIT & UCL,A New Convex Relaxation for Tensor Completion
107,Nan Du,Georgia Tech,Hongyuan Zha,Georgia Tech,Scalable Influence Estimation in Continuous-Time Diffusion Networks
108,Aurel A Lazar,Columbia University,Yevgeniy B Slutskiy,Columbia University,"Multisensory Encoding, Decoding, and Identification"
109,Nicolas Heess,Gatsby Unit,John Winn,Microsoft Research,Learning to Pass Expectation Propagation Messages
110,Jerry Zhu,University of Wisconsin-Madison,Jerry Zhu,University of Wisconsin-Madison,Machine Teaching for Bayesian Learners in the Exponential Family
111,Evan W Archer,Sony AI,Jonathan W Pillow,UT Austin,Bayesian entropy estimation for binary spike train data using parametric prior knowledge
112,Richard Socher,MetaMind,Andrew Y Ng,DeepLearning.AI,Zero-Shot Learning Through Cross-Modal Transfer
113,Asrar Ahmed,Singapore Management University,Patrick Jaillet,MIT,Regret based Robust Solutions for Uncertain Markov Decision Processes
114,Qiang Cheng,Tsinghua University,Alexander Ihler,UC Irvine,Variational Planning for Graph-based MDPs
115,Sinead Williamson,UT Austin,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Restricting exchangeable nonparametric distributions
116,Richard Socher,MetaMind,Andrew Y Ng,DeepLearning.AI,Reasoning With Neural Tensor Networks for Knowledge Base Completion
117,Botond Cseke,University of Edinburgh,Guido Sanguinetti,University of Edinburgh,Approximate inference in latent Gaussian-Markov models from continuous time observations
118,Shinichi Nakajima,Technische Universität Berlin,Ichiro Takeuchi,Nagoya Institute of Technology,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering
119,Elias Bareinboim,Purdue University ,Judea Pearl,UCLA,Transportability from Multiple Environments with Limited Experiments
120,Ioannis Mitliagkas,University of Montreal,Prateek Jain,Microsoft Research,"Memory Limited, Streaming PCA"
121,Troy Lee,Centre for Quantum Technologies,Adi Shraibman,Weizmann Institute of Science,Matrix Completion From any Given Set of Observations
122,Yao-Liang Yu,University of Waterloo,Yao-Liang Yu,University of Waterloo,On Decomposing the Proximal Map
123,Nagarajan Natarajan,"Microsoft Research, India",Ambuj Tewari,University of Michigan,Learning with Noisy Labels
124,Guy Van den Broeck,UCLA,Adnan Darwiche,UCLA,On the Complexity and Approximation of Binary Evidence in Lifted Inference
125,Stefan Wager,Stanford University,Percy Liang,Stanford University,Dropout Training as Adaptive Regularization
126,Cristina Savin,University of Cambridge,Mate Lengyel,University of Cambridge,Correlations strike back (again): the case of associative memory retrieval
127,Fang Han,Johns Hopkins University,Han Liu,Tencent AI Lab,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model
128,Martin Slawski,Saarland University,Pavlo Lutsik,Saarland University,Matrix factorization with binary components
129,Pierre Baldi,UC Irvine,Peter Sadowski,University of Hawai‘i,Understanding Dropout
130,Krzysztof M Choromanski,Google Brain Robotics,Kui Tang,Columbia University,Adaptive Anonymity via $b$-Matching
131,Yacine Jernite,Facebook FAIR NYC,David Sontag,MIT,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests
132,Cheston Tan,"Institute for Infocomm Research, Singapore",Tomaso Poggio,MIT,Neural representation of action sequences: how far can a simple snippet-matching model take us?
133,Jeff W Miller,Brown University,Matthew T Harrison,Brown University,A simple example of Dirichlet process mixture inconsistency for the number of components
134,Marius Pachitariu,"Gatsby Unit, UCL",Maneesh Sahani,"Gatsby Unit, UCL",Recurrent linear models of simultaneously-recorded neural   populations
135,Justin Domke,NICTA,Justin Domke,NICTA,Structured Learning via Logistic Regression
136,Christian Albers,University of Bremen,Klaus R Pawelzik,Universität Bremen,Perfect Associative Learning with Spike-Timing-Dependent Plasticity
137,Amin Karbasi,Yale University,Lav R Varshney,IBM Watson Research Center,Noise-Enhanced Associative Memories
138,Benigno Uria,University of Edinburgh,Hugo Larochelle,Twitter,RNADE: The real-valued neural autoregressive density-estimator
139,Jonas Peters,ETH Zurich,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Causal Inference on Time Series using Restricted Structural Equation Models
140,Jimmy Ba,University of Toronto,Brendan Frey,University of Toronto,Adaptive dropout for training deep neural networks
141,Xinghao Pan,UC Berkeley,Michael Jordan,UC Berkeley,Optimistic Concurrency Control for Distributed Unsupervised Learning
142,Yu-Xiang Wang,UC Santa Barbara,Chenlei Leng,,Provable Subspace Clustering: When LRR meets SSC
143,Freddie Kalaitzis,Element AI,Ricardo Silva,University College London,Flexible sampling of discrete data correlations without the marginal distributions
144,Haichao Zhang,Horizon Robotics,David Wipf,Microsoft Research,Non-Uniform Camera Shake Removal Using a Spatially-Adaptive Sparse Penalty
145,Charles Blundell,DeepMind,Yee Whye Teh,"University of Oxford, DeepMind",Bayesian Hierarchical Community Discovery
146,T.-K. Huang,Microsoft,Jeff Schneider,CMU,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition
147,Misha Denil,University of Oxford,Nando de Freitas,UBC,Predicting Parameters in Deep Learning
148,Wen-Hao Zhang,"Center for Neural Basis of Cognition, Carnegie Mellon University",Si Wu,Beijing Normal University,Reciprocally Coupled Local Estimators Implement Bayesian Information Integration Distributively
149,Chong Wang,CMU,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Variance Reduction for Stochastic Gradient Optimization
150,Edo M Airoldi,Harvard University,Stanley H Chan,Harvard University,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation
151,Raphael Bailly,Universitat Politècnica de Catalunya,Ariadna Quattoni,Xerox Research Centre Europe,Unsupervised Spectral Learning of Finite State Transducers
152,Ferran Diego Andilla,Telefonica R&D,Fred Hamprecht,Heidelberg University,Learning Multi-level Sparse Representations
153,Yoshua Bengio,University of Montreal,Pascal Vincent,Facebook and U. Montreal,Generalized Denoising Auto-Encoders as Generative Models
154,Ryosuke Matsushita,NTT DATA Mathematical Systems Inc.,Toshiyuki Tanaka,Kyoto University,Low-rank matrix reconstruction and clustering via approximate message passing
155,Dae Il Kim,Brown University,Erik Sudderth,Brown University,Efficient Online Inference for Bayesian Nonparametric Relational Models
156,Subhaneil Lahiri,Stanford University,Surya Ganguli,Stanford,A memory frontier for complex synapses
157,Karthika Mohan,UC Berkeley,Jin Tian,Iowa State University,Graphical Models for Inference with Missing Data
158,Zhengdong Lu,"Noah's Ark Lab, Huawei Technologies",Hang Li,Huawei Tech. Investment,A Deep Architecture for Matching Short Texts
159,Myunghwan Kim,Stanford University,Jure Leskovec,Stanford University/Pinterest,Nonparametric Multi-group Membership Model for Dynamic Networks
160,Vikash Mansinghka,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Approximate Bayesian Image Interpretation using Generative Probabilistic Graphics Programs
161,David G Barrett,École Normale Supérieure,Christian Machens,Fundacao Champalimaud PT507131827,Firing rate predictions in optimal balanced networks
162,Shouyuan Chen,CUHK,Zenglin Xu,University of Electronic Science & Technology of China,Exact and Stable Recovery of Pairwise Interaction Tensors
163,Raman Arora,Johns Hopkins University,Nati Srebro,TTI-Chicago,Stochastic Optimization of PCA with Capped MSG
164,Hanlin Goh,-,Joo-Hwee Lim,"Institute for Infocomm Research, Singapore",Top-Down Regularization of Deep Belief Networks
165,Jasper Snoek,Google Brain,Ryan Adams,Princeton University,A Determinantal Point Process Latent Variable Model for Inhibition in Neural Spiking Data
166,Agnieszka Grabska-Barwinska,Google DeepMind,Peter E Latham,"Gatsby Unit, UCL",Demixing odors - fast inference in olfaction
167,Baharan Mirzasoleiman,Stanford University,Andreas Krause,ETH Zurich,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data
168,Remi Gribonval,Inria & ENS de Lyon,Pierre Machart,INRIA,"Reconciling ""priors'' & ""priors"" without prejudice?"
169,Rupesh K Srivastava,NNAISENSE,Jürgen Schmidhuber,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE",Compete to Compute
170,Il Memming Park,Stony Brook University,Jonathan W Pillow,UT Austin,Universal models for binary spike patterns using centered Dirichlet processes
171,Shaobo Han,Duke University,Lawrence Carin,Duke University,Integrated Non-Factorized Variational Inference
172,Ari Pakman,Columbia University,Liam Paninski,Columbia University,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions
173,Abbas Edalat,Imperial College London,Abbas Edalat,Imperial College London,Capacity of strong attractor patterns to model behavioural and cognitive prototypes
174,Matthew Johnson,MIT,Alan S Willsky,Massachusetts Institute of Technology,Analyzing Hogwild Parallel Gaussian Gibbs Sampling
175,Arash Amini,UCLA,Long Nguyen,University of Michigan,Bayesian inference as iterated random functions with  applications to sequential inference in graphical models
176,Özlem Aslan,University of Alberta,Dale Schuurmans,Google Brain & University of Alberta,Convex Two-Layer Modeling
177,Tomas Mikolov,Google Research,Jeff Dean,Google Research,Distributed Representations of Words and Phrases and their Compositionality
178,Sam Patterson,"Gatsby Unit, UCL",Yee Whye Teh,"University of Oxford, DeepMind",Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex
179,Xinhua Zhang,University of Illinois at Chicago (UIC),Yee Whye Teh,"University of Oxford, DeepMind",Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space
180,Guang-Tong Zhou,Simon Fraser University,Greg Mori,Borealis AI,Latent Maximum Margin Clustering
181,Maria-Florina F Balcan,Georgia Tech,Yingyu Liang,Princeton University,Distributed k-means and k-median clustering on general communication topologies
182,Kevin Swersky,Google,Ryan Adams,Princeton University,Multi-Task Bayesian Optimization
183,Matthias Hein,University of Tübingen,Syama Sundar Rangapuram,Saarland University,The Total Variation on Hypergraphs - Learning on Hypergraphs Revisited
184,David Lopez-Paz,Facebook AI Research,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",The Randomized Dependence Coefficient
185,Ulrike von Luxburg,University of Tübingen,Morteza Alamgir,University of Hamburg,Density estimation from unweighted k-nearest neighbor graphs: a roadmap
186,Michalis Titsias,DeepMind,Miguel Lazaro-Gredilla,Universidad Carlos III de Madrid,Variational Inference for Mahalanobis Distance Metrics in Gaussian Process Regression
187,Ryan D Turner,Northrop Grumman,Clay J Stanek,Northrop Grumman,Online Variational Approximations to non-Exponential Family Change Point Models: With Application to Radar Tracking
188,Yichao Lu,University of Pennsylvania,Lyle Ungar,University of Pennsylvania,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform
189,Özgür Şimşek,Max Planck Institute for Human Development,Özgür Şimşek,Max Planck Institute for Human Development,Linear decision rule as aspiration for simple decision heuristics
190,Yanshuai Cao,BorealisAI,Aaron Hertzmann,Adobe Research,Efficient Optimization for Sparse Gaussian Process Regression
191,Wojciech Zaremba,OpenAI,Matthew B Blaschko,KU Leuven,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test"
192,Fabian L Wauthier,Amazon,Michael Jordan,UC Berkeley,A Comparative Framework for Preconditioned Lasso Algorithms
193,Kewei Tu,UCLA,Song-Chun Zhu,UCLA,Unsupervised Structure Learning of Stochastic And-Or Grammars
194,Harish G Ramaswamy,Indian Institute of Science,Ambuj Tewari,University of Michigan,Convex Calibrated Surrogates for Low-Rank Loss Matrices with Applications to Subset Ranking Losses
195,Noga Alon,Tel Aviv University,Yishay Mansour,Tel Aviv University / Google,From Bandits to Experts: A Tale of Domination and Independence
196,Daniel Vainsencher,Princeton,Huan Xu,National University of Singapore,Learning Multiple Models via Regularized Weighting
197,Anirban Roychowdhury,Facebook,Brian Kulis,Boston University,Small-Variance Asymptotics for Hidden Markov Models
198,Behzad Golshan,Boston University,Evimaria Terzi,Boston University,What do row and column marginals reveal about your dataset?
199,Tuan A Nguyen,Arizona State University,Minh Do,NASA,Synthesizing Robust Plans under Incomplete Domain Models
200,Brenden M Lake,MIT,Josh Tenenbaum,MIT,One-shot learning by inverting a compositional causal process
201,Michel Besserve,MPI for Intelligent Systems,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Statistical analysis of coupled time series with Kernel Cross-Spectral Density operators.
202,Ping Li,Baidu Research USA,John Hopcroft,Cornell University,Sign Cauchy Projections and Chi-Square Kernel
203,Mark Rogers,UC Berkeley,Stuart J Russell,UC Berkeley,Multilinear Dynamical Systems for Tensor Time Series
204,Vince Vu,Ohio State University,Karl Rohe,UW-Madison,Fantope Projection and Selection: A near-optimal convex relaxation of sparse PCA
205,Assaf Glazer,Technion,Shaul Markovitch,Technion,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions
206,Grani Adiwena Hanasusanto,Imperial College London,Daniel Kuhn,EPFL,Robust Data-Driven Dynamic Programming
207,Jacob D Abernethy,University of Michigan,Satyen Kale,Google,Adaptive Market Making via Online Learning
208,Liming Wang,Duke University,Lawrence Carin,Duke University,Designed Measurements for Vector Count Data
209,Qirong Ho,"Petuum, Inc.",Eric Xing,Petuum Inc. /  Carnegie Mellon University,More Effective Distributed ML via a Stale Synchronous Parallel Parameter Server
210,Qichao Que,The Ohio State University,Mikhail Belkin,Ohio State University,Inverse Density as an Inverse Problem: the Fredholm Equation Approach
211,Miaomiao Zhang,MIT,Tom Fletcher,University of Utah,Probabilistic Principal Geodesic Analysis
212,Ilya Tolstikhin,"Google, Brain Team, Zurich",Yevgeny Seldin,University of Copenhagen,PAC-Bayes-Empirical-Bernstein Inequality
213,Nikhil Rao,UW-Madison,Timothy T Rogers,University of Wisconsin-Madison,Sparse Overlapping Sets Lasso for Multitask Learning and its Application to fMRI Analysis
214,Yuhong Guo,Carleton University,Yuhong Guo,Carleton University,Robust Transfer Principal Component Analysis with Rank Constraints
215,Mohammad Gheshlaghi azar,CMU,Emma Brunskill,CMU,Sequential Transfer in Multi-armed Bandit with Finite Set of Models
216,Jason D Lee,Stanford,Rich Caruana,Microsoft,Using multiple samples to learn mixture models
217,Paramveer Dhillon,University of Pennsylvania,Lyle Ungar,University of Pennsylvania,New Subsampling Algorithms for Fast Least Squares Regression
218,Jiashi Feng,UC Berkeley,Shuicheng Yan,National University of Singapore,Online Robust PCA via Stochastic Optimization
219,Trevor Campbell,UBC,Lawrence Carin,Duke University,Dynamic Clustering via Asymptotics of the Dependent Dirichlet Process Mixture
220,Mahito Sugiyama,MPI Tübingen,Karsten Borgwardt,ETH Zurich,Rapid Distance-Based Outlier Detection via Sampling
221,Eunho Yang,IBM Research,Pradeep Ravikumar,Carnegie Mellon University,Dirty Statistical Models
222,Tianbao Yang,NEC Labs America,Tianbao Yang,NEC Labs America,Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent
223,Sebastien Bubeck,MSR,Che-Yu Liu,Princeton University,Prior-free and prior-dependent regret bounds for Thompson Sampling
