,first-author,first-author-affiliation,last-author,last-author-affiliation,title
39,Jangho Kim,Seoul National University,Nojun Kwak,Seoul National University,Paraphrasing Complex Network: Network Compression via Factor Transfer
40,Anna Thomas,Stanford,Chris Ré,Stanford,Learning Compressed Transforms with Low Displacement Rank
41,xu lan,"Queen Mary, University of London",Shaogang Gong,Queen Mary University of London,Knowledge Distillation by On-the-Fly Native Ensemble
42,Ron Banner,Intel - Artificial Intelligence Products Group (AIPG),Daniel Soudry,Technion,Scalable methods for 8-bit training of neural networks
43,Guocong Song,Playground Global,Wei Chai,Google Inc,Collaborative Learning for Deep Neural Networks
44,Peng Jiang,The Ohio State University,Gagan Agrawal,Ohio State University,A Linear Speedup Analysis of Distributed Deep Learning with Sparse and Quantized Communication
45,Michael Teng,University of Oxford (visiting at University of British Columbia),Frank Wood,University of British Columbia,Bayesian Distributed Stochastic Gradient Descent
46,Etai Littwin,Apple,Lior Wolf,Facebook AI Research,Regularizing by the Variance of the Activations' Sample-Variances
47,Songtao Wang,Tsinghua University,Jianping Wu,Tsinghua University,"BML: A High-performance, Low-cost Gradient Synchronization Algorithm for DML Training"
48,Michal Rolinek,Max Planck Institute for Intelligent Systems,Georg Martius,MPI for Intelligent Systems,L4: Practical loss-based stepsize adaptation for deep learning
49,CHEN LIN,SenseTime,Junjie Yan,Sensetime Group Limited,Synaptic Strength For Convolutional Neural Network
50,Hongyang Gao,Texas A&M University,Shuiwang Ji,Texas A&M University,ChannelNets: Compact and Efficient Convolutional Neural Networks via Channel-Wise Convolutions
51,Zhenhua Liu,Peking University,Ruiqin Xiong,Peking University,Frequency-Domain Dynamic Pruning for Convolutional Neural Networks
52,Yu Ji,Tsinghua University,Yuan Xie,UCSB,TETRIS: TilE-matching the TRemendous Irregular Sparsity
53,Joshua Fromm,University of Washington,Matthai Philipose,Microsoft Research,Heterogeneous Bitwidth Binarization in Convolutional Neural Networks
54,Peiqi Wang,Tsinghua University,Yuan Xie,"University of California, Santa Barbara",HitNet: Hybrid Ternary Recurrent Neural Network
55,Joe Marino,California Institute of Technology,Yisong Yue,Caltech,A General Method for Amortizing Variational Filtering
56,Minjia Zhang,Microsoft,Yuxiong He,Microsoft,Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models
57,Xin Zhang,Massachusetts Institute of Technology,Rishabh Singh,Google Brain,"Interpreting Neural Network Judgments via Minimal, Stable, and Symbolic Corrections"
58,Hae Beom Lee,KAIST,Sung Ju Hwang,"KAIST, AItrics",DropMax: Adaptive Variational Softmax
59,Gabi Shalev,"Dept. of Computer Science, Bar-Ilan University",Yossi Keshet,Bar-Ilan University,Out-of-Distribution Detection using Multiple Semantic Label Representations
60,Linfeng Zhang,Princeton University,Weinan E,Princeton University,End-to-end Symmetry Preserving Inter-atomic Potential Energy Model for Finite and Extended Systems
61,Kuan Han,Purdue University,Zhongming Liu,Purdue University,Deep Predictive Coding Network with Local Recurrent Processing for Object Recognition
62,Sumit Bam Shrestha,Temasek Laboratories @ National University of Singapore,Garrick Orchard,National University of Singapore,SLAYER: Spike Layer Error Reassignment in Time
63,Yang Lu,University of Washington,William Stafford Noble,University of Washington,DeepPINK: reproducible feature selection in deep neural networks
64,Drew Linsley,Brown University,Thomas Serre,Brown University,Learning long-range spatial dependencies with horizontal gated recurrent units
65,Michael Tsang,University of Southern California,Yan Liu,DiDi/University of Southern California,Neural Interaction Transparency (NIT): Disentangling Learned Interactions for Improved Interpretability
66,Risheng Liu,Dalian University of Technology,Zhongxuan Luo,DALIAN UNIVERSITY OF TECHNOLOGY,A Bridging Framework for Model Optimization and Deep Propagation
67,Yuntian Deng,Harvard University,Alexander Rush,Harvard,Latent Alignment and Variational Attention
68,Hung Le,Deakin University,Svetha Venkatesh,Deakin University,Variational Memory Encoder-Decoder
69,Adam Santoro,DeepMind,Timothy Lillicrap,Google DeepMind,Relational recurrent neural networks
70,Matthew MacKay,University of Toronto,Roger Grosse,University of Toronto,Reversible Recurrent Neural Networks
71,Sebastian Flennerhag,Alan Turing Institute,Mark Elliot,University of Manchester,Breaking the Activation Function Bottleneck through Adaptive Parameterization
72,Wei Cao,Tsinghua University,Yitan Li,ByteDance.Inc,BRITS: Bidirectional Recurrent Imputation for Time Series
73,Moritz Wolter,University of Bonn,Angela Yao,National University of Singapore,Complex Gated Recurrent Neural Networks
74,Shikib Mehri,Carnegie Mellon University,Leonid Sigal,University of British Columbia,Middle-Out Decoding
75,Yi Tay,Nanyang Technological University,Siu Cheung Hui,Nanyang Technological University,Recurrently Controlled Recurrent Networks
76,Lazar Valkov,University of Edinburgh,Swarat Chaudhuri,Rice University,HOUDINI: Lifelong Learning as Program Synthesis
77,Yexiang Xue,Purdue University,Ashish Sabharwal,Allen Institute for AI,Expanding Holographic Embeddings for Knowledge Completion
78,Zi Yin,Stanford University,Yuanyuan Shen,Stanford University & Microsoft,On the Dimensionality of Word Embedding
79,Damian Mrowca,Stanford University,Daniel Yamins,Stanford University,Flexible neural representation for physics prediction
80,Rasmus Berg Palm,Technical University Denmark,Ole Winther,Technical University of Denmark,Recurrent Relational Networks
81,Andrey Malinin,University of Cambridge,Mark Gales,University of Cambridge,Predictive Uncertainty Estimation via Prior Networks
82,Gamaleldin Elsayed,Google Brain,Jascha Sohl-Dickstein,Google Brain,Adversarial Examples that Fool both Computer Vision and Time-Limited Humans
83,Emin Orhan,BCM & Rice,Emin Orhan,BCM & Rice,A Simple Cache Model for Image Recognition
84,Alexander Matyasko,Nanyang Technological University,Lap-Pui Chau,Nanyang Technological University,Improved Network Robustness with Adversary Critic
85,Ozan Sener,Intel Labs,Vladlen Koltun,Intel Labs,Multi-Task Learning as Multi-Objective Optimization
86,Kevin Duarte,University of Central Florida,Mubarak Shah,University of Central Florida,VideoCapsuleNet: A Simplified Network for Action Detection
87,Saumya Jetley,University of Oxford,Philip  Torr,University of Oxford,"With Friends Like These, Who Needs Adversaries?"
88,Xiaoxi He,ETH Zürich,Lothar Thiele,ETH Zürich,Multi-Task Zipping via Layer-wise Neuron Sharing
89,Xiaodong Cui,IBM T. J. Watson Research Center,Michael Picheny,IBM T. J. Watson Research Center,Evolutionary Stochastic Gradient Descent for Optimization of Deep Neural Networks
90,Jianlong Chang,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Chunhong Pan,"Institute of Automation, Chinese Academy of Sciences",Structure-Aware Convolutional Neural Networks
91,Qilong Wang,Tianjin University,Peihua Li,Dalian University of Technology,Global Gated Mixture of Second-order Pooling for Improving Deep Convolutional Neural Networks
92,Yingyezhe Jin,Facebook Inc,Peng Li,Texas A&M University,Hybrid Macro/Micro Level Backpropagation for Training Deep Spiking Neural Networks
93,Bao Wang,UCLA,Stanley Osher,UCLA,Deep Neural Nets with Interpolating Function as Output Activation
94,Satoshi Koide,Toyota Central R&D Labs.,Takuro Kutsuna,Toyota Central R&D Labs. Inc.,Neural Edit Operations for Biological Sequences
95,Xundong Wu,Hangzhou Dianzi University,Qing Wu,Hangzhou Dianzi University,Improved Expressivity Through Dendritic Neural Networks
96,Morteza Mardani,Stanford University,John Pauly,Stanford University,Neural Proximal Gradient Descent for Compressive Imaging
97,Sekitoshi Kanai,"NTT, Keio University",Shuichi Adachi,Keio University,Sigsoftmax: Reanalysis of the Softmax Bottleneck
98,Hao Li,Amazon Web Services,Tom Goldstein,University of Maryland,Visualizing the Loss Landscape of Neural Nets
99,Risi Kondor,U. Chicago,Shubhendu Trivedi,Brown University,Clebsch–Gordan Nets: a Fully Fourier Space Spherical Convolutional Neural Network
100,Marco Ciccone,Politecnico di Milano,Faustino Gomez,NNAISENSE,NAIS-Net: Stable Deep Networks from Non-Autonomous  Differential Equations
101,Aladin Virmaux,Huawei,Kevin Scaman,"Huawei Technologies, Noah's Ark",Lipschitz regularity of deep neural networks: analysis and efficient estimation
102,Mario Drumond,EPFL,Babak Falsafi,"EcoCloud, EPFL",Training DNNs with Hybrid Block Floating Point
103,Noam Shazeer,Google,Blake Hechtman,Google,Mesh-TensorFlow: Deep Learning for Supercomputers
104,Mitali Bafna,Harvard University,Nikhil Vyas,MIT,Thwarting Adversarial Examples: An $L_0$-Robust Sparse Fourier Transform
105,Lincoln Ye,University of Cambridge,Zhanxing Zhu,Peking University,Bayesian Adversarial Learning
106,Anqi Wu,Princeton University,Jonathan Pillow,Princeton University,Learning a latent manifold of odor representations from neural responses in piriform cortex
107,Bolton Bailey,University of Illinois Urbana-Champaign,Matus Telgarsky,UIUC,Size-Noise Tradeoffs in Generative Networks
108,Yuanzhi Li,Princeton,Yingyu Liang,University of Wisconsin Madison,Learning Overparameterized Neural Networks via Stochastic Gradient Descent on Structured Data
109,Weiyang Liu,Georgia Institute of Technology,Le Song,Ant Financial & Georgia Institute of Technology,Learning towards Minimum Hyperspherical Energy
110,Haoye Dong,Sun Yat-sen University,Jian Yin,Sun Yat-Sen University,Soft-Gated Warping-GAN for Pose-Guided Person Image Synthesis
111,Shi Pu,Beijing University of Posts and Telecommunications,Ming-Hsuan Yang,UC Merced / Google,Deep Attentive Tracking via Reciprocative Learning
112,Guilhem Chéron,Inria,Cordelia Schmid,Inria / Google,A flexible model for training action localization with varying levels of supervision
113,Zichao  Yang,Carnegie Mellon University,Taylor Berg-Kirkpatrick,Carnegie Mellon University,Unsupervised Text Style Transfer using Language Models as Discriminators
114,Yu-An Chung,Massachusetts Institute of Technology,Jim Glass,Massachusetts Institute of Technology,Unsupervised Cross-Modal Alignment of Speech and Text Embedding Spaces
115,Mingchao Yu,University of Southern California,Salman Avestimehr,University of Southern California,GradiVeQ: Vector Quantization for Bandwidth-Efficient Gradient Aggregation in Distributed CNN Training
116,Jianqiao Wangni,University of Pennsylvania,Tong Zhang,Tencent AI Lab,Gradient Sparsification for Communication-Efficient Distributed Optimization
117,Ehsan Hajiramezanali,Texas A&M University,Xiaoning Qian,Texas A&M,Bayesian multi-domain learning for cancer subtype discovery from next-generation sequencing count data
118,Xing Yan,The Chinese University of Hong Kong,Qi Wu,City University of Hong Kong,Parsimonious Quantile Regression of Financial Asset Tail Dynamics via Sequential Learning
119,Yanjun Li,UIUC,Yoram Bresler,University of Illinois,Global Geometry of Multichannel Sparse Blind Deconvolution on the Sphere
120,Paul Hand,Northeastern University,Vlad Voroninski,Helm.ai,Phase Retrieval Under a Generative Prior
121,Xiaohan Chen,Texas A&M University,Wotao Yin,"University of California, Los Angeles",Theoretical Linear Convergence of Unfolded ISTA and Its Practical Weights and Thresholds
122,Matthew Olson,The Voleon Group,Richard Berk,,Modern Neural Networks Generalize on Small Data Sets
123,Abhishek Kumar,Google,Gregory Wornell,MIT,Co-regularized Alignment for Unsupervised Domain Adaptation
124,Martin Magill,University of Ontario Institute of Technology,Hendrick de Haan,University of Ontario Institute of Technology,Neural Networks Trained to Solve Differential Equations Learn General Representations
125,Anuj Sharma,Imagen Technologies,Scott Linderman,Columbia University,Point process latent variable models of larval zebrafish behavior
126,Sham Kakade,University of Washington,Jason Lee,University of Southern California,Provably Correct Automatic Sub-Differentiation for Qualified Programs
127,Ricky T. Q. Chen,University of Toronto,David Duvenaud,University of Toronto,Neural Ordinary Differential Equations
128,Romain Lopez,UC Berkeley,Nir Yosef,UC Berkeley,Information Constraints on Auto-Encoding Variational Bayes
129,Kiran Thekumparampil,Univ. of Illinois at Urbana-Champaign,Sewoong Oh,University of Washington,Robustness of conditional GANs to noisy labels
130,Shengjia Zhao,Stanford University,Stefano Ermon,Stanford,Bias and Generalization in Deep Generative Models: An Empirical Study
131,Kamil Nar,"University of California, Berkeley",Shankar Sastry,"Department of EECS, UC Berkeley",Step Size Matters in Deep Learning
132,Arthur Jacot-Guillarmod,EPFL,Franck Gabriel,EPFL,Neural Tangent Kernel: Convergence and Generalization in Neural Networks
133,Shibani Santurkar,MIT,Aleksander Madry,MIT,How Does Batch Normalization Help Optimization?
134,Tianyu Pang,Tsinghua University,Jun Zhu,Tsinghua University,Towards Robust Detection of Adversarial Examples
135,Zhouyuan Huo,University of Pittsburgh,Heng Huang,University of Pittsburgh,Training Neural Networks Using Features Replay
136,Lionel Gueguen,UBER,Jason Yosinski,Uber AI Labs; Recursion,Faster Neural Networks Straight from JPEG
137,Chang Xiao,Columbia University,Changxi Zheng,Columbia University,BourGAN: Generative Networks with Metric Embeddings
138,Matthew O'Kelly,University of Pennsylvania,John Duchi,Stanford,Scalable End-to-End Autonomous Vehicle Testing via Rare-event Simulation
139,Aran Nayebi,Stanford University,Daniel Yamins,Stanford University,Task-Driven Convolutional Recurrent Models of the Visual System
140,Nan Ke,"MILA, University of Montreal",Yoshua Bengio,U. Montreal,Sparse Attentive Backtracking: Temporal Credit Assignment Through Reminding
141,Fabian Sinz,University Tübingen,Andreas Tolias,Baylor College of Medicine,Stimulus domain transfer in recurrent models for large scale cortical population prediction on video
142,Naman Agarwal,princeton,Brendan McMahan,Google,cpSGD: Communication-efficient and differentially-private distributed SGD
143,Rafael Frongillo,CU Boulder,Bo Waggoner,Microsoft,Bounded-Loss Private Prediction Markets
144,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Ex ante coordination and collusion in zero-sum multi-player extensive-form games
145,Raef Bassily,The Ohio State University,Om Thakkar,Boston University,Model-Agnostic Private Learning
146,Ludwig Schmidt,MIT,Aleksander Madry,MIT,Adversarially Robust Generalization Requires More Data 
147,Tolga Birdal,Technical University of Munich,Slobodan Ilic,Siemens AG,Bayesian Pose Graph Optimization via Bingham Distributions and Tempered Geodesic MCMC
148,Rudrasis Chakraborty,University of Florida,Baba C Vemuri,"University of Florida, USA",A Statistical Recurrent Model on the Manifold of Symmetric Positive Definite Matrices
149,Longquan Dai,Nanjing University of Science and Technology,Jinhui Tang,Nanjing University of Science and Technology,Designing by Training: Acceleration Neural Network for Fast High-Dimensional Convolution
150,Stanislav Pidhorskyi,Lane Department of Computer Science and Electrical Engineering of West Virginia University,Gianfranco Doretto,West Virginia University,Generative Probabilistic Novelty Detection with Adversarial Autoencoders
151,Zhisheng Zhong,Peking University,Chao Zhang,Peking University,Joint Sub-bands Learning with Clique Structures for Wavelet Domain Super-Resolution
152,Kaiyu Yue,Baidu Inc.,Fuxin Xu,Central South University,Compact Generalized Non-local Network
153,Maciej Zieba,"Wroclaw University of Science and Technology, Tooploox",Tomasz Trzcinski,Tooploox / Warsaw University of Technology,BinGAN: Learning Compact Binary Descriptors with a Regularized GAN
154,Thu Nguyen-Phuoc,University of Bath,Yongliang Yang,University of Bath,RenderNet: A deep convolutional network for differentiable rendering from 3D shapes
155,Yuki Ono,SONY,Kwang Yi,University of Victoria,LF-Net: Learning Local Features from Images
156,Eldar Insafutdinov,Max Planck Institute for Informatics,Alexey Dosovitskiy,Intel Labs,Unsupervised Learning of Shape and Pose with Differentiable Point Clouds
157,Edward Smith,McGill University,David Meger,University of British Columbia,Multi-View Silhouette and Depth Decomposition for High Resolution 3D Object Representation
158,Yi Wang,Chinese University of Hong Kong,Jiaya Jia,CUHK,Image Inpainting via Generative Multi-column Convolutional Neural Networks
159,Abhishek Sharma,Navinfo Europe Research,Abhishek Sharma,Navinfo Europe Research,Foreground Clustering for Joint Segmentation and Localization in Videos and Images
160,Sanghyun Woo,KAIST,In So Kweon,KAIST,LinkNet: Relational Embedding for Scene Graph
161,Donghoon Lee,Seoul National University,Jan Kautz,NVIDIA,Context-aware Synthesis and Placement of Object Instances
162,Ricson Cheng,Carnegie Mellon University,Katerina Fragkiadaki,Carnegie Mellon University,Geometry-Aware Recurrent Neural Networks for Active Visual Recognition
163,Shice Liu,"Institute of Computing Technology, Chinese Academy of Sciences",Xiaowei Li,"Institute of Computing Technology, Chinese Academy of Sciences",See and Think: Disentangling Semantic Scene Completion
164,Xin Yang,Dalian University of Technology,Rynson Lau,City University of Hong Kong,Active Matting
165,Alexander H. Liu,National Taiwan University,Yu-Chiang Frank Wang,National Taiwan University,A Unified Feature Disentangler for Multi-Domain Image Translation and Manipulation
166,Qiuyuan Huang,Microsoft Research AI,Lei Zhang,Microsoft Research,Turbo Learning for CaptionBot and DrawingBot
167,Xiaoxiao Guo,IBM Research,Rogerio Feris,IBM Research AI,Dialog-based Interactive Image Retrieval
168,lu Qi,The Chinese University of Hong Kong,Jiaya Jia,CUHK,Sequential Context Encoding for Duplicate Removal
169,ChenHan Jiang,Sun Yat-sen University,Liang Lin,Sun Yat-Sen University,Hybrid Knowledge Routed Modules for Large-scale Object Detection
170,Taylor Mordan,"Sorbonne Université, LIP6",Matthieu Cord,Sorbonne University,Revisiting Multi-Task Learning with ROCK: a Deep Residual Auxiliary Block for Visual Detection
171,Tong Yang,"Megvii(Face++),Fudan University",Jian Sun,"Megvii, Face++",MetaAnchor: Learning to Detect Objects with Customized Anchors
172,Yixiao Ge,The Chinese University of Hong Kong,hongsheng Li,cuhk,FD-GAN: Pose-guided Feature Distilling GAN for Robust Person Re-identification
173,Zijun Wei,Stony Brook University,Dimitris Samaras,Stony Brook University,Sequence-to-Segment Networks for Segment Detection
174,yunlong yu,Tianjin University,Zhongfei (Mark) Zhang,Binghamton University,Stacked Semantics-Guided Attention Model for Fine-Grained Zero-Shot Learning
175,Runsheng Yu,"Xiaomi Intelligent Technology Co., Ltd",Bo Zhang,Xiaomi Corp.,DeepExposure: Learning to Expose Photos with Asynchronously Reinforced Adversarial Learning
176,Andrew Hou,Nankai University,Ming-Ming Cheng,Nankai University,Self-Erasing Network for Integral Object Attention
177,Maxwell Collins,Google Inc.,Jon Shlens,Google Research,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
178,Peng Jiang,Shandong University,Baoquan Chen,Shandong University,DifNet: Semantic Segmentation by Diffusion Networks
179,Jie Cao,"Center for Research on Intelligent Perception and Computing (CRIPAC) at Institute of Automation, Chinese Academy of Sciences.",Zhenan Sun,"Institute of Automation, Chinese Academy of Sciences (CASIA)",Learning a High Fidelity Pose Invariant Model for High-resolution Face Frontalization
180,Liang Zhang,"School of Computer Science and Technology, Xidian University, China",Mohammed Bennamoun,University of Western Australia,Attention in Convolutional LSTM for Gesture Recognition
181,Jonghwan Mun,POSTECH,Bohyung Han,Seoul National University,Learning to Specialize with Knowledge Distillation for Visual Question Answering
182,Chenfei Wu,Beijing University of Posts and Telecommunications,Xuan Dong,Beijing University of Posts and Telecommunications,Chain of Reasoning for Visual Question Answering
183,Will Norcliffe-Brown,AimBrain,Sarah Parisot,Huawei,Learning Conditioned Graph Structures for Interpretable Visual Question Answering
184,Medhini Narasimhan,UIUC,Alex Schwing,University of Illinois at Urbana-Champaign,Out of the Box: Reasoning with Graph Convolution Nets for Factual Visual Question Answering
185,Sainandan Ramakrishnan,Georgia Institute of Technology,Stefan Lee,Georgia Institute of Technology,Overcoming Language Priors in Visual Question Answering with Adversarial Regularization
186,Ding Liu,Bytedance AI Lab,Thomas Huang,UIUC,Non-Local Recurrent Network for Image Restoration
187,Tobias Plötz,TU Darmstadt,Stefan Roth,TU Darmstadt,Neural Nearest Neighbors Networks
188,Shakarim Soltanayev,Ulsan National Institute of Science and Technology,Se Young Chun,UNIST,Training deep learning based denoisers without ground truth data
189,Sebastian Lunz,University of Cambridge,Ozan Öktem,KTH - Royal Institute of Technology,Adversarial Regularizers in Inverse Problems
190,Yi Tay,Nanyang Technological University,Jian Su,"I2R, Singapore",Densely Connected Attention Propagation for Reading Comprehension
191,Oana-Maria Camburu,University of Oxford,Phil Blunsom,Oxford University,e-SNLI: Natural Language Inference with Natural Language Explanations
192,Sander Dieleman,DeepMind,Karen Simonyan,DeepMind,The challenge of realistic music generation: modelling raw audio at scale
193,Jinhwan Park,Seoul National University,Wonyong Sung,Seoul National University,Fully Neural Network Based Speech Recognition on Mobile and Embedded Devices
194,Ye Jia,Google,Yonghui Wu,Google,Transfer Learning from Speaker Verification to Multispeaker Text-To-Speech Synthesis
195,Sercan Arik,Google,Yanqi Zhou,Baidu Research,Neural Voice Cloning with a Few Samples
196,Patrick Chen,UCLA,Cho-Jui Hsieh,"UCLA, Google Research",GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking
197,Daya Guo,Sun Yat-Sen University,Jian Yin,Sun Yat-Sen University,Dialog-to-Action: Conversational Question Answering Over a Large-Scale Knowledge Base
198,Yizhe Zhang,Microsoft Research,Bill Dolan,Microsoft,Generating Informative and Diverse Conversational Responses via Adversarial Information Maximization
199,Yue Zhao,The Chinese University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,Trajectory Convolution for Action Recognition
200,Jingwei Xu,Shanghai Jiao Tong University,Xiaokang Yang,Shanghai Jiao Tong University,Video Prediction via Selective Sampling
201,Daan Wynen,INRIA,Julien Mairal,Inria,Unsupervised Learning of Artistic Styles with Archetypal Style Analysis
202,Guanhong Tao,Purdue University,Xiangyu Zhang,Purdue University,Attacks Meet Interpretability: Attribute-steered Detection of Adversarial Samples
203,Tal Ben-Nun,ETH Zurich,Torsten Hoefler,ETH Zurich,Neural Code Comprehension: A Learnable Representation of Code Semantics
204,Edward Choi,Google,Jimeng Sun,Georgia Tech,MiME: Multilevel Medical Embedding of Electronic Health Records for Predictive Healthcare
205,Tianqi Chen,University of Washington,Arvind Krishnamurthy,University of Washington,Learning to Optimize Tensor Programs
206,Mislav Balunovic,ETH Zurich,Martin Vechev,"DeepCode and ETH Zurich, Switzerland",Learning to Solve SMT Formulas
207,Nevena Lazic,Google,Greg Imwalle,Google,Data center cooling using model-predictive control
208,Ankit Shah,Massachusetts Institute of Technology,Shen Li,MIT,Bayesian Inference of Temporal Task Specifications from Demonstrations
209,Naigang Wang,IBM T. J. Watson Research Center,Kailash Gopalakrishnan,IBM Research,Training Deep Neural Networks with 8-bit Floating Point Numbers
210,Celestine Dünner,IBM Research,Haris Pozidis,IBM Research,Snap ML: A Hierarchical Framework for Machine Learning
211,Haidar Khan,Rensselaer Polytechnic Institute,Bulent Yener,Rensselaer Polytechnic Institute (RPI),Learning filter widths of spectral decompositions with wavelets
212,Jeffrey Chan,UC Berkeley,Yun Song,UC Berkeley,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks
213,Daniel Johnson,Harvey Mudd College,Peter Sankhagowit,Intel Corporation,Latent Gaussian Activity Propagation: Using Smoothness and Structure to Separate and Localize Sounds in Large Noisy Environments
214,Felipe Tobar,Universidad de Chile,Felipe Tobar,Universidad de Chile,Bayesian Nonparametric Spectral Estimation
215,Abubakar Abid,Stanford,James Zou,Stanford University,Learning a Warping Distance from Unlabeled Time Series Using Sequence Autoencoders
216,Nesime Tatbul,Intel Labs and MIT,Justin Gottschlich,Intel Labs,Precision and Recall for Time Series
217,Hao Wu,Freie Universität Berlin,Frank Noe,FU Berlin,Deep Generative Markov State Models
