,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
13,13,David Martínez-Rubio,Male,University of Oxford,Patrick Rebeschini,Male,University of Oxford,Decentralized Cooperative Stochastic Bandits.
14,14,Gi-Soo Kim,Male,Seoul National University,Myunghee Cho Paik,Male,Seoul National University,Doubly-Robust Lasso Bandit.
15,15,Tianyuan Jin,Male,University of Science and Technology of China,Enhong Chen,Male,University of Science and Technology of China,Efficient Pure Exploration in Adaptive Round Model.
16,16,Sivan Sabato,Male,Ben-Gurion University of the Negev,Sivan Sabato,Male,Ben-Gurion University of the Negev,Epsilon-Best-Arm Identification in Pay-Per-Reward Multi-Armed Bandits.
17,17,Tobias Sommer Thune,Male,University of Copenhagen,Yevgeny Seldin,Male,University of Copenhagen,Nonstochastic Multiarmed Bandits with Unrestricted Delays.
18,18,Baekjin Kim,Male,University of Michigan,Ambuj Tewari,Male,University of Michigan,On the Optimality of Perturbations in Stochastic and Adversarial Multi-armed Bandit Problems.
19,19,David Simchi-Levi,Male,MIT,Yunzong Xu,Male,MIT,Phase Transitions and Cyclic Phenomena in Bandits with Switching Constraints.
20,20,Hedi Hadiji,Male,"Laboratoire de Mathematiques d’Orsay, Univ. Paris-Sud,",Hedi Hadiji,Male,"Laboratoire de Mathematiques d’Orsay, Univ. Paris-Sud,",Polynomial Cost of Adaptation for X-Armed Bandits.
21,21,Virag Shah,Male,Stanford University,Jose Blanchet,Male,Stanford University,Semi-Parametric Dynamic Contextual Pricing.
22,22,Marco Bressan,Male,Sapienza University of Rome,Fabio Vitale,Male,University of Lille - INRIA Lille (France),Correlation Clustering with Adaptive Similarity Queries.
23,23,Sanchit Kalhan,Male,Northwestern University,Timothy Zhou,Male,University of Illinois at Urbana–Champaign,Correlation clustering with local objectives.
24,24,Vincent Cohen-Addad,Male,CNRS & Sorbonne Université,Chris Schwiegelshohn,Male,"Sapienza, University of Rome",Fully Dynamic Consistent Facility Location.
25,25,Aditya Bhaskara,Male,University of Utah,Hong Xu,Male,University of Utah,Greedy Sampling for Approximate Clustering in the Presence of Outliers.
26,26,Yair Marom,Male,University of Haifa,Dan Feldman,Male,University of Haifa,k-Means Clustering of Lines for Big Data.
27,27,Sariel Har-Peled,Male,University of Illinois at Urbana-Champaign,Sepideh Mahabadi,Male,Toyota Technological Institute at Chicago,Near Neighbor: Who is the Fairest of Them All?.
28,28,Stefan Meintrup,Male,TU Dortmund,Dennis Rohde,Male,TU Dortmund,Random Projections and Sampling Algorithms for Clustering of High-Dimensional Polygonal Curves.
29,29,Wasim Huleihel,Male,Tel-Aviv University,Soumyabrata Pal,Male,University of Massachusetts Amherst,Same-Cluster Querying for Overlapping Clusters.
30,30,Shin Matsushima,Male,The University of Tokyo,Maria Brbic,Female,Stanford University,Selective Sampling-based Scalable Sparse Subspace Clustering.
31,31,Yiannis Koutis,Male,New Jersey Institute of Technology,Huong Le,Male,NJIT,Spectral Modification of Graphs for Improved Spectral Clustering.
32,32,Amir Abboud,Male,IBM research,Hussein Houdrouge,Male,Ecole Polytechnique,Subquadratic High-Dimensional Hierarchical Clustering.
33,33,Tavor Baharav,Male,Stanford University,David Tse,Male,Stanford University,Ultra Fast Medoid Identification via Correlated Sequential Halving.
34,34,Giovanni Chierchia,Male,ESIEE Paris,Benjamin Perret,Male,ESIEE/PARIS,Ultrametric Fitting by Gradient Descent.
35,35,Wei Wang,Male,EPFL,Mathieu Salzmann,Male,EPFL,Backpropagation-Friendly Eigendecomposition.
36,36,Piotr Indyk,Male,MIT,Yang Yuan,Male,Cornell University,Learning-Based Low-Rank Approximations.
37,37,Chenwei DING,Male,The University of Sydney,Dacheng Tao,Male,University of Sydney,Likelihood-Free Overcomplete ICA and Applications In Causal Discovery.
38,38,Youssef Mroueh,Male,IBM T.J Watson Research Center,Cicero Nogueira dos Santos,Male,Amazon AWS AI,Sobolev Independence Criterion .
39,39,Zhao Song,Male,University of Washington,Peilin Zhong,Male,Columbia University,Towards a Zero-One Law for Column Subset Selection.
40,40,Song Liu,Male,University of Bristol,Yu Chen,Male,University of Bristol,Fisher Efficient Inference of Intractable Models.
41,41,Paul Rubenstein,Male,MPI for IS,Ilya Tolstikhin,Male,MPI for Intelligent Systems,Practical and Consistent Estimation of f-Divergences.
42,42,Guokun Lai,Male,Carnegie Mellon University,Shinjae Yoo,Male,Brookhaven National Lab,Re-examination of the Role of Latent Variables in Sequence Modeling.
43,43,Arturs Backurs,Male,MIT,Tal Wagner,Male,MIT,Space and Time Efficient Kernel Density Estimation in High Dimensions.
44,44,Antoine Wehenkel,Male,ULiège,Gilles Louppe,Male,University of Liège,Unconstrained Monotonic Neural Networks.
45,45,Ricky T. Q. Chen,Male,U of Toronto,David Duvenaud,Male,University of Toronto,Neural Networks with Cheap Differential Operators.
46,46,Motonobu Kanagawa,Male,EURECOM,Philipp Hennig,Male,University of Tübingen and MPI for Intelligent Systems Tübingen,Convergence Guarantees for Adaptive Bayesian Quadrature Methods.
47,47,Ulysse Marteau-Ferey,Male,DI ENS / INRIA,Alessandro Rudi,Male,"INRIA, Ecole Normale Superieure",Globally Convergent Newton Methods for Ill-conditioned Generalized Self-concordant Losses.
48,48,Jen Ning Lim,Male,University College London,Wittawat Jitkrittum,Male,Max Planck Institute for Intelligent Systems,Kernel Stein Tests for Multiple Model Comparison.
49,49,Sanjeev Arora,Male,Princeton University,Ruosong Wang,Male,Carnegie Mellon University,On Exact Computation with an Infinitely Wide Neural Net.
50,50,Wei Ma,Male,Carnegie Mellon University,George H Chen,Male,Carnegie Mellon University,Missing Not at Random in Matrix Completion: The Effectiveness of Estimating Missingness Probabilities Under a Low Nuclear Norm Assumption.
51,51,Fenglin Liu,Male,Peking University,Xu Sun,Male,Peking University,Aligning Visual Regions and Textual Concepts for Semantic-Grounded Image Representations.
52,52,Denis Mazur,Male,Yandex,Artem Babenko,Male,Yandex,Beyond Vector Spaces: Compact Data Representation as Differentiable Weighted Graphs.
53,53,Jie Hu,Male,Xiamen University,Qi Tian,Male,Huawei Noah’s Ark Lab,Information Competing Process for Learning Diversified Representations.
54,54,Yifan Sun,Male,Carnegie Mellon University,Mengdi Wang,Male,Princeton University,Learning low-dimensional state embeddings and metastable clusters from time series data.
55,55,Mike Gartrell,Male,Criteo AI Lab,Syrine Krichene,Female,Google,Learning Nonsymmetric Determinantal Point Processes.
56,56,Haggai Maron,Male,NVIDIA Research,Yaron Lipman,Male,Weizmann Institute of Science,Provably Powerful Graph Networks.
57,57,SHUAI ZHANG,Male,University of New South Wales,Qi Liu,Male,Facebook AI Research,Quaternion Knowledge Graph Embeddings.
58,58,Zaiqiao Meng,Male,University of Glasgow,Teng Xiao,Male,Sun Yat-sen University,Semi-supervisedly Co-embedding Attributed Networks.
59,59,Arun Jambulapati,Male,Stanford University,Kevin Tian,Male,Stanford University,A Direct tilde{O}(1/epsilon) Iteration Parallel Algorithm for Optimal Transport.
60,60,Alexis Bellot,Male,University of Cambridge / Alan Turing Institute,Mihaela van der Schaar,Male,"University of Cambridge, Alan Turing Institute and UCLA",Conditional Independence Testing using Generative Adversarial Networks.
61,61,Soheil Kolouri,Male,HRL Laboratories LLC,Gustavo Rohde,Male,University of Virginia,Generalized Sliced Wasserstein Distances.
62,62,Pascal Mettes,Male,University of Amsterdam,Cees Snoek,Male,University of Amsterdam,Hyperspherical Prototype Networks.
63,63,Guillaume Charpiat,Male,INRIA,Yuliya Tarabalka,Male,Inria Sophia-Antipolis,Input Similarity from the Neural Network Perspective.
64,64,Nikhil Ghosh,Male,UC Berkeley,Yisong Yue,Male,Caltech,Landmark Ordinal Embedding.
65,65,Nikita Ivkin,Male,Amazon,Raman Arora,Male,Johns Hopkins University,Communication-efficient Distributed SGD with Sketching.
66,66,Arsalan Sharifnassab,Male,Sharif University of Technology,S. Jamaloddin Golestani,Male,Sharif University of Technology,Order Optimal One-Shot Distributed Learning.
67,67,Andrew Ilyas,Male,MIT,Aleksander Madry,Male,MIT,"Adversarial Examples Are Not Bugs, They Are Features."
68,68,Mark Bun,Male,Boston University,Thomas Steinke,Male,IBM Almaden,Average-Case Averages: Private Algorithms for Smooth Sensitivity and Mean Estimation.
69,69,Ananda Theertha Suresh,Male,Google,Ananda Theertha Suresh,Male,Google,Differentially Private Anonymized Histograms.
70,70,James Jordon,Male,University of Oxford,Mihaela van der Schaar,Male,"University of Cambridge, Alan Turing Institute and UCLA",Differentially Private Bagging: Improved utility and cheaper privacy than subsample-and-aggregate.
71,71,Jonathan Ullman,Male,Northeastern University,Adam Sealfon,Male,UC Berkeley,Efficiently Estimating Erdos-Renyi Graphs with Node Differential Privacy.
72,72,Matthew Joseph,Male,University of Pennsylvania,Steven Wu,Male,University of Minnesota,Locally Private Gaussian Estimation.
73,73,Xiyang Liu,Male,University of Washington,Sewoong Oh,Male,University of Washington,Minimax Optimal Estimation of Approximate Differential Privacy on Neighboring Databases.
74,74,Gautam Kamath,Male,University of Waterloo,Jonathan Ullman,Male,Northeastern University,Differentially Private Algorithms for Learning Mixtures of Separated Gaussians.
75,75,Théo Ryffel,Male,"ENS, CNRS, PSL University, INRIA Paris",Romain Gay,Male,UC Berkeley,Partially Encrypted Deep Learning using Functional Encryption.
76,76,Devin Reich,Male,University of Washington Tacoma,Anderson Nascimento,Male,UW,Privacy-Preserving Classification of Personal Text Messages with Secure Multi-Party Computation.
77,77,Xueying Bai,Male,Stony Brook University,Hongning Wang,Male,University of Virginia,Model-Based Reinforcement Learning with Adversarial Training for Online Recommendation.
78,78,Han Zhu,Male,Alibaba Group,Kun Gai,Male,Alibaba Group,Joint Optimization of Tree-based Index and Deep Model for Recommender Systems.
79,79,Qianqian Xu,Male,"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences",Yuan Yao,Male,Hong Kong Univ. of Science & Technology,iSplit LBI: Individualized Partial Ranking with Ties via Split LBI.
80,80,Dina Obeid,Female,Harvard University,Cengiz Pehlevan,Male,Harvard University,Structured and Deep Similarity Matching via  Structured and Deep Hebbian Networks.
81,81,Mohamed Akrout,Male,University of Toronto,Douglas Tweed,Male,University of Toronto,Deep Learning without Weight Transport.
82,82,Guruprasad Raghavan,Male,California Institute of Technology,Matt Thomson,Male,California Institute of Technology,Neural networks grown and self-organized by noise.
83,83,Wenrui Zhang,Male,"University of California, Santa Barbara",Peng Li,Male,"University of California, Santa Barbara",Spike-Train Level Backpropagation for Training Deep Recurrent Spiking Neural Networks.
84,84,Hosein Hasani,Male,Sharif University of Technology,Hamid Aghajan,Male,Sharif University of Technology,Surround Modulation: A Bio-inspired Connectivity Structure for Convolutional Neural Networks.
85,85,Maxence Ernoult,Male,Université Paris Sud,Benjamin Scellier,Male,"Mila, University of Montreal",Updates of Equilibrium Prop Match Gradients of Backprop Through Time in an RNN with Static Input.
86,86,Bichuan Guo,Male,Tsinghua University,Jiangtao Wen,Male,Tsinghua University,AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling.
87,87,Gunpil Hwang,Male,KAIST,Hyeon-Min Bae,Male,KAIST,Bat-G net: Bat-inspired High-Resolution 3D Image Reconstruction using Ultrasonic Echoes.
88,88,Weizhe Hua,Male,Cornell University,G. Edward Suh,Male,Cornell University,Channel Gating Neural Networks.
89,89,Hattie Zhou,Female,Uber,Jason Yosinski,Male,Uber AI; Recursion,"Deconstructing Lottery Tickets: Zeros, Signs, and the Supermask."
90,90,Zhijian Liu,Male,MIT,Song Han,Male,MIT,Point-Voxel CNN for Efficient 3D Deep Learning.
91,91,Zhonghui You,Male,Peking University,Ping Wang,Male,Peking University,Gate Decorator: Global Filter Pruning Method for Accelerating Deep Convolutional Neural Networks.
92,92,Georgios Detorakis,Male,"University of California, Irvine",EON O Neftci,Male,UC Irvine,Inherent Weight Normalization in Stochastic Neural Networks.
93,93,Shangyu Chen,Male,"Nanyang Technological University, Singapore",Sinno Jialin Pan,Male,"Nanyang Technological University, Singapore",MetaQuant: Learning to Quantize by Learning to Penetrate Non-differentiable Quantization.
94,94,Shupeng Gui,Male,University of Rochester,Prof. Ji Liu Liu,Male,Kwai Inc.,Model Compression with Adversarial Robustness: A Unified Optimization Framework.
95,95,Yixing Xu,Male,Huawei Noah's Ark Lab,Chang Xu,Male,University of Sydney,Positive-Unlabeled Compression on the Cloud.
96,96,Maxim Kuznetsov,Male,Insilico Medicine,Alex Zhebrak,Male,Insilico Medicine,A Prior of a Googol Gaussians: a Tensor Ring Induced Prior for Generative Models.
97,97,Dina Bashkirova,Male,Boston University,Kate Saenko,Male,Boston University,Adversarial Self-Defense for Cycle-Consistent GANs.
98,98,Bowen Li,Male,University of Oxford,Philip Torr,Male,University of Oxford,Controllable Text-to-Image Generation.
99,99,Hsin-Ying Lee,Male,"University of California, Merced",Jan Kautz,Male,NVIDIA,Dancing to Music.
100,100,Zelda Mariet,Male,Google AI,Jasper Snoek,Male,Google Brain,DppNet: Approximating Determinantal Point Processes with Deep Networks.
101,101,Nicki Skafte,Male,Technical University of Denmark,Søren Hauberg,Male,Technical University of Denmark,Explicit Disentanglement of Appearance and Perspective in Generative Models.
102,102,Ruho Kondo,Male,"Toyota Central R&D Labs., Inc.",Takuro Kutsuna,Male,Toyota Central R&D Labs. Inc.,Flow-based Image-to-Image Translation with Feature Disentanglement.
103,103,Bingzhe Wu,Male,Peeking University,Jun Zhou,Male,Ant Financial,Generalization in Generative Adversarial Networks: A Novel Perspective from Privacy Protection.
104,104,Tuomas Kynkäänniemi,Male,NVIDIA; Aalto University,Timo Aila,Male,NVIDIA,Improved Precision and Recall Metric for Assessing Generative Models.
105,105,Jaemin Yoo,Male,Seoul National University,U Kang,Male,Seoul National University,Knowledge Extraction with No Observable Data.
106,106,Tingting Qiao,Male,Zhejiang University,Dacheng Tao,Male,University of Sydney,"Learn, Imagine and Create: Text-to-Image Generation from Prior Knowledge."
107,107,Yikang LI,Male,The Chinese University of Hong Kong; Sensetime,Xiaogang Wang,Male,The Chinese University of Hong Kong,PasteGAN: A Semi-Parametric Method to Generate Image from Scene Graph.
108,108,Yunji Kim,Female,Yonsei University,Seon Joo Kim,Male,Yonsei University / Facebook,Unsupervised Keypoint Learning for Guiding Class-Conditional Video Prediction.
109,109,Difan Zou,Male,"University of California, Los Angeles",Quanquan Gu,Male,UCLA,An Improved Analysis of Training Over-parameterized Deep Neural Networks.
110,110,Matan Atzmon,Male,Weizmann Institute Of Science,Yaron Lipman,Male,Weizmann Institute of Science,Controlling Neural Level Sets.
111,111,Shaojie Bai,Male,Carnegie Mellon University,Vladlen Koltun,Male,Intel Labs,Deep Equilibrium Models.
112,112,Junbang Liang,Male,"University of Maryland, College Park",Vladlen Koltun,Male,Intel Labs,Differentiable Cloth Simulation for Inverse Problems.
113,113,Mahyar Fazlyab,Male,University of Pennsylvania,George Pappas,Male,University of Pennsylvania,Efficient and Accurate Estimation of Lipschitz Constants for Deep Neural Networks.
114,114,Mete Ozay,Male,Independent Researcher (N/A),Mete Ozay,Male,Independent Researcher (N/A),Fine-grained Optimization of Deep Neural Networks.
115,115,Yuan Cao,Male,UCLA,Quanquan Gu,Male,UCLA,Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks.
116,116,Lili Su,Male,MIT,Pengkun Yang,Male,Princeton University,On Learning Over-parameterized Neural Networks: A Functional Approximation Perspective.
117,117,Zhuoning Yuan,Male,University of Iowa,Tianbao Yang,Male,The University of Iowa,Stagewise Training Accelerates Convergence of Testing Error Over SGD.
118,118,Yuanzhi Li,Male,Princeton,Tengyu Ma,Male,Stanford University,Towards Explaining the Regularization Effect of Initial Large Learning Rate in Training Neural Networks.
119,119,Dinghuai Zhang,Male,Peking University,Bin Dong,Male,Peking University,You Only Propagate Once: Accelerating Adversarial Training via Maximal Principle.
120,120,Wesley J Maddox,Male,New York University,Andrew Gordon Wilson,Male,New York University,A Simple Baseline for Bayesian Uncertainty in Deep Learning.
121,121,Matthias Minderer,Male,Google Research,Honglak Lee,Male,Google Brain,Unsupervised learning of object structure and dynamics from videos.
122,122,Zeyuan Allen-Zhu,Male,Microsoft Research,Yuanzhi Li,Male,Princeton,Can SGD Learn Recurrent Neural Networks with Provable Generalization?.
123,123,Aya Abdelsalam Ismail,Male,University of Maryland,Soheil Feizi,Male,University of Maryland,Input-Cell Attention Reduces Vanishing Saliency of Recurrent Neural Networks.
124,124,Giancarlo Kerg,Male,MILA,Guillaume Lajoie,Male,Université de Montréal / Mila,Non-normal Recurrent Neural Network (nnRNN): learning long time dependencies while improving expressivity with transient dynamics.
125,125,Niru Maheswaranathan,Male,Google Brain,David Sussillo,Male,Google Inc.,Reverse engineering recurrent networks for sentiment classification reveals line attractor dynamics.
126,126,Biao Zhang,Male,University of Edinburgh,Rico Sennrich,Male,University of Edinburgh,Root Mean Square Layer Normalization.
127,127,Sara Hooker,Female,Google Brain,Been Kim,Male,Google,A Benchmark for Interpretability Methods in Deep Neural Networks.
128,128,Wieland Brendel,Male,"AG Bethge, University of Tübingen",Matthias Bethge,Male,University of Tübingen,"Accurate, reliable and fast robustness evaluation."
129,129,Ke Li,Male,UC Berkeley,Jitendra Malik,Male,University of California at Berkley,Approximate Feature Collisions in Neural Nets.
130,130,Matthew Sotoudeh,Male,"University of California, Davis",Aditya V Thakur,Male,"University of California, Davis",Computing Linear Restrictions of Neural Networks.
131,131,Patrick Schwab,Male,ETH Zurich / Roche,Walter Karlen,Male,ETH Zurich,CXPlain: Causal Explanations for Model Interpretation under Uncertainty.
132,132,Pei Wang,Male,UC San Diego,Nuno Nvasconcelos,Male,UC San Diego,Deliberative Explanations: visualizing network insecurities.
133,133,Ann-Kathrin Dombrowski,Female,TU Berlin,Pan Kessel,Male,TU Berlin,Explanations can be manipulated and geometry is to blame.
134,134,Lukas Hoyer,Male,Bosch Center for Artificial Intelligence,Volker Fischer,Male,"Robert Bosch GmbH, Bosch Center for Artificial Intelligence",Grid Saliency for Context Explanations of Semantic Segmentation.
135,135,Alessio Ansuini,Male,International School for Advanced Studies (SISSA),Davide Zoccolan,Male,"Visual Neuroscience Lab, International School for Advanced Studies (SISSA)",Intrinsic dimension of data representations in deep neural networks.
136,136,Ari Morcos,Male,Facebook AI Research,Yuandong Tian,Male,Facebook AI Research,One ticket to win them all: generalizing lottery ticket initializations across datasets and optimizers.
137,137,Emily Reif,Male,Google,Been Kim,Male,Google,Visualizing and Measuring the Geometry of BERT.
138,138,Scott Gigante,Male,Yale University,Gal Mishne,Male,UC San Diego,Visualizing the PHATE of Neural Networks.
139,139,Nathaniel Lahn,Male,Virginia Tech,Sharath Raghvendra,Male,Virginia Tech,A Graph Theoretic Additive Approximation of Optimal Transport.
140,140,Maxime Gasse,Male,Polytechnique Montréal,Andrea Lodi,Male,École Polytechnique Montréal,Exact Combinatorial Optimization with Graph Convolutional Neural Networks.
141,141,Xinyun Chen,Male,UC Berkeley,Yuandong Tian,Male,Facebook AI Research,Learning to Perform Local Rewriting for Combinatorial Optimization.
142,142,Claudia Shi,Female,Columbia University,Victor Veitch,Male,Columbia University,Adapting Neural Networks for the Estimation of Treatment Effects.
143,143,Dominik Janzing,Male,Amazon,Dominik Janzing,Male,Amazon,Causal Regularization.
144,144,Murat Kocaoglu,Male,"MIT-IBM Watson AI Lab IBM Research, MA",Elias Bareinboim,Male,Columbia University,Characterization and Learning of Causal Graphs with Latent Variables from Soft Interventions.
145,145,Kolyan Ray,Male,King's College London,Botond Szabo,Male,Leiden University,Debiased Bayesian inference for average treatment effects.
146,146,Andrew Bennett,Male,Cornell University,Tobias Schnabel,Male,Microsoft Research,Deep Generalized Method of Moments for Instrumental Variable Analysis.
147,147,Daniel Kumor,Male,Purdue University,Elias Bareinboim,Male,Columbia University,Efficient Identification in Linear Structural Causal Models with Instrumental Cutsets.
148,148,Vasilis Syrgkanis,Male,Microsoft Research,Greg Lewis,Male,Microsoft Research,Machine Learning Estimation of Heterogeneous Treatment Effects with Instruments.
149,149,Amin Jaber,Male,Purdue University,Elias Bareinboim,Male,Columbia University,Identification of Conditional Causal Effects under Markov Equivalence.
150,150,Shangtong Zhang,Male,University of Oxford,Shimon Whiteson,Male,University of Oxford, Generalized Off-Policy Actor-Critic.
151,151,Sebastian Tschiatschek,Male,Microsoft Research,Adish Singla,Male,MPI-SWS,Learner-aware Teaching: Inverse Reinforcement Learning with Preferences and Constraints.
152,152,Naman Agarwal,Male,Google,Karan Singh,Male,Princeton University,Logarithmic Regret for Online Control.
153,153,Xingyu Lin,Male,Carnegie Mellon University,David Held,Male,CMU,Adaptive Auxiliary Task Weighting for Reinforcement Learning.
154,154,Andrea Zanette,Male,Stanford University,Emma Brunskill,Male,Stanford University,Limiting Extrapolation in Linear Approximate Value Iteration.
155,155,Alberto Maria Metelli,Male,Politecnico di Milano,Marcello Restelli,Male,Politecnico di Milano,Propagating Uncertainty in Reinforcement Learning via Wasserstein Barycenters.
156,156,Yu Bai,Male,Salesforce Research,Yu-Xiang Wang,Male,UC Santa Barbara,Provably Efficient Q-Learning with Low Switching Cost.
157,157,David Janz,Male,University of Cambridge,Sebastian Tschiatschek,Male,Microsoft Research,Successor Uncertainties: Exploration and Uncertainty in Temporal Difference Learning.
158,158,Yingdong Lu,Male,IBM Research,Chai Wah Wu,Male,IBM,A Family of Robust Stochastic Operators for Reinforcement Learning.
159,159,Felix Leibfried,Male,PROWLER.io,Jordi Grau-Moya,Male,PROWLER.io,A Unified Bellman Optimality Principle Combining Reward Maximization and Empowerment.
160,160,Shaofeng Zou,Male,"University at Buffalo, the State University of New York",Yingbin Liang,Male,The Ohio State University,Finite-Sample Analysis for SARSA with Linear Function Approximation.
161,161,Falcon Dai,Male,TTI-Chicago,Matthew Walter,Male,TTI-Chicago,Maximum Expected Hitting Cost of a Markov Decision Process and Informativeness of Rewards.
162,162,Max Simchowitz,Male,Berkeley,Kevin Jamieson,Male,U Washington,Non-Asymptotic Gap-Dependent Regret Bounds for Tabular MDPs.
163,163,Wang Chi Cheung,Male,"Department of Industrial Systems Engineering and Management, National University of Singapore",Wang Chi Cheung,Male,"Department of Industrial Systems Engineering and Management, National University of Singapore",Regret Minimization for Reinforcement Learning with Vectorial Feedback and Complex Objectives.
164,164,Hao(Jackson) Cui,Male,Google,Roni Khardon,Male,"Indiana University, Bloomington",Sampling Networks and Aggregate Simulation for Online POMDP Planning.
165,165,Tengyu Xu,Male,The Ohio State University,Yingbin Liang,Male,The Ohio State University,Two Time-scale Off-Policy TD Learning: Non-asymptotic Analysis over Markovian Samples.
166,166,Amir-massoud Farahmand,Male,Vector Institute and University of Toronto,Amir-massoud Farahmand,Male,Vector Institute and University of Toronto,Value Function in Frequency Domain and the Characteristic Value Iteration Algorithm.
167,167,Himanshu Sahni,Male,Georgia Institute of Technology,Ilya Kuzovkin,Male,OffWorld,Addressing Sample Complexity in Visual Tasks Using HER and Hallucinatory GANs.
168,168,Peter Anderson,Male,Georgia Tech,Stefan Lee,Male,Oregon State University,Chasing Ghosts: Instruction Following as Bayesian State Tracking.
169,169,Boaz Barak,Male,Harvard University,Yueqi Sheng,Male,Harvard University ,(Nearly) Efficient Algorithms for the Graph Matching Problem on Correlated Random Graphs.
170,170,Eduard Eiben,Male,"Royal Holloway, University of London",Stefan Szeider,Male,Vienna University of Technology,The Parameterized Complexity of Cascading Portfolio Scheduling.
171,171,Jinjin Tian,Male,Carnegie Mellon University,Aaditya Ramdas,Male,Carnegie Mellon University,ADDIS: an adaptive discarding algorithm for online FDR control with conservative nulls.
172,172,Ryan Tibshirani,Male,Carnegie Mellon University,Aaditya Ramdas,Male,CMU,Conformal Prediction Under Covariate Shift.
173,173,Ryoma Sato,Male,Kyoto University,Hisashi Kashima,Male,Kyoto University/RIKEN Center for AIP,Approximation Ratios of Graph Neural Networks for Combinatorial Problems.
174,174,Boris Hanin,Male,Texas A&M,David Rolnick,Male,UPenn,Deep ReLU Networks Have Surprisingly Few Activation Patterns.
175,175,Minshuo Chen,Male,Georgia Tech,Tuo Zhao,Male,Georgia Tech,Efficient Approximation of Deep ReLU Networks for Functions on Low Dimensional Manifolds.
176,176,Shirin Jalali,Male,Nokia Bell Labs,Iraj Saniee,Male,Nokia Bell Labs,Efficient Deep Approximation of GMMs.
177,177,Nicolas Keriven,Male,Ecole Normale Supérieure,Gabriel Peyré,Male,CNRS and ENS,Universal Invariant and Equivariant Graph Neural Networks.
178,178,Fengxiang He,Male,The University of Sydney,Dacheng Tao,Male,University of Sydney,Control Batch Size and Learning Rate to Generalize Well: Theoretical and Empirical Evidence.
179,179,Colin Wei,Male,Stanford University,Tengyu Ma,Male,Stanford University,Data-dependent Sample Complexity of Deep Neural Networks via Lipschitz Augmentation.
180,180,Kevin Bello,Male,Purdue University,Jean Honorio,Male,Purdue University,Exact inference in structured prediction.
181,181,Bryon Aragam,Male,University of Chicago,Qing Zhou,Male,UCLA,Globally optimal score-based learning of directed acyclic graphs in high-dimensions.
182,182,Sushrut Karmalkar,Male,The University of Texas at Austin,Pravesh Kothari,Male,Princeton University and Institute for Advanced Study,List-decodable Linear Regression.
183,183,Pascale Gourdeau,Male,University of Oxford,James Worrell,Male,University of Oxford,On the Hardness of Robust Classification.
184,184,Matthew Holland,Male,Osaka University,Matthew Holland,Male,Osaka University,PAC-Bayes under potentially heavy tails.
185,185,Yihe Dong,Male,Microsoft,Jerry Li,Male,Microsoft,Quantum Entropy Scoring for Fast Robust Mean Estimation and Improved Outlier Detection.
186,186,Muhan Zhang,Male,Washington University; Facebook (now),Yixin Chen,Male,Washington University in St. Louis,D-VAE: A Variational Autoencoder for Directed Acyclic Graphs.
