,first-author-affiliation,last-author-affiliation,title
41," AGH University, Krakow, Poland"," AGH University, Krakow, Poland",Recognizing top-monotonic preference profiles in polynomial time
42," Electrical and Computer Engineering, Technical University of Crete, Chania, Greece"," Electrical and Computer Engineering, Technical University of Crete, Chania, Greece",Probability bounds for overlapping coalition formation
43, UC Berkeley, Stanford University,Computing an approximately optimal agreeable set of items
44, IBM T.J. Watson Research Center," UNSW Sydney, Data61, TU Berlin",Mechanisms for online organ matching
45," David R. Cheriton School of Computer Science, University of Waterloo"," David R. Cheriton School of Computer Science, University of Waterloo","Deterministic, strategyproof, and fair cake cutting"
46," Kyushu University, Fukuoka, Japan"," Kyushu University, Fukuoka, Japan",Core stability in hedonic games among friends and enemies: impact of neutrals
47," Department of Computer Science, University of Toronto"," Google Research, Mountain View, CA and Department of Computer Science, University of Toronto",Multiple-profile prediction-of-use games
48," Bioepar, INRA, Oniris, Nantes, France and Univ. Lille, CNRS, Lille, France"," Bioepar, INRA, Oniris, Nantes, France",Enhancing sustainability of complex epidemiological models through a generic multilevel agent-based approach
49," University of Southern California, Los Angeles, CA"," Texas State University, San Marcos, Texas",Don't bury your head inwarnings: a game-theoretic approach for intelligent allocation of cyber-security alerts
50," Rensselaer Polytechnic Institute, Troy, NY"," Rensselaer Polytechnic Institute, Troy, NY",Posted pricing sans discrimination
51," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",Why you should charge your friends for borrowing your stuff
52," IIT Kanpur, Kanpur, India"," University of Liverpool, Liverpool, UK",Synchronisation games on hypergraphs
53," TU Berlin, Germany"," University of Oxford, UK",Proportional rankings
54," University of Warsaw, Poland"," University of Warsaw, Poland",Attachment centrality for weighted graphs
55, National Institute of Informatics, National Institute of Informatics,Online optimization of video-ad allocation
56," Department of Computer Science, Bar-Ilan University, Israel"," Department of Computer Science, Bar-Ilan University, Israel",On the power and limitations of deception in multi-robot adversarial patrolling
57," Indian Institute of Science, India"," IIT Gandhinagar, India",Manipulating gale-shapley algorithm: preserving stability and remaining inconspicuous
58," School of Computer Science and Technology, University of Science and Technology of China, CHN"," School of Computer Science and Technology, University of Science and Technology of China, CHN",Multi-agent planning with baseline regret minimization
59," School of Computer Science and Engineering, University of Electronic Science and Technology of China, China"," School of Computer Science and Engineering, University of Electronic Science and Technology of China, China",Score aggregation via spectral method
60," University of Melbourne, Australia"," RMIT University, Australia",Agent design consistency checking via planning
61, Ben-Gurion University, National University of Singapore,How to form winning coalitions in mixed human-computer settings
