,first-author,first-author-affiliation,last-author,last-author-affiliation,title
34,Isabella Pozzi,Centrum Wiskunde & Informatica,Pieter Roelfsema,Netherlands Institute for Neuroscience,Attention-Gated Brain Propagation: How the brain can implement reward-based error backpropagation
35,Yuhang Song,University of Oxford,Rafal Bogacz,University of Oxford,Can the Brain Do Backpropagation? --- Exact Implementation of Backpropagation in Predictive Coding Networks
36,Yu Takagi,University of Tokyo,Laurence T Hunt,University of Oxford,Demixed shared component analysis of neural population data from multiple brain areas
37,Meenakshi Khosla,Cornell University,Mert Sabuncu,Cornell,Neural encoding with visual attention
38,Xi Zhang,Shanghai Jiao Tong University,Xiaolin Wu,McMaster University,On Numerosity of Deep Neural Networks
39,Eli Moore,"University of California, Davis",Rishidev Chaudhuri,"University of California, Davis",Using noise to probe recurrent neural network structure and prune synapses
40,Tom B Brown,Google Brain,Dario Amodei,OpenAI,Language Models are Few-Shot Learners
41,Junliang Guo,University of Science and Technology of China,Enhong Chen,University of Science and Technology of China,Incorporating BERT into Parallel Sequence Decoding with Adapters
42,Ming Ding,Tsinghua University,Jie Tang,Tsinghua University,CogLTX: Applying BERT to Long Texts
43,Wenhui Wang,Microsoft Research,Ming Zhou,Microsoft Research,MiniLM: Deep Self-Attention Distillation for Task-Agnostic Compression of Pre-Trained Transformers
44,Zachary Brown,Duke University,Nancy Fulda,Brigham Young University,Towards Neural Programming Interfaces
45,Thomas Scialom,reciTAL,Jacopo Staiano,reciTAL,ColdGANs: Taming Language GANs with Cautious Sampling Strategies
46,Zi-Hang Jiang,National University of Singapore,Shuicheng Yan,National University of Singapore,ConvBERT: Improving BERT with Span-based Dynamic Convolution
47,Jesse Vig,Salesforce Research,Stuart Shieber,Harvard University,Investigating Gender Bias in Language Models Using Causal Mediation Analysis
48,Chau Tran,Facebook AI,Jiatao Gu,Facebook AI Research,Cross-lingual Retrieval for Iterative Self-Supervised Training
49,Lu Hou,"Huawei Technologies Co., Ltd",Qun Liu,Huawei Noah's Ark Lab,DynaBERT: Dynamic BERT with Adaptive Width and Depth
50,Zihang Dai,Google Brain,Quoc V Le,Google,Funnel-Transformer: Filtering out Sequential Redundancy for Efficient Language Processing
51,Manzil Zaheer,Google,Amr Ahmed,Google Research,Big Bird: Transformers for Longer Sequences
52,Chong Yu,NVIDIA,Jeff Pool,NVIDIA,Self-Supervised Generative Adversarial Compression
53,Zhaoqiang Liu,National University of Singapore,Jonathan Scarlett,National University of Singapore,The Generalized Lasso with Nonlinear Observations and Generative Priors
54,Ajil Jalal,University of Texas at Austin,Constantine Caramanis,UT Austin, Robust compressed sensing using generative models 
55,Guangda Ji,Peking University,Zhanxing Zhu,Peking University,"Knowledge Distillation in Wide Neural Networks: Risk Bound, Data Efficiency and Imperfect Teacher"
56,Tarik Dzanic,Texas A&M University,Freddie Witherden,Texas A&M University,Fourier Spectrum Discrepancies in Deep Network Generated Images
57,Zijun Gao,Stanford University,Yanjun Han,Stanford University,Minimax Optimal Nonparametric Estimation of Heterogeneous Treatment Effects
58,Max Hopkins,University of California San Diego,Shachar Lovett,University of California San Diego,The Power of Comparisons for Actively Learning Linear Classifiers
59,Guy Blanc,Stanford University,Li-Yang Tan,Stanford University,Estimating decision tree learnability with polylogarithmic sample complexity
60,Luofeng Liao,University of Chicago,Zhaoran Wang,Northwestern University,Provably Efficient Neural Estimation of Structural Equation Models: An Adversarial Approach
61,Parthe Pandit,"University of California, Los Angeles",Alyson Fletcher,UCLA,Matrix Inference and Estimation in Multi-Layer Models
62,Jy-yong Sohn,KAIST,Jaekyun Moon,Korea Advanced Institute of Science and Technology,Election Coding for Distributed Learning: Protecting SignSGD against Byzantine Attacks
63,Alexander Moreno,Georgia Institute of Technology,James Rehg,Georgia Tech,A Robust Functional EM Algorithm for Incomplete Panel Count Data
64,Young H Jung,Microsoft,Ambuj Tewari,University of Michigan,On the Equivalence between Online and Private Learnability beyond Binary Classification
65,Gen Li,Tsinghua University,Yuxin Chen,Princeton University,Breaking the Sample Size Barrier in Model-Based Reinforcement Learning with a Generative Model
66,Yue Frank Wu,"University of California, Los Angeles",Quanquan Gu,UCLA,A Finite-Time Analysis of Two Time-Scale Actor-Critic Methods
67,Jongmin Lee,KAIST,Kee-Eung Kim,KAIST,Reinforcement Learning for Control with Multiple Frequencies
68,Guangxiang Zhu,Tsinghua university,Chongjie Zhang,Tsinghua University,Bridging Imagination and Reality for Model-Based Deep Reinforcement Learning
69,Yiming Zhang,New York University,Keith Ross,NYU Shanghai,First Order Constrained Optimization in Policy Space
70,Dongsheng Ding,University of Southern California,Mihailo Jovanovic,University of Southern California,Natural Policy Gradient Primal-Dual Method for Constrained Markov Decision Processes
71,Tianhe (Kevin) Yu,Stanford University,Tengyu Ma,Stanford University,MOPO: Model-based Offline Policy Optimization
72,Feiyang Pan,"Institute of Computing Technology, Chinese Academy of Sciences",Qing He,"Institute of Computing Technology, Chinese Academy of Sciences",Trust the Model When It Is Confident: Masked Model-based Actor-Critic
73,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC),Lin Yang,UCLA,Model-Based Multi-Agent RL in Zero-Sum Markov Games with Near-Optimal Sample Complexity
74,Shaocong Ma,University of Utah,Shaofeng Zou,"University at Buffalo, the State University of New York",Variance-Reduced Off-Policy TDC Learning: Non-Asymptotic Convergence Analysis
75,Constantinos Daskalakis,MIT,Noah Golowich,Massachusetts Institute of Technology,Independent Policy Gradient Methods for Competitive Reinforcement Learning
76,Yao Liu,Stanford University,Emma Brunskill,Stanford University,Provably Good Batch Reinforcement Learning Without Great Exploration
77,Alexander Levine,"University of Maryland, College Park",Soheil Feizi,University of Maryland,(De)Randomized Smoothing for Certifiable Defense against Patch Attacks
78,Chih-Hui Ho,University of California San Diego,Nuno Nvasconcelos,UC San Diego,Contrastive Learning with Adversarial Examples 
79,Qijian Zhang,City University of Hong Kong,Yao Zhao,Beijing Jiaotong University,CoADNet: Collaborative Aggregation-and-Distribution Networks for Co-Salient Object Detection
80,Jaehyeon Kim,Kakao Enterprise,Sungroh Yoon,Seoul National University,Glow-TTS: A Generative Flow for Text-to-Speech via Monotonic Alignment Search
81,Teerapat Jenrungrot,University of Washington,Ira Kemelmacher-Shlizerman,University of Washington,The Cone of Silence: Speech Separation by Localization
82,Jungil Kong,Kakao Enterprise,Jaekyoung Bae,Kakao Enterprise,HiFi-GAN: Generative Adversarial Networks for Efficient and High Fidelity Speech Synthesis
83,Taesung Park,UC Berkeley,Richard Zhang,Adobe,Swapping Autoencoder for Deep Image Manipulation
84,Wenbo Li,The Chinese University of Hong Kong,Jiaya Jia,CUHK,LAPAR: Linearly-Assembled Pixel-Adaptive Regression Network for Single Image Super-resolution and Beyond
85,Shanshan Zhao,The University of Sydney,Dacheng Tao,University of Sydney,Domain Generalization via Entropy Regularization
86,Charu Sharma,Indian Institute of Technology Hyderabad,Manohar Kaul,IITH,Self-Supervised Few-Shot Learning on Point Clouds
87,Alexandre Carlier,Litso AI | ETH Zurich,Radu Timofte,ETH Zurich,DeepSVG: A Hierarchical Generative Network for Vector Graphics Animation
88,Yuanbiao Gou,"College of Computer Science, Sichuan University",Xi Peng,"College of Computer Science, Sichuan University",CLEARER: Multi-Scale Neural Architecture Search for Image Restoration
89,Lu Chi,Peking University,Yadong Mu,Peking University,Fast Fourier Convolution
90,Joel Dapello,Harvard University,James J DiCarlo,Massachusetts Institute of Technology,Simulating a Primary Visual Cortex at the Front of CNNs Improves Robustness to Image Perturbations
91,Zhaozhi Qian,University of Cambridge,Mihaela van der Schaar,University of Cambridge,When and How to Lift the Lockdown? Global COVID-19 Scenario Analysis and Policy Assessment using Compartmental Gaussian Processes
92,Chencheng Xu,Tsinghua University,Tao Jiang,University of California - Riverside,Reinforced Molecular Optimization with Neighborhood-Controlled Grammars
93,Xin Liu,University of Washington,Daniel McDuff,Microsoft Research,Multi-Task Temporal Shift Attention Networks for On-Device Contactless Vitals Measurement
94,Aaron Defazio,Facebook AI Research,Michael Recht,New York University School of Medicine,MRI Banding Removal via Adversarial Training
95,Sercan Arik,Google,Tomas Pfister,Google,Interpretable Sequence Learning for Covid-19 Forecasting
96,Zijie Zhang,Auburn University,Dejing Dou,""" University of Oregon, USA""",Adversarial Attacks on Deep Graph Matching
97,Yusuke Tashiro,Japan Digital Design,Stefano Ermon,Stanford,Diversity can be Transferred: Output Diversification for White- and Black-box Attacks
98,Tuan Anh Nguyen,VinAI Research/Hanoi University of Science and Technology,Anh Tran,VinAI Research,Input-Aware Dynamic Backdoor Attack
99,Ian Covert,University of Washington,Su-In Lee,University of Washington,Understanding Global Feature Contributions With Additive Importance Measures
100,Duncan McElfresh,University of Maryland,John Dickerson,University of Maryland,Improving Policy-Constrained Kidney Exchange via Pre-Screening
101,Jiancheng YANG,Shanghai Jiao Tong University,Chenglong Zhao,Shanghai Jiao Tong University,Learning Black-Box Attackers with Transferable Priors and Query Feedback
102,Zhen Sun,Cornell University,Vitaly Shmatikov,Cornell University,De-Anonymizing Text by Fingerprinting Language Generation
103,Daniel Bear,Stanford University,Daniel Yamins,Stanford University,Learning Physical Graph Representations from Visual Scenes
104,Ren Wang,University of British Columbia,Siamak Ravanbakhsh,McGill / MILA,Equivariant Networks for Hierarchical Structures
105,Jiahao Su,University of Maryland,Furong Huang,University of Maryland,ARMA Nets: Expanding Receptive Field for Dense Prediction
106,Jianda Chen,"Nanyang Technological University, Singapore",Sinno Jialin Pan,"Nanyang Technological University, Singapore",Storage Efficient and Dynamic Flexible Runtime Channel Pruning via Deep Reinforcement Learning
107,Yihong Gu,Princeton University,Tong Zhang,The Hong Kong University of Science and Technology,How to Characterize The Landscape of Overparameterized Convolutional Neural Networks
108,Behnam Neyshabur,Google,Behnam Neyshabur,Google,Towards Learning Convolutions from Scratch
109,Hu Liu,JD.com,Weipeng Yan,JD.com,Kalman Filtering Attention for User Behavior Modeling in CTR Prediction
110,Zhijie Deng,Tsinghua University,Jun Zhu,Tsinghua University,Understanding and Exploring the Network with Stochastic Architectures
111,Woojeong Kim,Korea Institute of Science and Technology,Geunseok Jeon,Korea Institute of Science and Technology,Neuron Merging: Compensating for Pruned Neurons
112,Jangho Kim,Seoul National University,Nojun Kwak,Seoul National University,Position-based Scaled Gradient for Model Quantization and Pruning
113,Haoran You,Rice University,Yingyan Lin,Rice University,ShiftAddNet: A Hardware-Inspired Deep Network
114,Hidenori Tanaka,"NTT Research, PHI Lab / Stanford University",Surya Ganguli,Stanford,Pruning neural networks without any data by iteratively conserving synaptic flow
115,Cédric Colas,INRIA,Pierre-Yves Oudeyer,INRIA,Language as a Cognitive Tool to Imagine Goals in Curiosity Driven Exploration
116,Kyunghyun Lee,KAIST,In So Kweon,KAIST,An Efficient Asynchronous Method for Integrating Evolutionary and Gradient-based Policy Search
117,Jianzhun Du,Harvard University,Finale Doshi-Velez,Harvard,Model-based Reinforcement Learning for Semi-Markov Decision Processes with Neural ODEs
118,Tongzhou Mu,"University of California, San Diego",Hao Su,UCSD,Refactoring Policy for Compositional Generalizability using Self-Supervised Object Proposals
119,Han Zheng,UTS,Chengqi Zhang,University of Technology Sydney,Cooperative Heterogeneous Deep Reinforcement Learning
120,Wentao Weng,Tsinghua University,R. Srikant,University of Illinois at Urbana-Champaign,The Mean-Squared Error of Double Q-Learning
121,Meng Zhou,University of Sydney,Yuk Ying Chung,The University of Sydney,Learning Implicit Credit Assignment for Cooperative Multi-Agent Reinforcement Learning
122,Gang Wang,Beijing Institute of Technology,Jian Sun,Beijing Insitute of Technology,Decentralized TD Tracking with Linear Function Approximation and its Finite-Time Analysis
123,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC),Tamer Basar,University of Illinois at Urbana-Champaign,Robust Multi-Agent Reinforcement Learning with Model Uncertainty
124,Fan Yang,University at Buffalo,Wen Dong,University at Buffalo,Bayesian Multi-type Mean Field Multi-agent Imitation Learning
125,Minhae Kwon,Soongsil University,Xaq Pitkow,BCM/Rice,Inverse Rational Control with Partially Observable Continuous Nonlinear Dynamics
126,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC),Tamer Basar,University of Illinois at Urbana-Champaign,On the Stability and Convergence of Robust Adversarial Reinforcement Learning: A Case Study on Linear Quadratic Systems
127,Gen Li,Tsinghua University,Yuxin Chen,Princeton University,Sample Complexity of Asynchronous Q-Learning: Sharper Analysis and Variance Reduction
128,Sherry Yang,Google Brain,Dale Schuurmans,Google Brain & University of Alberta,Off-Policy Evaluation via the Regularized Lagrangian
129,Yingjie Fei,Cornell University,Qiaomin Xie,Cornell University,Dynamic Regret of Policy Optimization in Non-Stationary Environments
130,Kianté Brantley,The University of Maryland College Park,Wen Sun,Microsoft Research NYC,Constrained episodic reinforcement learning in concave-convex and knapsack settings
131,Ziyang Tang,UT Austin,Qiang Liu,UT Austin,Off-Policy Interval Estimation with Lipschitz Value Iteration
132,Bo Dai,Google Brain,Dale Schuurmans,Google Brain & University of Alberta,CoinDICE: Off-Policy Confidence Interval Estimation
133,Yingjie Fei,Cornell University,Qiaomin Xie,Cornell University,Risk-Sensitive Reinforcement Learning: Near-Optimal Risk-Sample Tradeoff in Regret
134,Ruosong Wang,Carnegie Mellon University,Lin Yang,UCLA,Reinforcement Learning with General Value Function Approximation: Provably Efficient Approach via Bounded Eluder Dimension
135,Xuezhou Zhang,UW-Madison,Adish Singla,MPI-SWS,Task-agnostic Exploration in Reinforcement Learning
136,Fei Feng,"University of California, Los Angeles",Lin Yang,UCLA,Provably Efficient Exploration for Reinforcement Learning Using Unsupervised Learning
137,Shuang Qiu,University of Michigan,Zhaoran Wang,Northwestern University,Upper Confidence Primal-Dual Reinforcement Learning for CMDP with Adversarial Loss
138,Nan Jiang,University of Illinois at Urbana-Champaign,Jiawei Huang,University of Illinois at Urbana-Champaign,Minimax Value Interval for Off-Policy Evaluation and Policy Optimization
139,Sahin Lale,California Institute of Technology,Anima Anandkumar,NVIDIA / Caltech,Logarithmic Regret Bound in Partially Observable Linear Dynamical Systems
140,Chenkai Yu,Tsinghua University,Adam Wierman,California Institute of Technology,The Power of Predictions in Online Control
141,Sham Kakade,University of Washington & Microsoft Research,Wen Sun,Cornell University,Information Theoretic Regret Bounds for Online Nonlinear Control
142,Yao Fu,Columbia University,Alexander Rush,Cornell University,Latent Template Induction with Gumbel-CRFs
143,Andreas Grammenos,University of Cambridge,Cecilia Mascolo,University of Cambridge,Federated Principal Component Analysis
144,Jacob Kelly,University of Toronto,David Duvenaud,University of Toronto,Learning Differential Equations that are Easy to Solve
145,Fenglin Liu,Peking University,Xu Sun,Peking University,Prophet Attention: Predicting Attention with Future Attention
146,Kun Su,University of Washington Seattle,Eli Shlizerman,"Departments of Applied Mathematics and Electrical & Computer Engineering, University of Washington Seattle",Audeo: Audio Generation for a Silent Performance Video
147,Yuntian Deng,Harvard University,Alexander Rush,Cornell University,Cascaded Text Generation with Markov Transformers
148,Sho Takase,Tokyo Institute of Technology,Sosuke Kobayashi,Preferred Networks,All Word Embeddings from One Embedding
149,Xuan-Phi Nguyen,Nanyang Technological University,Ai Ti Aw,Institute for Infocomm Research,Data Diversification: A Simple Strategy For Neural Machine Translation
150,Junxian He,Carnegie Mellon University,Graham Neubig,Carnegie Mellon University,Learning Sparse Prototypes for Text Generation
151,Mehdi Rezaee,University of Maryland Baltimore County,Frank Ferraro,University of Maryland Baltimore County,A Discrete Variational Recurrent Topic Model without the Reparametrization Trick
152,AJ Piergiovanni,Indiana University,Michael S Ryoo,Stony Brook University,AViD Dataset: Anonymized Videos from Diverse Countries
153,Jiahao Su,University of Maryland,Anima Anandkumar,NVIDIA / Caltech,Convolutional Tensor-Train LSTM for Spatio-Temporal Learning
154,Jiayang Li,Northwestern University,Zhaoran Wang,Northwestern University,End-to-End Learning and Intervention in Games
155,Pierre Bayle,Princeton University,Lester Mackey,Microsoft Research,Cross-validation Confidence Intervals for Test Error
156,Muhammad Osama,Uppsala University,Peter Stoica,Uppsala University,Learning Robust Decision Policies from Observational Data
157,Jean Tarbouriech,Facebook AI Research & Inria,Alessandro Lazaric,Facebook Artificial Intelligence Research,Improved Sample Complexity for Incremental Autonomous Exploration in MDPs
158,Yunhao Tang,Columbia University,Yunhao Tang,Columbia University,Self-Imitation Learning via Generalized Lower Bound Q-learning
159,Yanli Liu,UCLA,Wotao Yin,"Alibaba US, DAMO Academy",An Improved Analysis of  (Variance-Reduced) Policy Gradient and Natural Policy Gradient Methods
160,Saurabh Kumar,Stanford University,Chelsea Finn,Stanford,One Solution is Not All You Need: Few-Shot Extrapolation via Structured MaxEnt RL
161,Tengyu Xu,The Ohio State University,Yingbin Liang,The Ohio State University,Improving Sample Complexity Bounds for (Natural) Actor-Critic Algorithms
162,Pierluca D'Oro,Mila,Wojciech  Jaśkowski,NNAISENSE SA,How to Learn a Useful Critic? Model-based Action-Gradient-Estimator Policy Optimization
163,Christopher Grimm,University of Michigan,David Silver,DeepMind,The Value Equivalence Principle for Model-Based Reinforcement Learning
164,Nathan Kallus,Cornell University,Masatoshi Uehara,Cornell University,Doubly Robust Off-Policy Value and Gradient Estimation for Deterministic Policies
165,Greg Anderson,University of Texas at Austin,Swarat Chaudhuri,The University of Texas at Austin,Neurosymbolic Reinforcement Learning with Formally Verified Exploration
166,Yu Bai,Salesforce Research,Tiancheng Yu,MIT,Near-Optimal Reinforcement Learning with Self-Play
167,Junyu Zhang,Princeton University,Mengdi Wang,Princeton University,Variational Policy Gradient Method for Reinforcement Learning with General Utilities
168,Pedro Morgado,"University of California, San Diego",Nuno Nvasconcelos,UC San Diego,Learning Representations from Audio-Visual Spatial Alignment
169,Dong Zhang,Nanjing University of Science and Technology,Qianru Sun,Singapore Management University,Causal Intervention for Weakly-Supervised Semantic Segmentation
170,Tewodros Amberbir Habtegebrial,Technische Universität Kaiserslautern,Didier Stricker,DFKI,Generative View Synthesis: From Single-view Semantics to Novel-view Images
171,Yuki Asano,University of Oxford,Andrea Vedaldi,University of Oxford / Facebook AI Research,Labelling unlabelled videos from scratch with multi-modal self-supervision
172,LOG luo,"Institute of Automation, Chinese Academy of Sciences",Tieniu Tan,Chinese Academy of Sciences,Unfolding the Alternating Optimization for Blind Super Resolution
173,Youjian Zhang,the University of Sydney,Dacheng Tao,University of Sydney,Video Frame Interpolation without Temporal Priors
174,Yuxi Li,Shanghai Jiao Tong University,Weiyao Lin,Shanghai Jiao Tong university,Delving into the Cyclic Mechanism in Semi-supervised Video Object Segmentation
175,Elad Hirsch,Technion,Ayellet Tal,Technion,Color Visual Illusions: A Statistics-based Computational Model
176,Kemal Oksuz,Middle East Technical University,Sinan Kalkan,Middle East Technical University,"A Ranking-based, Balanced Loss Function Unifying Classification and Localisation in Object Detection"
177,Tim Meinhardt,TUM,Laura Leal-Taixé,TUM,Make One-Shot Video Object Segmentation Efficient Again
178,peiyao wang,ShanghaiTech University,Shenghua Gao,Shanghaitech University,SIRI: Spatial Relation Induced Network For Spatial Description Resolution
179,Yikai Li,Shanghai Jiao Tong University,Jiajun Wu,Stanford University,Multi-Plane Program Induction with 3D Box Priors
180,Stefano Massaroli,The University of Tokyo,Hajime Asama,The University of Tokyo,Dissecting Neural ODEs
181,Clement Calauzenes,Criteo,Nicolas Usunier,Facebook AI Research,On ranking via sorting by estimated expected utility
182,Pablo Barceló,PUC Chile & Millenium Instititute for Foundational Research on Data,Bernardo Subercaseaux,Universidad de Chile,Model Interpretability through the Lens of Computational Complexity
183,Simon Du,Institute for Advanced Study,Ruosong Wang,Carnegie Mellon University,Agnostic $Q$-learning with Function Approximation in Deterministic Systems: Near-Optimal Bounds on Approximation Error and Sample Complexity
184,Nika Haghtalab,Cornell University,Abhishek Shetty,Cornell University,Smoothed Analysis of Online and Differentially Private Learning
185,Ilias Diakonikolas,UW Madison,Nikos Zarifis,University of Wisconsin-Madison,Non-Convex SGD Learns Halfspaces with Adversarial Label Noise
186,Amit Daniely,Hebrew University and Google Research,Gal Vardi,Weizmann Institute of Science,Hardness of Learning Neural Networks with Natural Weights
187,Sitan Chen,MIT,Morris Yau,UC Berkeley,"Classification Under Misspecification: Halfspaces, Generalized Linear Models, and Evolvability"
188,Ilias Diakonikolas,UW Madison,Pasin Manurangsi,Google,The Complexity of Adversarially Robust Proper Learning of Halfspaces with Agnostic Noise
189,Dmitry Yarotsky,Skolkovo Institute of Science and Technology,Anton Zhevnerchuk,Skolkovo Institute of Science and Technology,The phase diagram of approximation rates for deep neural networks
190,Zhengdao Chen,New York University,Eric Vanden-Eijnden,New York University,A Dynamical Central Limit Theorem for Shallow Neural Networks
191,Jaeho Lee,KAIST,Jinwoo Shin,KAIST,Learning Bounds for Risk-sensitive Learning
192,Spencer Frei,UCLA,Quanquan Gu,UCLA,Agnostic Learning of a Single Neuron with Gradient Descent
193,Clément Luneau,École Polytechnique Fédérale de Lausanne,Nicolas Macris,EPFL,Information theoretic limits of learning a sparse rule
194,Yassir Jedra,KTH,Alexandre Proutiere,KTH,Optimal Best-arm Identification in Linear Bandits
195,Siwei Wang,Tsinghua University,John C. S. Lui,The Chinese University of Hong Kong,"Restless-UCB, an Efficient and Low-complexity Algorithm for Online Restless Bandits"
196,Solenne Gaucher,Université Paris-Saclay,Solenne Gaucher,Université Paris-Saclay,Finite Continuum-Armed Bandits
197,Nicholas Bishop,University of Southampton,Long Tran-Thanh,University of Warwick,Adversarial Blocking Bandits
198,Kelly Zhang,Harvard University,Susan Murphy,Harvard University,Inference for Batched Bandits
199,Evrard Garcelon,Facebook AI Research,Matteo Pirotta,Facebook AI Research,Adversarial Attacks on Linear Contextual Bandits
200,Kwang-Sung Jun,U of Arizona,Chicheng Zhang,University of Arizona,Crush Optimism with Pessimism: Structured Bandits Beyond Asymptotic Optimality
201,Blake Mason,University of Wisconsin - Madison,Robert Nowak,University of Wisconsion-Madison,Finding All $\epsilon$-Good Arms in Stochastic Bandits
202,Avinatan Hassidim,Google,Yaron Singer,Harvard University,An Optimal Elimination Algorithm for Learning a Best Arm
203,Weichao Mao,University of Illinois at Urbana-Champaign,Tamer Basar,University of Illinois at Urbana-Champaign,POLY-HOOT: Monte-Carlo Planning in Continuous Space MDPs with Non-Asymptotic Analysis
204,Yonathan Efroni,"Microsoft Research, New York",Shie Mannor,Technion,Online Planning with Lookahead Policies
205,Jincheng Mei,University of Alberta / Google Brain,Dale Schuurmans,Google Brain & University of Alberta,Escaping the Gravitational Pull of Softmax
206,Matteo Castiglioni,Politecnico di Milano,Nicola Gatti,Politecnico di Milano,Online Bayesian Persuasion
207,Farouk Harb,Independent Researcher,Sharon Lam,The Hong Kong University of Science and Technology,KFC: A Scalable Approximation Algorithm for $k$−center Fair Clustering
208,Sourav Biswas,University of Waterloo,Jonathan Ullman,Northeastern University,CoinPress: Practical Private Mean and Covariance Estimation
209,Matthew Jagielski,Northeastern University,Alina Oprea,Northeastern University,Auditing Differentially Private Machine Learning: How Private is Private SGD?
210,Haim Kaplan,"TAU, GOOGLE",Eliad Tsfadia,Tel Aviv University and Google,Private Learning of Halfspaces: Simplifying the Construction and Reducing the Sample Complexity
211,Alessandro Epasto,Google,Lijie Ren,Google,Smoothly Bounding User Contributions in Differential Privacy 
212, Raef Bassily,The Ohio State University,Anupama Nandi,The Ohio State University,Learning from Mixtures of Private and Public Populations
213,Mark Bun,Boston University,Mark Bun,Boston University,A Computational Separation between Private Learning and Online Learning
