,first-author,first-author-affiliation,last-author,last-author-affiliation,title
59,Cameron Musco,Massachusetts Institute of Technology,Christopher Musco,Mass. Institute of Technology,Recursive Sampling for the Nystrom Method
60,Muhammad Farhan,LUMS,Imdad Khan,LUMS,Efficient Approximation Algorithms for Strings Kernel Based Sequence Classification
61,Jeremiah Liu,Harvard University,Brent Coull,Harvard University,Robust Hypothesis Test for Nonlinear Effect with Gaussian Processes
62,Alberto Bietti,Inria,Julien Mairal,Inria,Invariance and Stability of Deep Convolutional Representations
63,Ho Chung Law,University of Oxford,Dino Sejdinovic,University of Oxford,Testing and Learning on Distributions with Symmetric Noise Invariance
64,Maximilian Alber,TU Berlin,Fei Sha,University of Southern California (USC),An Empirical Study on The Properties of Random Bases for Kernel Methods
65,Dipan Pal,Carnegie Mellon University,Marios Savvides,Carnegie Mellon University,Max-Margin Invariant Features from Transformed Unlabelled Data
66,Zahra Ghodsi,New York University,Siddharth Garg,NYU,SafetyNets: Verifiable Execution of Deep Neural Networks on an Untrusted Cloud
67,Hongyuan Mei,JOHNS HOPKINS UNIVERSITY,Jason Eisner,Johns Hopkins University,The Neural Hawkes Process: A Neurally Self-Modulating Multivariate Point Process
68,Eric Balkanski,Harvard University,Yaron Singer,Harvard University,The Importance of Communities for Learning to Influence
69,Will Hamilton,Stanford University,Jure Leskovec,Stanford University and Pinterest,Inductive Representation Learning on Large Graphs
70,Manasi Vartak,Massachusetts Institute of Technology,Hugo Larochelle,Google Brain,A Meta-Learning Perspective on Cold-Start Recommendations for Items
71,Maksims Volkovs,layer6.ai,Tomi Poutanen,,DropoutNet: Addressing Cold Start in Recommender Systems
72,Virginia Smith,Stanford University,Ameet S Talwalkar,CMU,Federated Multi-Task Learning
73,Urs Köster,Intel Corporation,Naveen Rao,Intel,Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks
74,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,UCLA and Oxford University,Bayesian Inference of Individualized Treatment Effects using Multi-task Gaussian Processes
75,Nicolò Colombo,University College London,Soong Moon Kang,University College London,Tomography of the London Underground: a Scalable Model for Origin-Destination Data
76,Sheng Li,University of Georgia,Yun Fu,Northeastern University,Matching on Balanced Nonlinear Representations for Treatment Effects Estimation
77,Kristof Schütt,TU Berlin,Klaus-Robert Müller,TU Berlin,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions
78,Shumeet Baluja,"Google, Inc.",Shumeet Baluja,"Google, Inc.",Hiding Images in Plain Sight: Deep Steganography
79,Yijun Li,"University of California, Merced",Ming-Hsuan Yang,UC Merced / Google,Universal Style Transfer via Feature Transforms
80,Ritambhara Singh,University of Virginia,Yanjun Qi,University of Virginia,Attend and Predict: Understanding Gene Regulation by Selective Attention on Chromatin
81,Edouard Grave,Facebook AI Research,Armand Joulin,Facebook AI research,Unbounded cache model for online language modeling with open vocabulary
82,Yizhe Zhang,Duke University,Lawrence Carin,Duke University,Deconvolutional Paragraph Representation Learning
83,Yonatan Belinkov,MIT,Jim Glass,Massachusetts Institute of Technology,Analyzing Hidden Representations in End-to-End Automatic Speech Recognition Systems
84,Jiasen Lu,Georgia Tech,Dhruv Batra,,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model
85,huan ling,university of toronto,Sanja Fidler,University of Toronto,Teaching Machines to Describe Images with Natural Language Feedback
86,Idan Schwartz,Technion,Tamir Hazan,Technion,High-Order Attention Models for Visual Question Answering
87,Paul Hongsuck Seo,POSTECH,Leonid Sigal,University of British Columbia,Visual Reference Resolution using Attention Memory for Visual Dialog
88,Wei-Sheng Lai,"University of California, Merced",Ming-Hsuan Yang,UC Merced / Google,Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks
89,Alejandro Newell,University of Michigan,Jia Deng,University of Michigan,Associative Embedding: End-to-End Learning for Joint Detection and Grouping
90,Dan Xu,University of Trento,Nicu Sebe,University of Trento,Learning Deep Structured Multi-Scale Features using Attention-Gated CRFs for Contour Prediction
91,Di Kang,City University of Hong Kong,Antoni Chan,City University of Hong Kong,Incorporating Side Information by Adaptive Convolution
92,Abhishek Kar,UC Berkeley,Jitendra Malik,University of California at Berkley,Learning a Multi-View Stereo Machine
93,Liqian Ma,KU Leuven,Luc Van Gool,KU Leuven,Pose Guided Person Image Generation
94,Anastasiia Mishchuk,"Szkocka Research Group, Ukraine",Jiri Matas,Czech Technical University,Working hard to know your neighbor's margins: Local descriptor learning loss
95,Jun-Yan Zhu,UC Berkeley,Eli Shechtman,"Adobe Research, US",Toward Multimodal Image-to-Image Translation
96,Qi Li,"Institute of Automation, Chinese Academy of Sciences",Tieniu Tan,Chinese Academy of Sciences,Deep Supervised Discrete Hashing
97,Kyuhong Shim,Seoul National University,Wonyong Sung,Seoul National University,SVD-Softmax: Fast Softmax Approximation on Large Vocabulary Neural Networks
98,Dan Tito Svenstrup,DTU,Ole Winther,Technical University of Denmark,Hash Embeddings for Efficient Word Representations
99,Vlad Niculae,Cornell University,Mathieu Blondel,NTT,A Regularized Framework for Sparse and Structured Neural Attention
100,Rohit Girdhar,Carnegie Mellon University,Deva Ramanan,Carnegie Mellon University,Attentional Pooling for Action Recognition
101,CAGLAR Gulcehre,Deepmind,Yoshua Bengio,U. Montreal,"Plan, Attend, Generate: Planning for Sequence-to-Sequence Models"
102,Shiyu Chang,IBM T.J. Watson Research Center,Thomas Huang,UIUC,Dilated Recurrent Neural Networks
103,Danijar Hafner,Google Brain & UCL,Nicolas Heess,Google DeepMind,Learning Hierarchical Information Flow with Recurrent Neural Modules
104,Benjamin Xiao,Ant Financial,Hongyuan Zha,Georgia Tech,Wasserstein Learning of Deep Generative Point Process Models
105,Kevin Roth,ETH,Thomas Hofmann,ETH Zurich,Stabilizing Training of Generative Adversarial Networks through Regularization
106,Volodymyr Kuleshov,Stanford University / Afresh,Stefano Ermon,Stanford,Neural Variational Inference and Learning in Undirected Graphical Models
107,Yuchen Pu,Duke University,Lawrence Carin,Duke University,Adversarial Symmetric Variational Autoencoder
108,Liwei Wang,University of Illinois at Urbana–Champaign,Svetlana Lazebnik,UIUC,Diverse and Accurate Image Description Using a Variational Auto-Encoder with an Additive Gaussian Encoding Space
109,Anirudh Goyal ALIAS PARTH GOYAL,Université de Montréal,Yoshua Bengio,U. Montreal,Z-Forcing: Training Stochastic Recurrent Networks
110,Yan Duan,UC Berkeley,Wojciech Zaremba,OpenAI,One-Shot Imitation Learning
111,Erinc Merdivan,Austrian Institute of Technology GmbH,Matthieu Geist,Université de Lorraine,Reconstruct & Crush Network
112,Guillaume Lample,Facebook AI Research,Marc'Aurelio Ranzato,Facebook,Fader Networks:Manipulating Images by Sliding Attributes
113,Yunbo Wang,Tsinghua University,Philip S Yu,UIC,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs
114,Yedid Hoshen,Facebook AI Research,Yedid Hoshen,Facebook AI Research,VAIN: Attentional Multi-agent Predictive Modeling
115,Piotr Dabkowski,Cambridge University,Yarin Gal,University of Oxford,Real Time Image Saliency for Black Box Classifiers
116,Jake Snell,"University of Toronto, Vector Institute",Richard Zemel,Vector Institute/University of Toronto,Prototypical Networks for Few-shot Learning
117,Eleni Triantafillou,University of Toronto,Raquel Urtasun,University of Toronto,Few-Shot Learning Through an Information Retrieval  Lens
118,Aidan Gomez,University of Toronto,Roger Grosse,University of Toronto,The Reversible Residual Network: Backpropagation Without Storing Activations
119,Jianfeng Wang,Beijing University of Posts and Telecommunications,Xiaolin Hu,Tsinghua University,Gated Recurrent Convolution Neural Network for OCR
120,Guobin Chen,University of Missouri,Manmohan Chandraker,"University of California, San Diego",Learning Efficient Object Detection Models with Knowledge Distillation
121,Eran Malach,Hebrew University Jerusalem Israel,Shai Shalev-Shwartz,Mobileye & HUJI,"Decoupling ""when to update"" from ""how to update"""
122,Lincoln Ye,University of Cambridge,Rafal Mantiuk,University of Cambridge,Langevin Dynamics with Continuous Tempering for Training Deep Neural Networks
123,Fan Yang,Carnegie Mellon University,William Cohen,Google AI,Differentiable Learning of Logical Rules for Knowledge Base Reasoning
124,Yingce Xia,Microsoft Research,Tie-Yan Liu,Microsoft Research,Deliberation Networks: Sequence Generation Beyond One-Pass Decoding
125,Jacob Devlin,Microsoft Research,Pushmeet Kohli,DeepMind,Neural Program Meta-Induction
126,Sean Welleck,NYU,Zheng Zhang,Shanghai New York Univeristy,Saliency-based Sequential Image Attention with Multiset Prediction
127,Alex Fout,Colorado State University,Asa Ben-Hur,Colorado State University,Protein Interface Prediction using Graph Convolutional Networks
128,Jian Zhao,National University of Singapore,Jiashi Feng,National University of Singapore,Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis
129,Arash Vahdat,D-Wave Systems Inc.,Arash Vahdat,D-Wave Systems Inc.,Toward Robustness against Label Noise in Training Deep Discriminative Neural Networks
130,Eirikur Agustsson,ETH Zurich,Luc V Gool,"Computer Vision Lab, ETH Zurich",Soft-to-Hard Vector Quantization for End-to-End Learning Compressible Representations
131,Yonatan Geifman,Technion,Ran El-Yaniv,Technion,Selective Classification for Deep Neural Networks
132,Seungil You,Google,Maya Gupta,Google,Deep Lattice Networks and Partial Monotonic Functions
133,Xin Dong,Nanyang Technological Univ,Sinno Pan,NTU,Learning to Prune Deep Neural Networks via Layer-wise Optimal Brain Surgeon
134,Christos Louizos,University of Amsterdam,Max Welling,University of Amsterdam and University of California Irvine and CIFAR,Bayesian Compression for Deep Learning
135,Jonathan Peck,Ghent University,Yvan Saeys,Ghent University,Lower bounds on the robustness to adversarial perturbations
136,Wojciech Czarnecki,DeepMind,Razvan Pascanu,Google DeepMind,Sobolev Training for Neural Networks
137,Kirill Neklyudov,Yandex,Dmitry Vetrov,"Higher School of Economics, Samsung AI Center, Moscow",Structured Bayesian Pruning via Log-Normal Multiplicative Noise
138,Jianfei Chen,RealAI,Jun Zhu,Tsinghua University,Population Matching Discrepancy and Applications in Deep Learning
139,Jeffrey Pennington,Google Brain,Surya Ganguli,Stanford,Resurrecting the sigmoid in deep learning through dynamical isometry: theory and practice
140,Ziyu Wang,Deepmind,Nicolas Heess,Google DeepMind,Robust Imitation of Diverse Behaviors
141,Anselm Rothe,New York University,Todd Gureckis,New York University,Question Asking as Program Generation
142,Dario Zanca,"University of Florence, University of Siena",Marco Gori,University of Siena,Variational Laws of Visual Attention for Dynamic Scenes
143,Jan-Matthis Lueckmann,"research center caesar, an associate of the Max Planck Society",Jakob H Macke,"research center caesar, an associate of the Max Planck Society",Flexible statistical inference for mechanistic models of neural dynamics
144,Ingmar Kanitscheider,UT Austin,Ila Fiete,,Training recurrent networks to generate hypotheses about how the brain solves hard navigation problems
145,Jin Hyung Lee,Columbia University,Liam Paninski,Columbia University,YASS: Yet Another Spike Sorter
146,David Klindt,University of Tübingen,Matthias Bethge,University Tübingen,Neural system identification for large populations separating “what” and “where”
147,Nisheeth Srivastava,IIT Kanpur,Edward Vul,UCSD,A simple model of recognition and recall memory
148,Anqi Wu,Princeton University,Jonathan Pillow,Princeton University,Gaussian process based nonlinear latent structure discovery in multivariate spike train data
149,Yağmur Güçlütürk,Radboud University,Marcel A. J. van Gerven,Radboud Universiteit,Reconstructing perceived faces from brain activations with deep adversarial neural decoding
150,Neil Gallagher,Duke University,David Carlson,Duke University,Cross-Spectral Factor Analysis
151,Xiaoqian Wang,University of Pittsburgh,Heng Huang,University of Pittsburgh,Regularized Modal Regression with Applications in Cognitive Impairment Prediction
152,Mohammad Karimi,ETH Zurich,Andreas Krause,ETH Zurich,Stochastic Submodular Maximization: The Case of Coverage Functions
153,Hamed Hassani,UPenn,Amin Karbasi,Yale,Gradient Methods for Submodular Maximization
154,Lihua Lei,UC Berkeley,Michael Jordan,UC Berkeley,Non-convex Finite-Sum Optimization Via SCSG Methods
155,Qiang Li,Institute of Computing Technol,Institute of Computing Jialin Zhang,"Institute of Computing Technology, Chinese Academy of Sciences",Influence Maximization with $\varepsilon$-Almost Submodular Threshold Functions
156,Chao Qian,University of Science and Technology of China,Zhi-Hua Zhou,Nanjing University,Subset Selection under Noise
157,Chengtao Li,MIT,Suvrit Sra,MIT,Polynomial time algorithms for dual volume sampling
158,Remi Lam,MIT,Karen Willcox,MIT,Lookahead  Bayesian Optimization with Inequality Constraints
159,Yatao Bian,ETH Zürich,Joachim M Buhmann,ETH Zurich,Non-monotone Continuous DR-submodular  Maximization: Structure and Algorithms
160,Gang Wang,University of Minnesota,Jie Chen,Beijing Institute of Technology,Solving Most Systems of Random Quadratic Equations
161,Mahdi Soltanolkotabi,University of Southern california,Mahdi Soltanolkotabi,University of Southern california,Learning ReLUs via Gradient Descent
162,Zhengyuan Zhou,Stanford University,Peter W Glynn,Stanford University,Stochastic Mirror Descent in Variationally Coherent Optimization Problems
163,Yuanyuan Liu,The Chinese University of Hong Kong,Licheng Jiao,Xidian University,Accelerated First-order Methods for Geodesically Convex Optimization on Riemannian Manifolds
164,Arturs Backurs,MIT,Ludwig Schmidt,MIT,On the Fine-Grained Complexity of Empirical Risk Minimization: Kernel Methods and Neural Networks
165,Kinjal Basu,LinkedIn,Shaunak Chatterjee,LinkedIn,Large-Scale Quadratically Constrained Quadratic Program via Low-Discrepancy Sequences
166,Sinong Wang,The Ohio State University,Ness Shroff,The Ohio State University,A New Alternating Direction Method for Linear Programming
167,Ryan Tibshirani,Carnegie Mellon University,Ryan Tibshirani,Carnegie Mellon University,"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions"
168,Ahmet Alacaoglu,EPFL,Volkan Cevher,EPFL,Smooth Primal-Dual Coordinate Descent Algorithms for Nonsmooth Convex Optimization
169,Aryan Mokhtari,University of Pennsylvania,Alejandro Ribeiro,University of Pennsylvania,First-Order Adaptive Sample Size Methods to Reduce Complexity of Empirical Risk Minimization
170,Patrick Rebeschini,University of Oxford,Sekhar C Tatikonda,Yale University,Accelerated consensus via Min-Sum Splitting
171,Damien Scieur,INRIA - ENS,Alexandre d'Aspremont,CNRS - Ecole Normale Supérieure,Integration Methods and Optimization Algorithms
172,Celestine Dünner,IBM Research,Martin Jaggi,EPFL,Efficient Use of Limited-Memory Accelerators for Linear Learning on Heterogeneous Systems
173,Charles Kuang,"University of Wisconsin, Madison",David Page,UW-Madison,A Screening Rule for l1-Regularized Ising Model Estimation
174,Mark Rowland,University of Cambridge,Adrian Weller,University of Cambridge,Uprooting and Rerooting Higher-Order Graphical Models
175,Constantinos Daskalakis,MIT,Gautam Kamath,MIT,Concentration of Multilinear Functions of the Ising Model with Applications to Network Data
176,Murat Erdogdu,University of Toronto,Andrea Montanari,Stanford,Inference in Graphical Models via Semidefinite Programming Hierarchies
177,Rebecca Morrison,Massachusetts Institute of Technology,Youssef Marzouk,Massachusetts Institute of Technology,Beyond normality: Learning sparse probabilistic graphical models in the non-Gaussian setting
178,Qi Lou,UCI,Alexander Ihler,UC Irvine,Dynamic Importance Sampling for Anytime Bounds of the Partition Function
179,Emmanuel Abbe,Princeton University,Eun Jee Lee,Princeton University,Nonbacktracking Bounds on the Influence in Independent Cascade Models
180,Allie Fletcher,UCLA,Phil Schniter,The Ohio State University,Rigorous Dynamics and Consistent Estimation in Arbitrarily Conditioned Linear Systems
181,Siddharth Narayanaswamy,University of Oxford,Philip Torr,University of Oxford,Learning Disentangled Representations with Semi-Supervised Deep Generative Models
182,Sungsoo Ahn,KAIST,Jinwoo Shin,KAIST; AITRICS,Gauging Variational Inference
183,Adji Dieng,Columbia University,David Blei,Columbia University,Variational Inference via $\chi$ Upper Bound Minimization
184,Boqian Zhang,Purdue University,Vinayak Rao,Purdue University,Collapsed variational Bayes for Markov jump processes
185,Stéphanie van der Pas,Leiden University,Veronika Rockova,University of Chicago,Bayesian Dyadic Trees and Histograms for  Regression
186,Mikko Heikkilä,University of Helsinki,Antti Honkela,University of Helsinki,Differentially private Bayesian learning on distributed data
187,Rajat Sen,University of Texas at Austin,Sanjay Shakkottai,The University of Texas at Austin,Model-Powered Conditional Independence Test
188,Chris Russell,The Alan Turing Institute/ The University of Surrey,Ricardo Silva,ucl.ac.uk,When Worlds Collide: Integrating Different Counterfactual Assumptions in Fairness
189,Jianshu Chen,"Microsoft Research, Redmond, W",Li Deng,Citadel,Q-LDA: Uncovering Latent Patterns in Text-based Sequential Decision Processes
190,Chris Oates,Newcastle University,Mark Girolami,Imperial College London,Probabilistic Models for Integration Error in the Assessment of Functional Cardiac Models
191,Futoshi Futami,University of Tokyo/RIKEN,Masashi Sugiyama,RIKEN / University of Tokyo,Expectation Propagation for t-Exponential Family Using q-Algebra
192,Qinliang Su,Duke University,Lawrence Carin,Duke University,A Probabilistic Framework for Nonlinearities in Stochastic Neural Networks
193,Andrei-Cristian Barbos,University of Bordeaux,Arnaud Doucet,Oxford,Clone MCMC: Parallel High-Dimensional Gaussian Gibbs Sampling
194,Stéphanie ALLASSONNIERE,Ecole Polytechnique,Stephane Oudard,HEGP,Learning spatiotemporal piecewise-geodesic trajectories from longitudinal manifold-valued data
195,Phillip A Jang,Cornell University,Andrew Wilson,Cornell University,Scalable Levy Process Priors for Spectral Kernel Learning
196,Yunzhu Li,MIT,Stefano Ermon,Stanford,InfoGAIL: Interpretable Imitation Learning from Visual Demonstrations
197,Harm Van Seijen,Microsoft Research,Jeffrey Tsang,,Hybrid Reward Architecture for Reinforcement Learning
198,Nir Levine,DeepMind,Shie Mannor,Technion,Shallow Updates for Deep Reinforcement Learning
199,Aravind Rajeswaran,University of Washington,Sham Kakade,University of Washington,Towards Generalization and Simplicity in Continuous Control
200,Shixiang (Shane) Gu,"Google Brain, University of Cambridge",Sergey Levine,UC Berkeley,Interpolated Policy Gradient: Merging On-Policy and Off-Policy Gradient Estimation for Deep Reinforcement Learning
201,Ga Wu,University of Toronto,Scott Sanner,University of Toronto,Scalable Planning with Tensorflow for Hybrid Nonlinear Domains
202,Priya Donti,Carnegie Mellon University,Brandon Amos,Carnegie Mellon University,Task-based End-to-end Model Learning in Stochastic Optimization
203,Junhyuk Oh,DeepMind,Honglak Lee,Google / U. Michigan,Value Prediction Network
204,Jalil Kazemitabar,"University of California, Los Angeles",Ameet S Talwalkar,CMU,Variable Importance Using Decision Trees
205,Zhou Lu,Peking University,Liwei Wang,Peking University,The Expressive Power of Neural Networks: A View from the Width
206,Amit Daniely,Google Research,Amit Daniely,Google Research,SGD Learns the Conjugate Kernel Class of the Network
207,Michael Kamp,University of Bonn / Fraunhofer IAIS,Thomas Gärtner,University of Nottingham,Effective Parallelisation for Machine Learning
208,Yichong Xu,Carnegie Mellon University,Kyle Miller,Carnegie Mellon University,Noise-Tolerant Interactive Learning Using Pairwise Comparisons
209,Ben London,Amazon,Ben London,Amazon,A PAC-Bayesian Analysis of Randomized Learning with Application to Stochastic Gradient Descent
210,Songbai Yan,"University of California, San Diego",Chicheng Zhang,Microsoft Research,Revisiting Perceptron: Efficient and Label-Optimal Learning of Halfspaces
211,Maria-Florina Balcan,Carnegie Mellon University,Hongyang Zhang,Carnegie Mellon University,Sample and Computationally Efficient Learning Algorithms under S-Concave Distributions
212,Aryeh Kontorovich,Ben Gurion University,Roi Weiss,Weizmann institute of science,"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions"
213,Asish Ghoshal,Purdue University,Jean Honorio,Purdue University,Learning Identifiable Gaussian Bayesian Networks in Polynomial Time and Sample Complexity
214,Cheng Li,College of William and Mary,Varun Kanade,University of Oxford,From which world is your graph
215,Ge Yang,Harvard University,Sam Schoenholz,Google Brain,Mean Field Residual Networks: On the Edge of Chaos
216,Anton Mallasto,University of Copenhagen,Aasa Feragen,University of Copenhagen,Learning from uncertain curves: The 2-Wasserstein metric for Gaussian processes
217,Soumendu Sundar Mukherjee,"University of California, Berkeley",Lizhen Lin,The University of Texas at Austin,On clustering network-valued data
218,Simon Du,Carnegie Mellon University,Aarti Singh,CMU,On the Power of Truncated SVD for General High-rank Matrix Estimation Problems
219,Ilya Tolstikhin,MPI for Intelligent Systems,Bernhard Schölkopf,MPI for Intelligent Systems,AdaGAN: Boosting Generative Models
220,Hyeji Kim,Samsung AI Center Cambridge,Pramod Viswanath,UIUC,Discovering Potential Correlations via Hypercontractivity
221,Jonathan Scarlett,EPFL,Volkan Cevher,EPFL,Phase Transitions in the Pooled Data Problem
222,Yaoqing Yang,Carnegie Mellon University,Soummya Kar,Carnegie Mellon University,Coded Distributed Computing for Inverse Problems
