,first-author,first-author-affiliation,last-author,last-author-affiliation,title
95,LEONARDI Leonardi,Sapienza University of Rome,Mohammad Mahdian,Google Research,Community Detection on Evolving Graphs
96,Siddartha Ramamohan,Indian Institute of Science,Shivani Agarwal,University of Pennsylvania,Dueling Bandits: Beyond Condorcet Winners to General Tournament Solutions
97,Oren Tadmor,OrCam,Amnon Shashua,OrCam,Learning a Metric Embedding  for Face Recognition using the Multibatch Method
98,Motonobu Kanagawa,The Institute of Statistical Mathematics,Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Convergence guarantees for kernel-based quadrature rules in misspecified settings
99,Andrew Wilson,Carnegie Mellon University,Eric Xing,Carnegie Mellon University,Stochastic Variational Deep Kernel Learning
100,Brian W Dolhansky,University of Washington,Jeff A Bilmes,University of Washington,Deep Submodular Functions: Definitions and Learning
101,Murat Erdogdu,Stanford University,Mohsen Bayati,Stanford University,Scaled Least Squares Estimator for GLMs in Large-Scale Problems
102,Ehsan Elhamifar,Northeastern University,Ehsan Elhamifar,Northeastern University,High-Rank Matrix Completion and Clustering under Self-Expressive Models
103,Alp Yurtsever,EPFL,Volkan Cevher,EPFL,Stochastic Three-Composite Convex Minimization
104,Zequn Jie,National Univ of Singapore,Shuicheng Yan,National University of Singapore,Tree-Structured Reinforcement Learning for Sequential Object Localization
105,Nicolas Boumal,EPFL,Afonso Bandeira,,The non-convex Burer-Monteiro approach works on smooth semidefinite programs
106,Travis Monk,University of Oldenburg,Jörg Lücke,University of Oldenburg,Neurons Equipped with Intrinsic Plasticity Learn Stimulus Intensity Statistics
107,Dino Oglic,University of Bonn,Thomas Gärtner,The University of Nottingham,Greedy Feature Construction
108,Yoshinobu Kawahara,Osaka University,Yoshinobu Kawahara,Osaka University,Dynamic Mode Decomposition with Reproducing Kernels for Koopman Spectral Analysis
109,Jose M. Alvarez,NICTA,Mathieu Salzmann,EPFL,Learning the Number of Neurons in Deep Networks
110,Alexander Vezhnevets,Google DeepMind,koray kavukcuoglu,Google DeepMind,Strategic Attentive Writer for Learning Macro-Actions
111,Songbai Yan,University of California,Tara Javidi,University of California,Active Learning from Imperfect Labelers
112,Onur Teymur,Imperial College London,Ben Calderhead,Imperial College,Probabilistic Linear Multistep Methods
113,Xinyang Yi,UT Austin,Han Liu,Tencent AI Lab,"More Supervision, Less Computation: Statistical-Computational Tradeoffs in Weakly Supervised Learning"
114,jean barbier,EPFL,Lenka Zdeborová,EPFL,Mutual information for symmetric rank-one matrix estimation: A proof of the replica formula
115,Francesco Orabona,Yahoo Research,David Pal,Google,Coin Betting and Parameter-Free Online Learning
116,Yanyao Shen,UT Austin,Sujay Sanghavi,UT-Austin,Normalized Spectral Map Synchronization
117,Aurélien Garivier,Ecole Normale Supérieure de Lyon,Emilie Kaufmann,Telecom ParisTech,On Explore-Then-Commit strategies
118,Aman Sinha,Stanford University,John Duchi,Stanford,Learning Kernels with Random Features
119,Alhussein Fawzi,Ecole Polytechnique Federale de Lausanne (EPFL),Pascal Frossard,EPFL,Robustness of classifiers: from adversarial to random noise
120,Daniel J Mankowitz,Technion,Shie Mannor,Technion,Adaptive Skills Adaptive Partitions (ASAP)
121,Kirthevasan Kandasamy,CMU,Barnabas Poczos,Carnegie Mellon University,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations
122,Brenda Betancourt,Duke University,Rebecca Steorts,Duke University,Flexible Models for Microclustering with Application to Entity Resolution
123,Alain Durmus,Telecom ParisTech,Gaël RICHARD,Telecom ParisTech,Stochastic Gradient Richardson-Romberg Markov Chain Monte Carlo
124,Yining Wang,Carnegie Mellon University,Anima Anandkumar,UC Irvine,Online and Differentially-Private Tensor Decomposition
125,Bo Xin,Peking University,Baoyuan Wang,Microsoft Research,Maximal Sparsity with Deep Networks?
126,Alexander Shishkin,Yandex,Pavel Serdyukov,Yandex,Efficient High-Order Interaction-Aware Feature Selection Based on Conditional Mutual Information
127,Mikhail Yurochkin,University of Michigan,Long Nguyen,University of Michigan,Geometric Dirichlet Means Algorithm for topic inference
128,Marc Vuffray,Los Alamos National Laboratory,Michael Chertkov,Los Alamos National Laboratory,Interaction Screening: Efficient and Sample-Optimal Learning of Ising Models
129,Zohar Karnin,Yahoo Research,Oren Anava,Technion,Multi-armed Bandits: Competing with Optimal Sequences
130,Boris Belousov,TU Darmstadt,Jan Peters,TU Darmstadt & MPI Intelligent Systems,Catching heuristics are optimal control policies
131,Hongyi Zhang,MIT,Suvrit Sra,MIT,Riemannian SVRG: Fast Stochastic Optimization on Riemannian Manifolds
132,Xiangru Lian,University of Rochester,Prof. Ji Liu Liu,Kwai Inc.,A Comprehensive Linear Speedup Analysis for Asynchronous Stochastic Parallel Optimization from Zeroth-Order to First-Order
133,Changyou Chen,University at Buffalo,Lawrence Carin,Duke University,Stochastic Gradient MCMC with Stale Gradients
134,Michael Mathieu,NYU,Yann LeCun,NYU,Disentangling factors of variation in deep representation using adversarial training
135,Carl-Johann Simon-Gabriel,MPI Tuebingen,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Consistent Kernel Mean Estimation for Functions of Random Variables
136,Xiangyu Wang,Duke University,Chenlei Leng,University of Warwick,DECOrrelated feature space partitioning for distributed sparse regression
137,Ming-Yu Liu,MERL,Oncel Tuzel,Mitsubishi Electric Research Labs (MERL),Coupled Generative Adversarial Networks
138,Oriol Vinyals,Google DeepMind,Daan Wierstra,Google DeepMind,Matching Networks for One Shot Learning
139,Shandian Zhe,Purdue University,Zoubin Ghahramani,Uber and University of Cambridge,Distributed Flexible Nonlinear Tensor Factorization
140,Chen-Yu Wei,Academia Sinica,Chi-Jen Lu,Academia Sinica,Tracking the Best Expert in Non-stationary Stochastic Environments
141,Jinzhuo Wang,PKU,Wen Gao,peking university,Deep Alternative Neural Network: Exploring Contexts as Early as Possible for Action Recognition
142,Yongbo Li,Xidian University,Donglai Xu,Teesside University,Learning Parametric Sparse Models for Image Super-Resolution
143,Hassan A Kingravi,Pindrop Security Services,Girish Chowdhary,UIUC,Kernel Observers: Systems-Theoretic Modeling and Inference of Spatiotemporally Evolving Processes
144,Elvis DOHMATOB,Inria,Bertrand Thirion,INRIA,Learning brain regions via large-scale online structured sparse dictionary learning
145,Yin Cheng Ng,University College London,Ricardo Silva,University College London,Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages
146,Yang Liu,Harvard University,Yiling Chen,Harvard University,A Bandit Framework for Strategic Regression
147,Michaël Defferrard,EPFL,Pierre Vandergheynst,EPFL,Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering
148,Qiang Liu,Dartmouth College,Dilin Wang,Dartmouth College,Stein Variational Gradient Descent: A General Purpose Bayesian Inference Algorithm
149,Lane McIntosh,Stanford University,Stephen Baccus,Stanford University,Deep Learning Models of the Retinal Response to Natural Scenes
150,Remi Munos,Google DeepMind,Marc Bellemare,Google DeepMind,Safe and Efficient Off-Policy Reinforcement Learning
151,Firas Abuzaid,MIT,Ameet S Talwalkar,CMU,Yggdrasil: An Optimized System for Training Deep Decision Trees at Scale
152,Maria-Florina Balcan,Carnegie Mellon University,Ellen Vitercik,Carnegie Mellon University,Sample Complexity of Automated Mechanism Design
153,Ian Osband,DeepMind,Benjamin Van Roy,Stanford University,Deep Exploration via Bootstrapped DQN
154,Alina Beygelzimer,Yahoo Inc,Chicheng Zhang,UCSD,Search Improves Label for Active Learning
155,Bipin Rajendran,NJIT,Yash H Malviya,IIT Bombay,Efficient and Robust Spiking Neural Circuit for Navigation Inspired by Echolocating Bats
156,Gang Niu,University of Tokyo,Masashi Sugiyama,RIKEN / University of Tokyo,Theoretical Comparisons of Positive-Unlabeled Learning against Positive-Negative Learning
157,Ping Li,Baidu Research USA,Martin Slawski,George Mason University,Quantized Random Projections and Non-Linear Estimation of Cosine Similarity
158,Yunhe Wang,Peking University,Chao Xu,Peking University,CNNpack: Packing Convolutional Neural Networks in the Frequency Domain
159,Zohar Karnin,Yahoo Research,Zohar Karnin,Yahoo Research,Verification Based Solution for Structured MAB Problems
160,Daniel Ritchie,Stanford University,Noah Goodman,Stanford University,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks
161,Diana Cai,University of Chicago,Tamara Broderick,MIT,Edge-exchangeable graphs and sparsity
162,Abir De,IIT Kharagpur,Manuel Gomez Rodriguez,MPI-SWS,Learning and Forecasting Opinion Dynamics in Social Networks
163,Eric Schulz,University College London,Samuel J Gershman,Harvard University,Probing the Compositionality of Intuitive Functions
164,Davide Boscaini,University of Lugano,Michael Bronstein,University of Lugano,Learning shape correspondence with anisotropic convolutional neural networks
165,Tim Salimans,Algoritmica,Xi Chen,UC Berkeley and OpenAI,Improved Techniques for Training GANs
166,Uygar Sümbül,Columbia University,Liam Paninski,Columbia University,Automated scalable segmentation of neurons from multispectral images
167,Se-Young Yun,Los Alamos National Laboratory,Alexandre Proutiere,KTH,Optimal Cluster Recovery in the Labeled Stochastic Block Model
168,Sougata Chaudhuri,University of Michigan,Ambuj Tewari,University of Michigan,Phased Exploration with Greedy Exploitation in Stochastic Combinatorial Partial Monitoring Games
169,Trung Le,University of Pedagogy Ho Chi Minh city,Dinh Phung,Deakin University,Dual Space Gradient Descent for Online Learning
170,Alexander Ratner,Stanford University,Christopher Ré,Stanford University,"Data Programming: Creating Large Training Sets, Quickly"
171,Moein Falahatgar,UCSD,Alon Orlitsky,"University of California, San Diego",Near-Optimal Smoothing of Structured Conditional Probability Matrices
172,Victor Soto,Columbia University,Gonzalo Martinez-Muñoz,Universidad Autónoma de Madrid,An urn model for majority voting in classification ensembles
173,Kirthevasan Kandasamy,CMU,Jeff Schneider,CMU,The Multi-fidelity Multi-armed Bandit
174,Kevin Winner,UMass CICS,Dan Sheldon,University of Massachusetts Amherst,Probabilistic Inference with Generating Functions for Poisson Latent Variable Models
175,Nguyen Viet Cuong,National University of Singapore,Huan Xu,NUS,Adaptive Maximization of Pointwise Submodular Functions With Budget Constraint
176,Di He,Microsoft,Wei-Ying Ma,Microsoft,Dual Learning for Machine Translation
177,devon Hjelm,University of New Mexico,Junyoung Chung,University of Montreal,Iterative Refinement of the Approximate Posterior for Directed Belief Networks
178,Jacob Steinhardt,Stanford University,Percy Liang,Stanford University,Unsupervised Risk Estimation Using Only Conditional Independence Structure
179,Jiasen Lu,Virginia Tech,Devi Parikh,Virginia Tech,Hierarchical Question-Image Co-Attention for Visual Question Answering
180,Remi Lam,MIT,David Wolpert,NASA Ames Research  Center,Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach
181,Marcin Andrychowicz,Google Deepmind,Nando de Freitas,Google,Learning to learn by gradient descent by gradient descent
182,Ashish Khetan,University of Illinois Urbana-,Sewoong Oh,UIUC,Computational and Statistical Tradeoffs in Learning to Rank
183,Stephen Ragain,Stanford University,Johan Ugander,Stanford University,Pairwise Choice Markov Chains
184,Ching-An Cheng,Georgia Institute of Technolog,Byron Boots,Georgia Tech / Google Brain,Incremental Variational Sparse Gaussian Process Regression
185,Wei Chen,Microsoft Research,Pinyan Lu,Shanghai University of Finance and Economics,Combinatorial Multi-Armed Bandit with General Reward Functions
186,Ricardo Silva,University College London,Ricardo Silva,University College London,Observational-Interventional Priors for Dose-Response Learning
187,Guillaume Papa,Télécom ParisTech,Stephan Clémençon,Telecom ParisTech,On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability
188,Geoffrey Irving,Google,Josef Urban,Czech Technical University in Prague,DeepMath - Deep Sequence Models for Premise Selection
189,Haipeng Luo,Princeton University,John Langford,Microsoft Research New York,Efficient Second Order Online Learning by Sketching
190,Tamara Fernandez,Oxford,Yee Whye Teh,"University of Oxford, DeepMind",Gaussian Processes for Survival Analysis
191,Eric Balkanski,Harvard University,Yaron Singer,Harvard University,The Power of Optimization from Samples
192,Srinadh Bhojanapalli,TTI Chicago,Nati Srebro,TTI-Chicago,Global Optimality of Local Search for Low Rank Matrix Recovery
193,Ying Yang,Carnegie Mellon University,Rob E Robert,Carnegie Mellon University,A state-space model of cross-region dynamic connectivity in MEG/EEG
194,Hao Zhou,University of Wisconsin Madiso,Sterling C Johnson,University of Wisconsin Madison,Hypothesis Testing in Unsupervised Domain Adaptation with Applications in Alzheimer's Disease
195,Hossein Esfandiari,University of Maryland,Vahab Mirrokni,Google,Bi-Objective Online Matching and Submodular  Allocations
196,Dennis Wei,IBM Research,Dennis Wei,IBM Research,A Constant-Factor Bi-Criteria Approximation Guarantee for k-means++
197,Finnian Lattimore,Australian National University,Mark Reid,Apple,Causal Bandits: Learning Good Interventions via Causal Inference
198,Mingsheng Long,Tsinghua University,Michael Jordan,UC Berkeley,Unsupervised Domain Adaptation with Residual Transfer Networks
199,Frederic Chazal,INRIA,Bertrand Michel,UPMC,Data driven estimation of Laplace-Beltrami operator
200,Xinyang Yi,UT Austin,Constantine Caramanis,UT Austin,Fast Algorithms for Robust PCA via Gradient Descent
201,Davood Hajinezhad,Iowa State University,Zhaoran Wang,Princeton University,NESTT: A Nonconvex Primal-Dual Splitting Method for Distributed and Stochastic Optimization
202,Farshad Lahouti,Caltech,Babak Hassibi,Caltech,Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing
203,Miles M Stoudenmire,Univ of California Irvine,David Schwab,Northwestern University,Supervised Learning with Tensor Networks
204,Matthias Bauer,University of Cambridge,Carl Edward Rasmussen,University of Cambridge,Understanding Probabilistic Sparse Gaussian Process Approximations
205,Georgios Arvanitidis,DTU,Søren Hauberg,Technical University of Denmark,A Locally Adaptive Normal Distribution
206,Kejun Huang,University of Minnesota,Nikos D. Sidiropoulos,University of Minnesota,Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm
207,Junhong Lin,Istituto Italiano di Tecnologia,Lorenzo Rosasco,University of Genova- MIT - IIT,Optimal Learning for Multi-pass Stochastic Gradient Methods
208,Akshay Krishnamurthy,UMass Amherst,Miro Dudik,Microsoft Research,Contextual semibandits via supervised learning oracles
209,Michalis Titsias,DeepMind,Michalis Titsias,DeepMind,One-vs-Each Approximation to Softmax for Scalable Estimation of Probabilities
210,Gabe Goh,UC Davis,Michael P Friedlander,UC Davis,Satisfying Real-world Goals with Dataset Constraints
211,Dogyoon Song,MIT,Devavrat Shah,Massachusetts Institute of Technology,Blind Regression: Nonparametric Regression for Latent Variable Models via Collaborative Filtering
212,Jonathan Ho,Stanford,Stefano Ermon,Stanford,Generative Adversarial Imitation Learning
213,Johannes Friedrich,Columbia University,Liam Paninski,Columbia University,Fast Active Set Methods for Online Spike Inference from Calcium Imaging
214,Behnam Neyshabur,TTI-Chicago,Nati Srebro,TTI-Chicago,Path-Normalized Optimization of Recurrent Neural Networks with ReLU Activations
215,Vasilis Syrgkanis,Microsoft Research,Robert Schapire,MIcrosoft Research,Improved Regret Bounds for Oracle-Based Adversarial Contextual Bandits
216,James Atwood,UMass Amherst,Don Towsley,UMass Amherst,Diffusion-Convolutional Neural Networks
217,Dan Garber,Technion,Dan Garber,Toyota Technological Institute at Chicago,Faster Projection-free Convex Optimization over the Spectrahedron
218,Sheng Chen,University of Minnesota,Arindam Banerjee,"University of Minnesota, Twin Cities",Structured Matrix Recovery via the Generalized Dantzig Selector
219,Vignesh Ganapathiraman,University Of Illinois at Chicago,Junfeng Wen,UofA,Convex Two-Layer Modeling with Latent Structure
220,Shashank Singh,Carnegie Mellon University,Barnabas Poczos,Carnegie Mellon University,Finite-Sample Analysis of Fixed-k Nearest Neighbor Density Functional Estimators
221,Dale Schuurmans,Google Brain & University of Alberta,Martin A Zinkevich,Google,Deep Learning Games
222,Wen-Hao Zhang,Institute of Neuroscience,Si Wu,Beijing Normal University,“Congruent” and “Opposite” Neurons: Sisters for Multisensory Integration and Segregation
223,Jisu KIM,Carnegie Mellon University,Larry Wasserman,Carnegie Mellon University,Statistical Inference for Cluster Trees
224,Maximilian Balandat,UC Berkeley,Alexandre Bayen,UC Berkeley,Minimizing Regret on Reflexive Banach Spaces and Nash Equilibria in Continuous Zero-Sum Games
225,Navdeep Jaitly,Google Brain,Samy Bengio,Apple,An Online Sequence-to-Sequence Model Using Partial Conditioning
