,first-author-affiliation,last-author-affiliation,title
23," Poznan University of Technology, Poland"," Queen Mary University of London, UK",Counterexample-driven genetic programming: stochastic synthesis of provably correct programs
24," Center for Advancing Electronics Dresden, TU Dresden, Dresden, Germany"," MIT-IBM Watson AI Lab, IBM Research",Attributed description logics: reasoning on knowledge graphs
25," Department of Electrical Engineering and Computer Science, Catholic University of America, Washington, DC"," Department of Electrical Engineering and Computer Science, Catholic University of America, Washington, DC",Multi-robot motion planning with dynamics guided by multi-agent search
26," University of Waterloo, Waterloo, Canada"," University of Waterloo, Waterloo, Canada",An empirical study of branching heuristics through the lens of global learning rate
27," University of Salamanca, BISITE Research Group"," University of Salamanca, BISITE Research Group",Inhibition of occluded facial regions for distance-based face recognition
28," RMIT University, Melbourne, Australia"," RMIT University, Melbourne, Australia",Cost-based goal recognition for the path-planning domain
29, Northeastern University, Northeastern University,Distributing Frank-Wolfe via map-reduce
30, Max Planck Institute of Informatics and Télécom ParisTech, Max Planck Institute of Informatics,Completeness-aware rule learning from knowledge graphs
31, National and Kapodistrian University of Athens, National and Kapodistrian University of Athens,The intricacies of three-valued extensional semantics for higher-order logic programs
32, University of Southampton, Microsoft Research,Evaluating and complementing vision-to-language technology for people who are blind with conversational crowdsourcing
33," Human-Robot Interaction Laboratory, Tufts University, Medford, MA"," Northeastern University, Boston",Recursive spoken instruction-based one-shot object and action learning
34," University of California, Berkeley, CA"," University of California, Berkeley, CA and Google Research, Mountain View, CA",An efficient minibatch acceptance test for metropolis-hastings
35," Insight Centre for Data Analytics, School of Computer Science, University College Dublin, Ireland"," Insight Centre for Data Analytics, School of Computer Science, University College Dublin, Ireland",Marathon race planning: a case-based reasoning approach
36, RIKEN Center for AIP and Tohoku University, Yokohama National University,A genetic programming approach to designing convolutional neural network architectures
37," McMaster University, Computing and Software, Ontario, Canada"," McMaster University, Computing and Software, Ontario, Canada",Tamper-proof privacy auditing for artificial intelligence systems
38," INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal"," INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal",Multi-objective optimization through pareto minimal correction subsets
39," Research School of Computer Science, Australian National University, Data61, CSIRO"," Research School of Computer Science, Australian National University, Data61, CSIRO",Operator counting heuristics for probabilistic planning
40," Northeastern University, Civil and Environmental Engineering"," Northeastern University, Civil and Environmental Engineering and risQ Inc.",Generating high resolution climate change projections through single image super-resolution: an abridged version
41," Robotic Systems Lab, ETH Zurich, Switzerland"," Robotic Systems Lab, ETH Zurich, Switzerland",Greedy stone tower creations with a robotic arm
42," Center for Artificial Intelligence in Society, University of Southern California, LA, CA"," Center for Artificial Intelligence in Society, University of Southern California, LA, CA",Bridging the gap between theory and practice in influence maximization: raising awareness about HIV among homeless youth
43," University of Trier, Business Information Systems II"," University of Trier, Business Information Systems II",A conversational approach to process-oriented case-based reasoning
44, The Chinese University of Hong Kong, The Chinese University of Hong Kong,Modeling the assimilation-contrast effects in online product rating systems: debiasing and recommendations
45," University of California, Riverside"," University of California, Riverside",Time series chains: a novel tool for time series data mining
